stco,year,actual,point,p10,p50,p90
17153,2005,138.0,125.18822766805846,90.96381756046156,133.68383407874595,153.1779074238919
17155,2005,138.0,122.16299536637315,88.93173994330354,124.66143463891957,148.6885780631526
17157,2005,120.0,133.25528929800947,91.57576969694603,137.8583577685712,158.2344148569088
17159,2005,109.0,104.862290161103,74.10657780399217,110.02144458645334,144.1189693340517
17161,2005,140.0,118.96937223233465,84.67712382031178,125.13921654405722,153.64325635690673
17163,2005,147.0,135.9376111230775,91.91844546625009,137.91330556443202,159.00580069771163
17165,2005,139.0,120.18400960608085,82.24375008965393,126.48123895792357,152.0547352627242
17167,2005,169.0,144.00477415395548,107.31525881390546,151.28855965032452,168.900879117534
17169,2005,135.0,123.14971093085477,92.57471854372116,126.47174648689622,157.5695876737598
17171,2005,129.0,120.19665256793573,95.87291580668567,121.84963595848401,154.59799591460148
17173,2005,149.0,126.85739423372524,95.57403611975798,131.97004473723302,154.69542975635238
17175,2005,123.0,121.18431440995177,96.38301410655048,124.82858190098797,150.881904901754
17177,2005,146.0,130.210779642795,93.83157420902475,135.62694447215978,164.26700407397922
17179,2005,142.0,120.55965143058856,91.44545194408256,130.7459377090821,159.5160979796103
17181,2005,150.0,137.5256441553912,93.63606510516514,137.76700863268908,156.60377429314573
17183,2005,165.0,134.05273132173454,102.28023957049326,142.16699301024633,168.93431007445704
17185,2005,137.0,130.08763291413808,88.65058000347189,133.45115507814407,162.03568940905586
17187,2005,158.0,131.50593323332717,95.47463216100205,138.6146767414058,164.59883752815304
17189,2005,128.0,133.80257611915403,86.44640963306999,136.4818513493721,155.74291004040853
17191,2005,124.0,120.50622827701042,74.84741871633369,124.25236272532747,147.9895758743568
17193,2005,130.0,129.07272830236002,85.49476213389225,129.1851551482481,154.8928733707912
17195,2005,126.0,114.5731730180645,93.84746203817569,123.16297709758165,160.24774871816606
17197,2005,122.0,118.58924828965665,96.22782532782281,130.5332552063379,160.3939182999438
17199,2005,139.0,113.21812414493357,71.43802493821572,124.11425696534796,146.21791318352572
17201,2005,130.0,127.88112154973649,101.46009655064232,137.13062128687048,169.74308014826283
17203,2005,144.0,112.10301466103881,84.99606812166326,122.51755625047035,145.7419539924759
18001,2005,139.1,135.58682488943657,98.99099699145428,132.28360541045387,165.5376465279417
18003,2005,157.2,121.53795349462519,98.510280050804,127.93945665903775,159.21149416208544
18005,2005,145.3,140.80851571068624,107.54245847414902,138.64091072916526,171.25118690363846
18007,2005,166.0,146.8662615841091,107.78201806193947,144.90740369843078,184.0510376395899
18009,2005,154.5,132.77493948110973,98.11644047115655,134.9831774325463,163.76487712081814
18011,2005,163.6,157.40183092277908,120.26435960872618,156.45121455991512,182.41016072349086
18015,2005,178.6,155.96387502517013,113.74068165870403,152.51261532145944,183.8496903319226
18017,2005,171.9,143.76978657560883,115.30768510369853,146.61189827516165,177.09078131980246
18019,2005,109.4,110.85617364890828,85.06923616151961,116.56465806817378,142.11726807104696
18021,2005,162.6,146.37234629501484,101.30959637343098,143.04600538119436,174.42889593146762
18023,2005,170.0,154.7357747588043,112.72565760216361,158.08354857248491,184.13970131508339
18027,2005,158.4,137.55757548036635,105.33043478883283,139.25807912217945,171.22935157763837
18029,2005,138.0,98.8057794883007,67.47201156446276,104.84745097765763,140.33400762739598
18031,2005,157.2,143.60422577899064,108.94146576097533,142.79066035291245,174.9496570752776
18033,2005,151.4,124.77968842594322,96.43783388588143,121.5794217418802,159.14146674523113
18035,2005,165.4,150.3480352448989,114.66568648938764,152.73957040106157,178.24845449972705
18037,2005,144.6,115.66177967423106,72.3106398400485,117.81269949987939,152.38233555700447
18039,2005,142.4,131.96415390850004,105.14251805132027,135.0505328442084,162.3585788070531
18041,2005,150.5,146.79704829011806,105.02613070024421,143.0025081831573,176.97318878788653
18045,2005,158.4,149.31727845934384,108.66620768634986,154.93886260753087,175.75032577495605
18047,2005,149.7,138.15761729615912,98.89062649019284,134.4749062787184,172.193057546311
18049,2005,158.9,128.30725567174906,105.68192426388705,129.3447352110307,157.91460630064077
18051,2005,155.7,140.7387130192592,100.92744832640395,142.58336431060673,172.38701839198114
18053,2005,166.5,147.57498847318772,111.54248256309472,147.85063233930236,171.3355582623371
18055,2005,162.0,131.41729111941325,96.21277027801173,138.89059293279766,157.5850741552618
18057,2005,146.5,153.9936607343567,117.44841102123539,153.10364000010054,186.5486369173236
18059,2005,148.5,156.92536210426587,122.14816827828207,154.0441877327394,184.9481750869995
18061,2005,125.7,96.67988567570984,70.2439235154583,107.53578585948085,135.61463852982973
18063,2005,145.7,152.61424946507987,116.5201044353249,152.54844470845327,182.81650818798548
18065,2005,154.1,153.69186188420076,113.66747501225154,150.5519271845297,180.53654284480936
18067,2005,168.6,154.44831029361885,116.07060605603468,153.7020881011046,184.32357959493484
18069,2005,157.5,117.45958298244845,93.29472419750344,125.26963595538058,156.74952075924784
18071,2005,128.1,127.84272803471026,95.18358053128244,129.77987271708813,162.00147576748145
18073,2005,159.7,134.60613568763262,100.67635228614897,133.5669804762692,164.76638101840064
18075,2005,139.1,124.87747392738453,91.53215625719868,130.55398683849026,157.87564022745076
18077,2005,124.0,116.292524887925,78.39399009804686,117.94748019317855,151.67951992576215
18079,2005,141.2,130.9654840629693,93.97305751429002,130.30789162287803,159.4733477804113
18081,2005,150.5,148.78997930846745,109.8675904656611,147.1485320732741,178.698620203697
18083,2005,157.7,143.18110620948428,107.4809911783934,142.88315350419057,171.55111756916327
18085,2005,148.5,124.39003857465374,101.14622470039956,126.15427632080836,160.82052157671643
18087,2005,112.7,123.46395360448064,100.8685677909001,126.96666762329825,163.09796665495787
18089,2005,136.0,118.86530139125242,91.72852286148331,122.3093236809645,163.91568595218135
18091,2005,137.1,123.4383700366628,99.06362550581646,122.64144319548866,161.38811234685164
18093,2005,130.8,107.75087292089574,75.34776599833427,119.58661100871484,139.6123043885604
18095,2005,158.9,154.49339107223804,116.27982238308618,152.42158388970756,181.2077773635494
18097,2005,145.1,149.4356574510635,111.21603453189772,147.78137958038238,180.80109781087504
18099,2005,149.9,125.67673697557103,105.60474731690941,129.29380097986564,158.0985788916185
18101,2005,155.1,126.0865172679871,90.80863635487111,132.633620398916,158.2812022514415
18103,2005,164.3,141.9640087497499,111.8403424192123,138.16875690156212,175.8194802085455
18105,2005,139.5,124.72437914702176,92.65937859766592,125.46549839814979,149.98853467600526
18107,2005,157.7,155.36054860105867,110.71931176619312,156.89293428319215,182.73111937069874
18109,2005,150.8,151.60925616364656,109.8105519652298,151.22363822191159,178.24658660959665
18111,2005,157.9,131.5377498588012,99.6876059306933,133.44831645295832,175.72579513166653
18113,2005,142.0,128.62414721681924,105.1858422396077,124.41077661706912,169.82127978499878
18117,2005,144.0,113.89107166055352,77.86674662871525,117.23104220829653,141.24268336171113
18119,2005,146.0,147.29676350756995,98.30026512440234,140.4440318427106,161.77648373393927
18121,2005,154.0,149.34734953534308,107.90482243275048,153.47218541386744,174.15763232454998
18123,2005,147.9,112.25710609428702,81.0097208661423,116.08859562285468,147.4587867268702
18125,2005,145.3,123.91404816799277,84.45898879155996,127.49840631463724,153.9877694362632
18127,2005,137.1,128.68317947846427,104.24520400435532,128.06834616182184,165.01294950142363
18129,2005,151.2,137.05612560121443,89.59789843470377,142.95670739582337,163.1903541337128
18131,2005,151.6,134.67182754840013,103.81643748069254,130.73616133183057,163.97144667047093
18133,2005,159.3,152.01272473175155,112.25846121106882,156.00488687036784,180.37204039615918
18135,2005,152.0,148.98026181121932,105.87388279788836,144.02340599495767,174.7536561726115
18137,2005,149.6,123.78671992690921,96.39592119499231,129.1687192779817,158.68743682999084
18139,2005,155.0,150.32443971541062,113.353069036373,150.54500137398668,181.84276790833633
18141,2005,147.2,119.20660738869691,100.19641897675339,126.18044666429805,157.32597274515624
18143,2005,132.3,115.85244479465736,76.08157283715305,116.22058881721412,146.21918826817037
18145,2005,147.3,148.7134803782447,107.76840986825056,148.02651061655897,176.27778741156777
18147,2005,135.4,124.23292812089386,81.9131292103786,128.26528491334463,153.318823271756
18149,2005,137.2,118.19988315340183,97.30338593261206,117.91595516076045,158.238571304384
18151,2005,149.5,127.9195427807596,106.29207695146154,124.91779097379371,170.12614886307463
18153,2005,159.2,136.348997328466,105.85484384591437,140.47446984480686,169.92629329838167
18157,2005,169.8,148.3117874000122,110.93132634366593,153.721073016462,175.9158950741544
18159,2005,166.8,160.37123706595054,121.48088224417853,163.76020639934586,186.89400797215166
18161,2005,169.1,144.59914171341563,105.88200857878165,142.74567816509037,177.9976054414723
18163,2005,155.4,131.3446836548216,87.15465183528832,134.9978763295064,154.96107335421098
18165,2005,160.9,144.70572371128299,101.50929772548628,150.40476781497492,168.64594360325083
18167,2005,157.1,151.65072908881348,111.97118701126949,158.57447271885727,177.082896120809
18169,2005,165.5,144.08605047422705,111.30813014358975,139.15110400692097,177.75201971642437
18171,2005,158.6,152.19802954180886,107.38104405126012,154.34479054316427,178.4053480985725
18173,2005,143.9,122.09899547089405,83.46062219506268,129.1602643463447,156.49646923560317
18175,2005,124.5,111.19322688449857,77.01261015075782,116.8703194426581,135.81129806145688
18177,2005,148.5,146.53423466500587,105.166770826805,139.97041808935322,177.1272419069539
18179,2005,151.1,127.58184452111367,98.43155836729048,132.03277996977548,163.80268561723506
18181,2005,175.1,142.61845965865797,107.27892109635201,143.93139495185932,178.9785940938491
18183,2005,156.0,127.85690180737629,96.63493544778352,129.2754625083537,168.3839955889645
19001,2005,159.0,141.79921377818368,107.51315901229096,138.6224439232734,165.07235667636104
19003,2005,157.1,136.30024099652948,101.96495991605424,134.49362787044225,158.68013502853594
19005,2005,177.4,143.90722106021292,106.63913972756764,145.07700793306483,181.15914441746784
19007,2005,150.0,106.71436718331401,59.8906071047268,110.24421194741106,142.20902830543898
19009,2005,172.1,157.49484565385404,123.00116627101372,152.52944306544708,180.29411876512327
19011,2005,170.0,155.30522068647875,124.3084139762046,152.17824965556497,181.27723564275632
19013,2005,180.7,164.87888673374135,132.3071680021489,164.2233409723175,190.76070573778318
19015,2005,192.4,162.94560891142388,131.00129801186833,162.46916079861717,184.223833012394
19017,2005,193.0,164.47452983503157,131.95313579927893,168.27879402641975,195.29915109475732
19019,2005,178.7,158.36947152041435,124.93359500469941,159.9063266917208,189.11627928694963
19021,2005,185.3,162.81763582992187,135.55696542451454,159.56546440308114,189.20423694776198
19023,2005,185.6,163.93077740583323,129.0256789302032,165.58335733074665,193.49317822953648
19025,2005,182.5,166.07046743559545,135.90087015984756,163.86544360498658,185.9666759783542
19027,2005,177.0,160.98570583082446,129.5466245459454,155.3862304314049,182.0624582783037
19029,2005,168.2,148.7033088830818,113.97702105360904,147.891374073181,169.84856328542284
19031,2005,144.4,120.64484768448592,90.45493634301155,124.52571374011288,156.45806121144895
19033,2005,184.0,166.36608386546578,130.8505619552525,165.13601193601244,189.07889907682454
19035,2005,185.5,161.2436528211644,132.64086856184844,157.9091091357077,188.66045604970273
19037,2005,187.2,162.2924017356738,131.33527994569252,162.78036019241182,192.74095890672706
19039,2005,146.3,110.66825017558503,73.83294745374764,114.91585021709201,143.48260685371736
19041,2005,183.1,162.58407199024148,135.02014839107164,162.4621961099981,189.50925217748372
19043,2005,180.9,155.50948352840444,108.9318058710764,154.9064506480582,180.33857917223568
19045,2005,116.8,124.86951832870298,86.54452264569265,131.23078280081737,152.98781151642612
19047,2005,179.2,154.16133043184067,126.49961791616025,148.62762908469875,178.20783567856927
19049,2005,181.7,157.87404939422967,127.71154137263852,156.51793582507634,179.45924747191887
19051,2005,115.0,105.35986772138457,61.88600500207504,105.16853309759287,143.9776344423119
19053,2005,163.9,114.35311156916389,81.59243622468031,119.81484694520923,149.05891940621422
19055,2005,177.1,157.38190546608175,115.39618816514388,155.69472136701768,185.91614219815543
19057,2005,154.5,114.48533987502243,76.49001833323508,122.07226200053422,153.6240135236721
19059,2005,170.4,167.46393791370394,134.19112325922228,164.14899929422324,190.5270455343886
19061,2005,183.0,147.8834275100362,103.53472904085947,141.9842070702049,183.0507870830368
19063,2005,182.7,168.91752244681385,135.2253204367851,168.60132554270115,189.557894374807
19065,2005,189.8,163.9845405069111,129.33977972021597,160.55216173278953,194.8111221575771
19067,2005,184.2,162.77268050357833,129.21780525840276,161.3432812926901,193.90323451133747
19069,2005,185.2,166.41155646747345,133.64293820227772,167.12833380062685,190.77425449723353
19071,2005,161.3,154.1586472002217,110.46431883294798,156.0882699774487,167.76888319815436
19073,2005,185.3,162.21481348163505,126.73752541570633,158.9143998307497,182.204672548969
19075,2005,189.9,163.67632165200257,132.19578186753296,164.4290435178366,190.29319042342092
19077,2005,161.2,155.75922948879247,117.15252738834482,150.8553725928789,181.42237712019096
19079,2005,189.0,167.32270941762238,134.66413605767218,166.61596967082522,188.2159661622822
19081,2005,182.3,166.32332167403536,134.85581572496343,163.86374517586523,188.49123570693246
19083,2005,188.6,164.7932892812919,134.41034985541432,162.85235089015612,188.19655425893416
19085,2005,155.0,146.9491282848861,110.1230681850129,144.34324792897394,174.61064096601
19087,2005,153.0,114.95033432537684,75.43141862652057,123.36600653618744,150.65483100682064
19089,2005,183.8,160.02437176794206,124.09847746488117,157.11454768050407,191.98360365728664
19091,2005,188.2,164.543699436711,135.9977797065428,161.60611388840772,190.23815998535375
19093,2005,177.0,158.40221003167827,131.77002806268595,155.5943516762888,185.02639856784282
19095,2005,147.3,138.83092880998498,94.06202878839687,136.3212726734231,162.86971542622427
19097,2005,124.2,137.24204623780074,78.68197097482205,128.85378912994398,160.62971502487568
19099,2005,188.5,152.23918529429494,116.27546146966984,149.6588474249881,180.93616716917518
19101,2005,143.6,111.96939859573716,69.15707540247585,124.04267110806022,144.75125549420616
19103,2005,135.8,127.68808645015832,82.79313599194128,130.6652853790854,149.37237645495867
19105,2005,148.3,136.75796364361523,95.32955792947558,137.4661194897443,169.09829797646802
19107,2005,135.0,123.43368314026891,90.73393993379898,123.69286248523944,157.30290216233368
19109,2005,187.5,165.61665476588422,134.5038909785834,166.90326538765407,188.7972084878144
19111,2005,129.4,113.60229339273968,68.7665615017192,115.32578119748877,150.2433668693633
19113,2005,152.0,148.0995017932885,107.93158693149384,145.35959804353047,176.74890643855474
19115,2005,133.5,107.52051591851345,82.18451091039303,116.50003055965054,144.26577557282036
19117,2005,154.8,111.3544914689579,73.87555204449004,115.74031744720139,143.68453030430865
19119,2005,185.2,163.0359174933528,127.90524577633047,160.68076521916896,189.550579805578
19121,2005,154.9,144.4923691747454,107.94757578244305,142.58407377362008,164.72765681937707
19123,2005,160.5,135.83420849448703,94.88348403195624,136.5305839271601,159.4869185560719
19125,2005,159.9,126.26828088541251,91.45193681211954,127.52854396618412,155.1868123989634
19127,2005,191.9,161.7936813654525,130.45641310866893,160.74597104212643,189.82881607066864
19129,2005,163.7,149.08242532239328,110.33597511495454,150.30198359503976,166.9375046122685
19131,2005,186.6,166.21675033407672,132.903483222181,164.94767714550602,195.47330470979574
19133,2005,157.1,128.90196922950042,96.70540357241639,131.71543387188763,158.86996466569903
19135,2005,154.3,112.90655343144981,75.5292197147895,116.83230503811362,145.99891159683557
19137,2005,158.1,149.1006140150622,110.1046914123052,149.571433368187,167.60392131605073
19139,2005,135.3,111.26064835257529,75.1813124414994,116.96240758880317,139.67385264987638
19141,2005,185.0,167.62510103430785,135.29095719805014,163.9549107375273,189.76126893368942
19143,2005,185.8,165.619334643031,135.1443907109892,162.94751271660738,192.57054772439668
19145,2005,164.7,145.40373959804876,104.95658076840004,145.39065954437277,165.04349078433444
19147,2005,186.5,165.76715145023303,135.91125495207015,165.95532072228286,190.46674887005727
19149,2005,171.8,150.23002206758784,117.82949646077199,145.9333688318344,176.2597436258786
19151,2005,183.3,165.47017005675332,135.8019889124329,162.87253472690315,188.05247650936545
19153,2005,174.7,157.56976809534808,127.44583172537895,156.9444057542617,180.40755749585935
19155,2005,171.1,149.27180077474242,112.99163816321291,146.15325932187005,175.91946252632945
19157,2005,176.4,137.37647590469558,101.45386306635167,135.86120414924298,159.6164199261852
19159,2005,153.8,124.38139837600794,89.26916846361897,126.34724333185933,155.4261853535284
19161,2005,185.8,162.42683788228717,134.8375188783217,157.9793327942645,187.97442476983042
19163,2005,148.9,117.29566427812945,84.98073044532136,123.61880192761966,147.23534890270375
19165,2005,171.7,154.5312230675047,119.0604684062724,150.38943585876865,182.17050117823052
19167,2005,185.3,166.0331916085074,133.35457168182964,165.2128234526362,189.98295288220984
19169,2005,187.6,164.9881269098675,138.1487928875582,164.16318449466712,186.74574593315447
19171,2005,181.4,158.58868509144517,127.53679432277673,156.08051381340658,184.19114848170085
19173,2005,156.8,130.26047749681433,89.1883276120658,129.3571801982099,156.44109393107934
19175,2005,157.2,134.13899044546318,100.85172965496488,132.87118039294,157.67975024608032
19177,2005,124.0,100.65392372216053,61.02167099011851,110.97527052464332,141.42483044848476
19179,2005,136.1,124.3185674205216,79.4188097500655,124.50316795385615,152.21991975501075
19181,2005,157.1,124.37360450005137,88.9175552888057,132.18517619828563,154.07071721456313
19183,2005,153.0,118.20943199048189,78.22634648576046,131.7229082073619,149.70148956978056
19185,2005,157.0,114.1933975483354,76.70875144726895,118.15647940136057,148.437364088916
19187,2005,190.1,165.52374699038353,131.17434082068482,161.99741842484042,186.49306446198324
19189,2005,189.6,162.14856738183977,130.69843001149908,161.1225850765586,185.88986614284698
19191,2005,186.4,159.13184941105692,121.34927173006201,155.89222297650153,189.62324851262437
19193,2005,172.2,148.756018884358,114.62444267995258,138.54811483539027,171.2983881946361
19195,2005,187.9,166.74729545128122,132.6173025825026,164.69391638284475,189.34915148687804
19197,2005,183.0,164.69141816812385,134.77968889632777,165.49718023725285,190.0102039943581
20001,2005,106.0,97.77968375227259,72.6844090425237,99.92946636186872,121.19064180436618
20003,2005,101.0,94.9894359187181,74.76736486409969,98.37934926108522,121.72043790275413
20005,2005,121.0,106.17092742143515,73.06394008743952,108.37794121062568,140.89403578742537
20007,2005,116.0,144.20424509678918,89.24683992501569,141.44639837394683,177.95041709998176
20009,2005,144.0,139.12222862164128,84.27535199382041,139.84351661149614,169.49930285990172
20011,2005,117.0,86.34954476338409,63.70834278510888,86.63371230959855,119.84649920677441
20013,2005,142.0,112.39181342826834,80.96056942603462,108.52080107753605,147.92650064183297
20015,2005,90.0,99.23126522579913,72.74664468221178,97.30318283829281,128.6458797786313
20017,2005,87.0,93.0060006841313,67.55610234958422,96.05942497123245,122.79395208666243
20019,2005,109.0,82.3280392811252,63.262366839429504,83.03969130973098,122.2432402301556
20021,2005,123.0,88.745700366483,56.42224831541671,91.53242581072091,132.4885846269147
20023,2005,141.0,142.68928349753767,94.53117499407114,144.57639372963908,168.50404689498995
20025,2005,190.0,154.73650136596146,93.15217339360468,150.49308583049773,180.41735517992709
20027,2005,150.0,134.74503679600483,90.56989672584739,137.54530154164217,168.0718683997294
20029,2005,156.0,136.17537730344316,88.59238059652004,132.1102880835625,168.330813672996
20031,2005,101.0,102.8904307184617,77.25191972949914,107.89248972600157,124.79535992242211
20033,2005,152.0,151.9006327351347,78.70190831217263,140.50588679226573,179.3750167863833
20035,2005,94.0,95.3260889360966,63.110317225390546,93.78208255390868,144.71073100498512
20037,2005,103.0,85.87223425645624,56.17924477857741,87.6870548094052,123.88360154761902
20039,2005,81.0,96.66948536412089,65.40912209830488,94.51822997610032,176.89050123004597
20041,2005,98.0,88.60472103168203,61.2160048983108,100.45317424479103,139.4649217775705
20043,2005,156.0,128.66554477572333,92.16454845707229,126.4454224052223,158.4441426569196
20045,2005,108.0,113.09412867212075,77.43786621804576,112.95224594195436,140.63630991419717
20047,2005,169.0,153.99157391714695,96.90244721655971,154.34901187512267,182.52654829498135
20049,2005,98.0,94.27280419330363,62.580716659145324,92.21176520602306,122.46389057627381
20051,2005,59.0,103.67489632912375,68.33094936059807,111.32563693684996,154.96729071672112
20055,2005,191.0,161.52278812304647,103.74887519311164,167.26849226508787,193.9286482469795
20057,2005,164.0,156.8378806171009,82.26698344514723,150.64822214416657,186.0381915150952
20059,2005,96.0,103.6283677415039,72.52543597554971,103.18979684580674,124.28348941170263
20061,2005,143.0,117.22441112845546,79.98432130859265,116.43111552775608,151.1773176448356
20063,2005,79.0,115.226330090049,83.9501228087295,119.59950453455579,168.20359087981944
20065,2005,76.0,118.63004802346806,85.94703229218422,124.3467165625446,176.6880656180934
20067,2005,192.0,162.33415091912016,95.48864473514917,163.24723347050715,194.13909608232362
20069,2005,193.0,175.7318002216203,100.53023896422728,167.72355708532172,199.4139663666354
20071,2005,102.0,112.61523372217235,82.54593686256658,143.4588309740524,183.89247872522085
20073,2005,89.0,101.99212033737057,73.10854152628247,104.2015854822548,125.51610523974102
20075,2005,142.0,140.07390626570805,97.50998722468331,155.2973720163017,195.03150378240903
20077,2005,131.0,128.604212581265,77.9928804699673,134.34654591889498,178.6299664522304
20079,2005,122.0,128.83541283122244,76.13147901590585,121.44388124567597,155.204875044183
20081,2005,191.0,169.23020107480477,103.45041990245677,164.34894358791277,192.7793157860179
20083,2005,178.0,133.22464818735165,80.37894914396021,132.07888225190908,162.210557149265
20085,2005,110.0,98.22681135846388,65.39238678325707,98.92203248277501,135.69743551752487
20087,2005,117.0,103.99015255942977,71.0466988848186,103.22658340245566,134.17774900776104
20089,2005,131.0,125.7463512433953,81.69919886555768,120.66323550712306,162.9569865046194
20091,2005,108.0,101.04808515640583,77.90276898960796,104.9750748106387,130.3461791114667
