"stco","whc","sand","silt","clay","om","kwfactor","kffactor","spH","slope","tfactor"
31011,34.8985557431082,14.1382298048543,61.0965768566408,24.765193338505,174.395719214815,0.437030750477525,0.437044225498003,7.39913166746691,55.4448702673928,4.98020120014086
31013,22.9542922813167,49.7003365270314,32.4358716102067,17.8637918627619,125.861914856087,0.414327007202472,0.417114338935382,7.64805156305685,73.7692922510657,4.32395423058334
31015,24.5025675298587,32.8719855493616,40.9797502864724,26.148264164166,189.752229616638,0.311856440488155,0.312545675150705,7.29616611289422,72.5368361682807,4.78550063327635
31017,18.4157868255473,69.8798403589687,18.4191049825491,11.7010546584822,143.715023906371,0.201348731639417,0.208233001715378,6.74061926729651,72.2477620054377,4.14823099274915
31019,33.4198088986378,23.9991968697773,55.7213638093243,20.2794393208984,165.666709595127,0.427832533630338,0.428756322491454,7.57159443752525,62.6789124557901,4.66654564053779
31021,30.8552912821827,10.0000960618895,59.3583412492735,30.641562688837,247.933567150733,0.397204918610445,0.397207882521719,7.41311689555064,60.2076470015032,4.94912118386862
31023,33.1251395181001,14.370126647803,57.4816172841405,28.1482560680565,172.880380036086,0.404922044172912,0.405158834366032,7.19607545765417,68.4905092651144,4.72543094378918
31025,35.4624642152505,9.29324463833938,60.4873147857654,30.2194405758952,203.420919652782,0.421678583426387,0.422236900958909,6.83481230415594,54.1447356099189,4.98197150906705
31027,33.0685800493685,20.2640254516329,55.9794347430854,23.7565398052816,146.873258609845,0.405846351393635,0.406034045618916,7.54319116954235,55.1171453786714,4.81464677809559
31029,19.2896659538323,51.6530121788517,32.618417180782,15.7285706403663,125.903348284437,0.319459390776862,0.32215643758567,7.55068083838787,72.177738233493,4.28633680473479
31031,16.2899135176733,81.6717927654343,9.34664951141321,8.98155772315245,135.162280493567,0.163704716060236,0.168570733952057,7.05079742499528,68.0305317535194,4.54639970899054
31033,25.3775768971231,35.2975589666492,45.6804785644237,19.0219624689272,168.234428878545,0.412828899481631,0.416440528101622,7.59256936850627,75.4850343731793,4.39406788363658
31035,37.6292706182885,9.31366222227223,60.671753303693,30.0145844740347,182.423438734088,0.42728232023502,0.427291756262478,7.21508710959298,68.8293521888968,4.66499788901222
31037,34.7922692258526,15.1122479345787,59.102691184393,25.7850608810284,201.801236726139,0.407739391519756,0.408097599855169,7.47543414061006,55.8115540432366,4.87920458654384
31039,35.8270186775564,12.9758833304633,60.4403811016985,26.5837355678382,208.570772148221,0.413164563352334,0.413164563352334,7.3870923288572,54.4664499570018,4.9664046709455
31041,33.552170150674,34.5355678231821,46.6371509179021,18.8272812589158,148.385859599261,0.407258200352988,0.407258200352988,7.39100461295453,61.9422974541733,4.96720203731855
31043,32.992869703242,12.9430963722348,60.8427766364584,26.2141269913068,169.13895754979,0.428610730904828,0.428610730904828,7.75755816581274,57.9697418634407,4.91315625545944
31045,26.5531264790832,31.2304467502459,45.638529758899,23.1310234908551,137.103959728371,0.419023058230369,0.42225851292102,7.7479139082913,70.4188143097516,4.58657449505406
31047,36.5983629944486,30.0594492254674,51.4821105604,18.4584402141326,169.024577724903,0.4382462823739,0.438413801792146,7.4490370253935,66.009145058232,4.7597196622133
31049,24.4475483969086,56.6186291047513,28.2872750217317,15.094095873517,138.740086434935,0.340910596534015,0.34756885852399,7.49580514571273,75.2540390633819,4.1193610514058
31051,36.3209425278613,14.8456211564456,60.1741026775992,24.9802761659553,186.507328479113,0.422339714180259,0.422339714180259,7.55990057441217,52.2398624765838,4.95242718522739
31053,31.9094379137927,14.2590258166725,56.906850471901,28.8341237114266,235.832363238213,0.39304526644508,0.393282162809215,7.38083735226789,64.4518702415581,4.91989650395631
31055,35.0124204058737,21.203897410272,56.052017903404,22.744084686324,213.632763274799,0.38826863446963,0.388311912325875,7.09728413513609,69.744690175156,4.80197408024285
31057,23.951753692107,66.6501713070424,22.1665128196687,11.1833158732889,95.7788305567141,0.258457322721215,0.258457322721215,7.64544639739685,65.9364522965129,4.98985278901087
31059,35.1556301018617,7.33433734504931,60.9133910210198,31.7522716339309,194.316730214556,0.419943910013996,0.419943910013996,7.18955983267959,69.9546993799762,4.51894659587546
31061,37.1220041959395,17.4968079368975,61.0790614686089,21.4241305944936,144.413494011661,0.464293070722287,0.464501146007966,7.67156258121157,66.5137405808758,4.89641556733908
31063,38.8763197169465,11.820476136945,66.2799441752621,21.8995796877929,155.108966134602,0.4959774111599,0.495977438182948,7.66279137829519,71.1296510180344,4.9798794046777
31065,38.56752746054,16.7322947267935,62.190749011366,21.0769562618404,147.329039714543,0.491954871164417,0.491954929487985,7.75754294055887,73.6430172477575,4.97931500589959
31067,34.8306752310907,10.5374737756753,54.2117210709922,35.2508051533325,167.031394493383,0.379183441651776,0.379225679480017,7.01941862323662,61.739945704932,4.77385416614507
31069,24.2485332816533,54.0765609355242,31.7420468052987,14.1813922591771,138.753941513989,0.365753014347402,0.367772336398758,7.44164048478173,73.9033207868863,4.62681573106441
31071,25.6225081897928,61.0177293464203,27.1708508517118,11.8114198018678,112.953747497658,0.275542194277255,0.275542194277255,7.1561187345458,66.4655561193127,4.93257801705709
31073,37.2769256680716,12.1874329524145,65.277523935886,22.5350431116995,145.262913030136,0.48624772954424,0.486279360376839,7.68140294504162,73.7321407454238,4.95134784807558
31075,14.0248929923496,90.2655292339186,4.98101982473436,4.75345094134704,167.525878683219,0.108424105162214,0.108424105162214,6.94881528452553,65.1556925789893,4.69827516253637
31077,31.8238717388181,36.7778407515045,45.3413579660439,17.8808012824516,160.856740192676,0.368669382134307,0.368925859249324,7.41209968186868,58.6113247474742,4.95533294930764
31079,30.8469054251698,40.6508631302115,40.0469860459911,19.3021508237974,173.177129263151,0.337426132896959,0.339971412601237,7.22595748673131,73.6744091689456,4.36597103425362
31081,37.4163647400011,9.84473608512406,61.4859714147458,28.6692925001301,160.007111224411,0.432741292110268,0.432817283761274,7.26032909430182,71.4577499676864,4.79680233415849
31083,39.3595309230026,14.2646118080334,64.1521511085618,21.5832370834048,135.960609724711,0.495076780493641,0.49516489974291,7.80414365555566,56.8859503782686,4.95109723757626
31085,30.5164912703259,48.9475216041556,34.2778810148875,16.7745973809569,155.086668517887,0.45083220061885,0.450917383723946,7.51445442331352,74.1213741159738,4.98729440242751
31087,37.5460493122775,22.9841796335254,57.4087706533176,19.6070497131569,152.837541257256,0.487181465593713,0.487183628836809,7.91257474676937,77.7311973092493,4.98247434703518
31089,15.0756951580571,81.2600984037375,10.869687773685,7.87021382257748,117.088139642517,0.130547007847982,0.139424835664138,6.73343644812742,73.1314971116588,4.23165030521277
31091,16.252279295474,92.4767944096151,3.1534994949758,4.3697060954091,92.5284108103456,0.0549886913120285,0.0549886913120285,6.70853089119079,58.4786402075992,4.96925805094231
31093,30.3095526198599,34.0890131132281,47.5679060275635,18.3430808592084,131.530449869997,0.383812451777394,0.384013522474331,7.30887622875908,64.3655847815806,4.89242625228171
31095,34.5071328663546,11.6117779664486,57.8450948678831,30.5431271656683,183.171899906651,0.409112355154089,0.409820331718219,7.09936921532342,65.4872138788077,4.83949211299463
31097,31.1900363107396,12.9006133546533,52.2197995415318,34.8795871038149,223.3214351126,0.358488935491465,0.359019670009139,6.93526160943977,60.2881354245703,4.91635266709483
31099,32.3134676431857,23.2002356061335,56.5295896365197,20.2701747573468,137.726640982646,0.422804302156793,0.423629482835268,7.52625861933991,70.1987120494813,4.76618866837136
31101,25.3179730592714,44.901863510375,38.282774541833,16.815361947792,173.235225961749,0.39267927976684,0.394900268568523,7.59592706439821,73.5977754846952,4.8689479855969
31103,15.1918608491968,70.8804101583491,17.1722603910776,11.9473294505733,128.284512591548,0.19803628155807,0.204817155961777,6.93740253755111,71.8233499687261,3.82844864253866
