stco,year,dsci_jul,dsci_jja,d2_jul
1001,2000,417.3,407.1,100.0
1001,2001,0.0,0.0,0.0
1001,2002,190.7,177.5,0.0
1001,2003,0.0,0.0,0.0
1001,2004,0.0,18.4,0.0
1001,2005,0.0,0.0,0.0
1001,2006,250.0,200.0,50.0
1001,2007,357.1,414.1,100.0
1001,2008,200.8,231.2,0.8
1001,2009,0.0,0.0,0.0
1001,2010,71.4,56.1,0.0
1001,2011,168.1,217.8,0.0
1001,2012,275.3,231.1,75.3
1001,2013,35.7,34.2,0.0
1001,2014,0.0,14.7,0.0
1001,2015,0.0,1.3,0.0
1003,2000,461.3,450.1,100.0
1003,2001,0.0,13.6,0.0
1003,2002,230.4,180.9,50.3
1003,2003,0.0,0.0,0.0
1003,2004,0.0,1.7,0.0
1003,2005,0.0,0.0,0.0
1003,2006,372.1,334.2,100.0
1003,2007,164.5,188.2,0.0
1003,2008,2.9,12.5,0.0
1003,2009,66.0,35.2,0.0
1003,2010,51.6,46.4,0.0
1003,2011,422.9,375.7,99.4
1003,2012,1.0,19.3,0.0
1003,2013,5.6,12.6,0.0
1003,2014,0.0,7.7,0.0
1003,2015,75.3,53.9,0.0
1005,2000,500.0,467.6,100.0
1005,2001,0.0,7.7,0.0
1005,2002,280.0,258.2,80.0
1005,2003,0.0,0.0,0.0
1005,2004,0.0,24.5,0.0
1005,2005,0.0,0.0,0.0
1005,2006,295.0,273.7,75.0
1005,2007,314.8,373.4,89.3
1005,2008,220.9,205.3,20.9
1005,2009,0.0,0.0,0.0
1005,2010,87.8,71.5,0.0
1005,2011,395.2,395.6,95.2
1005,2012,419.2,386.3,100.0
1005,2013,5.4,19.0,0.0
1005,2014,62.0,52.1,0.0
1005,2015,46.6,43.8,0.0
1007,2000,356.0,365.1,81.0
1007,2001,0.0,0.0,0.0
1007,2002,107.2,95.5,0.0
1007,2003,0.0,0.0,0.0
1007,2004,0.0,11.2,0.0
1007,2005,0.0,0.0,0.0
1007,2006,250.0,192.3,50.0
1007,2007,415.2,454.1,100.0
1007,2008,215.6,253.5,15.6
1007,2009,0.0,0.0,0.0
1007,2010,6.8,2.3,0.0
1007,2011,88.7,181.2,0.0
1007,2012,200.0,164.0,0.0
1007,2013,14.2,20.1,0.0
1007,2014,47.8,64.0,0.0
1007,2015,17.0,29.3,0.0
1009,2000,326.8,351.4,76.8
1009,2001,0.0,0.0,0.0
1009,2002,71.8,79.7,0.0
1009,2003,0.0,0.0,0.0
1009,2004,0.0,0.1,0.0
1009,2005,0.0,0.0,0.0
1009,2006,200.0,178.2,0.0
1009,2007,500.0,500.0,100.0
1009,2008,299.4,287.7,99.4
1009,2009,0.0,0.0,0.0
1009,2010,0.0,0.0,0.0
1009,2011,32.5,45.4,0.0
1009,2012,151.5,92.5,0.8
1009,2013,0.0,0.0,0.0
1009,2014,13.2,32.3,0.0
1009,2015,148.3,119.3,0.0
1011,2000,498.7,461.1,100.0
1011,2001,0.0,4.9,0.0
1011,2002,273.6,256.7,73.6
1011,2003,0.0,0.0,0.0
1011,2004,0.0,21.4,0.0
1011,2005,0.0,0.0,0.0
1011,2006,286.9,276.1,75.0
1011,2007,333.5,382.0,99.9
1011,2008,215.5,223.2,15.5
1011,2009,0.0,0.0,0.0
1011,2010,96.6,63.7,0.0
1011,2011,340.5,345.2,100.0
1011,2012,382.1,353.8,100.0
1011,2013,13.3,26.4,0.0
1011,2014,4.3,2.7,0.0
1011,2015,21.0,24.9,0.0
1013,2000,462.6,449.7,100.0
1013,2001,0.0,0.1,0.0
1013,2002,223.7,196.4,23.8
1013,2003,0.0,0.0,0.0
1013,2004,0.0,19.4,0.0
1013,2005,0.0,0.0,0.0
1013,2006,313.7,281.2,63.7
1013,2007,226.8,319.3,26.9
1013,2008,200.0,173.2,0.0
1013,2009,22.4,6.9,0.0
1013,2010,85.1,67.2,0.0
1013,2011,250.0,252.3,50.0
1013,2012,115.9,91.5,0.0
1013,2013,0.0,23.3,0.0
1013,2014,5.2,10.9,0.0
1013,2015,3.9,10.1,0.0
1015,2000,396.6,399.4,100.0
1015,2001,0.0,0.0,0.0
1015,2002,169.5,183.5,0.0
1015,2003,0.0,0.0,0.0
1015,2004,0.0,19.1,0.0
1015,2005,0.0,0.0,0.0
1015,2006,200.0,204.7,0.0
1015,2007,499.3,489.8,100.0
1015,2008,300.0,288.9,100.0
1015,2009,53.2,19.2,0.0
1015,2010,69.9,28.0,0.0
1015,2011,52.8,70.8,0.0
1015,2012,282.1,244.3,82.1
1015,2013,0.0,0.0,0.0
1015,2014,13.4,23.3,0.0
1015,2015,25.5,48.7,0.0
1017,2000,480.6,455.6,100.0
1017,2001,0.0,6.3,0.0
1017,2002,225.4,242.6,25.4
1017,2003,0.0,0.0,0.0
1017,2004,0.0,52.6,0.0
1017,2005,0.0,0.0,0.0
1017,2006,258.4,243.8,58.4
1017,2007,379.0,422.7,100.0
1017,2008,300.0,286.6,100.0
1017,2009,78.3,55.8,0.0
1017,2010,103.3,93.8,0.0
1017,2011,292.2,306.7,87.6
1017,2012,420.5,409.5,100.0
1017,2013,0.0,0.0,0.0
1017,2014,48.2,48.1,0.0
1017,2015,1.6,16.7,0.0
1019,2000,380.5,366.0,100.0
1019,2001,0.0,0.0,0.0
1019,2002,148.3,156.4,0.0
1019,2003,0.0,0.0,0.0
1019,2004,0.0,28.6,0.0
1019,2005,0.0,0.0,0.0
1019,2006,196.4,183.1,0.0
1019,2007,497.8,490.6,100.0
1019,2008,300.0,301.7,100.0
1019,2009,29.3,11.4,0.0
1019,2010,100.0,59.9,0.0
1019,2011,51.8,68.7,0.0
1019,2012,196.6,164.7,3.2
1019,2013,0.0,0.0,0.0
1019,2014,0.0,1.2,0.0
1019,2015,122.8,101.2,0.0
1021,2000,387.3,396.0,100.0
1021,2001,0.0,0.0,0.0
1021,2002,169.4,166.2,0.0
1021,2003,0.0,0.0,0.0
1021,2004,0.0,14.3,0.0
1021,2005,0.0,0.0,0.0
1021,2006,250.0,193.3,50.0
1021,2007,396.4,436.5,100.0
1021,2008,259.4,272.5,59.4
1021,2009,0.0,0.0,0.0
1021,2010,72.9,55.9,0.0
1021,2011,116.1,206.2,0.0
1021,2012,271.7,211.6,71.7
1021,2013,37.0,35.9,0.0
1021,2014,22.1,37.5,0.0
1021,2015,0.0,13.4,0.0
1023,2000,331.9,339.3,83.3
1023,2001,0.0,0.0,0.0
1023,2002,116.5,91.6,0.0
1023,2003,0.0,0.0,0.0
1023,2004,0.0,5.5,0.0
1023,2005,0.0,0.0,0.0
1023,2006,297.1,256.4,50.0
1023,2007,239.4,305.9,29.0
1023,2008,100.0,84.8,0.0
1023,2009,81.2,39.3,0.0
1023,2010,1.4,2.3,0.0
1023,2011,147.5,109.1,9.0
1023,2012,60.1,36.3,0.0
1023,2013,0.2,0.1,0.0
1023,2014,0.0,0.2,0.0
1023,2015,0.0,2.2,0.0
1025,2000,375.3,385.6,100.0
1025,2001,0.0,0.2,0.0
1025,2002,178.8,136.6,0.0
1025,2003,0.0,0.0,0.0
1025,2004,0.0,9.3,0.0
1025,2005,0.0,0.0,0.0
1025,2006,313.1,279.0,63.1
1025,2007,189.8,255.1,14.6
1025,2008,102.3,87.2,0.0
1025,2009,100.0,55.9,0.0
1025,2010,46.8,48.2,0.0
1025,2011,231.3,185.3,41.3
1025,2012,96.6,52.3,0.0
1025,2013,15.9,21.3,0.0
1025,2014,0.0,4.7,0.0
1025,2015,0.0,11.5,0.0
1027,2000,429.7,436.4,100.0
1027,2001,0.0,0.0,0.0
1027,2002,200.0,223.1,0.0
1027,2003,0.0,0.0,0.0
1027,2004,0.0,19.9,0.0
1027,2005,0.0,0.0,0.0
1027,2006,237.0,217.5,37.0
1027,2007,432.4,449.0,100.0
1027,2008,300.0,288.6,100.0
1027,2009,89.1,44.9,0.0
1027,2010,103.2,84.8,0.0
1027,2011,167.6,220.8,8.2
1027,2012,397.8,361.4,100.0
1027,2013,0.0,0.0,0.0
1027,2014,52.7,54.9,0.0
1027,2015,13.6,44.7,0.0
1029,2000,417.9,430.4,100.0
1029,2001,0.0,0.0,0.0
1029,2002,199.3,222.5,0.0
1029,2003,0.0,0.0,0.0
1029,2004,0.0,31.7,0.0
1029,2005,0.0,0.0,0.0
1029,2006,200.0,216.6,0.0
1029,2007,429.6,445.5,100.0
1029,2008,300.0,290.0,100.0
1029,2009,100.0,63.3,0.0
1029,2010,100.0,64.3,0.0
1029,2011,149.8,166.0,0.1
1029,2012,325.9,289.9,100.0
1029,2013,0.0,0.0,0.0
1029,2014,46.6,42.2,0.0
1029,2015,0.0,38.6,0.0
1031,2000,500.0,467.1,100.0
1031,2001,0.0,7.7,0.0
1031,2002,280.0,231.0,80.0
1031,2003,0.0,0.0,0.0
1031,2004,0.0,15.0,0.0
1031,2005,0.0,0.0,0.0
1031,2006,353.1,301.0,95.0
1031,2007,240.1,329.4,40.1
1031,2008,200.0,176.6,0.0
1031,2009,0.0,0.0,0.0
1031,2010,56.2,87.5,0.0
1031,2011,269.3,293.4,55.7
1031,2012,129.3,123.4,8.4
1031,2013,0.0,23.3,0.0
1031,2014,56.3,52.4,0.0
1031,2015,49.9,66.0,0.0
1033,2000,187.4,211.4,12.4
1033,2001,0.0,0.0,0.0
1033,2002,0.0,0.0,0.0
1033,2003,0.0,0.0,0.0
1033,2004,0.0,0.0,0.0
1033,2005,0.0,3.4,0.0
1033,2006,105.7,139.8,0.0
1033,2007,374.9,427.5,100.0
1033,2008,140.0,112.6,0.0
1033,2009,0.0,0.0,0.0
1033,2010,13.3,14.1,0.0
1033,2011,0.0,23.7,0.0
1033,2012,204.7,137.5,23.2
1033,2013,0.0,0.0,0.0
1033,2014,8.4,17.1,0.0
1033,2015,0.0,1.5,0.0
1035,2000,467.3,452.0,100.0
1035,2001,0.0,3.5,0.0
1035,2002,253.6,217.0,53.7
1035,2003,0.0,0.0,0.0
1035,2004,0.0,8.1,0.0
1035,2005,0.0,0.0,0.0
1035,2006,341.0,304.6,90.5
1035,2007,165.7,260.8,1.8
1035,2008,127.5,108.2,0.0
1035,2009,100.0,30.8,0.0
1035,2010,99.5,78.7,0.0
1035,2011,324.3,316.8,94.6
1035,2012,94.7,62.4,0.0
1035,2013,12.6,37.1,0.0
1035,2014,16.3,31.1,0.0
1035,2015,25.8,51.8,0.0
1037,2000,419.2,416.0,100.0
1037,2001,0.0,0.0,0.0
1037,2002,199.7,209.9,0.0
1037,2003,0.0,0.0,0.0
1037,2004,0.0,14.9,0.0
1037,2005,0.0,0.0,0.0
1037,2006,250.0,201.4,50.0
1037,2007,409.3,437.8,100.0
1037,2008,300.0,306.8,100.0
1037,2009,0.7,0.4,0.0
1037,2010,124.1,89.3,0.0
1037,2011,184.9,245.5,5.4
1037,2012,343.9,306.0,100.0
1037,2013,6.7,4.8,0.0
1037,2014,8.9,27.7,0.0
1037,2015,15.2,25.0,0.0
1039,2000,480.6,461.2,100.0
1039,2001,0.0,7.6,0.0
1039,2002,279.3,229.9,79.3
1039,2003,0.0,0.0,0.0
1039,2004,0.0,3.6,0.0
1039,2005,0.0,0.0,0.0
1039,2006,363.9,310.1,99.5
1039,2007,235.6,301.0,35.6
1039,2008,143.2,122.7,0.0
1039,2009,43.3,13.3,0.0
1039,2010,99.3,92.3,0.0
1039,2011,362.4,350.7,90.6
1039,2012,78.6,79.0,0.0
1039,2013,0.5,31.6,0.0
1039,2014,23.8,34.0,0.0
1039,2015,50.0,70.6,0.0
1041,2000,476.3,454.2,100.0
1041,2001,0.0,2.5,0.0
1041,2002,264.8,225.0,64.8
1041,2003,0.0,0.0,0.0
1041,2004,0.0,18.4,0.0
1041,2005,0.0,0.0,0.0
1041,2006,325.7,287.3,75.7
1041,2007,240.6,332.2,40.1
1041,2008,200.0,179.7,0.0
1041,2009,0.0,0.0,0.0
1041,2010,76.6,79.9,0.0
1041,2011,255.3,265.3,55.3
1041,2012,147.3,134.8,2.3
1041,2013,1.5,25.6,0.0
1041,2014,8.9,18.4,0.0
1041,2015,22.2,37.7,0.0
1043,2000,324.6,331.3,75.0
1043,2001,0.0,0.0,0.0
1043,2002,24.3,42.2,0.0
1043,2003,0.0,0.0,0.0
1043,2004,0.0,0.0,0.0
1043,2005,0.0,0.0,0.0
1043,2006,200.0,175.4,0.0
1043,2007,488.6,495.6,100.0
1043,2008,265.2,245.0,65.2
1043,2009,0.0,0.0,0.0
1043,2010,0.0,0.2,0.0
1043,2011,29.8,35.0,0.0
1043,2012,129.3,79.4,0.0
1043,2013,0.0,0.0,0.0
1043,2014,6.8,25.7,0.0
1043,2015,147.6,104.6,0.0
1045,2000,500.0,481.6,100.0
1045,2001,0.0,7.7,0.0
1045,2002,280.0,238.9,80.0
1045,2003,0.0,0.0,0.0
1045,2004,0.0,19.9,0.0
1045,2005,0.0,0.0,0.0
1045,2006,348.2,291.1,93.8
1045,2007,261.4,346.1,56.1
1045,2008,200.0,184.3,0.0
1045,2009,0.0,0.0,0.0
1045,2010,36.5,80.9,0.0
1045,2011,322.4,333.5,73.7
1045,2012,304.7,263.3,79.7
1045,2013,0.0,20.8,0.0
1045,2014,75.8,61.7,0.0
1045,2015,47.6,45.0,0.0
1047,2000,398.1,399.2,100.0
1047,2001,0.0,0.0,0.0
1047,2002,177.5,156.9,0.0
1047,2003,0.0,0.0,0.0
1047,2004,0.0,19.8,0.0
1047,2005,0.0,0.0,0.0
1047,2006,266.1,216.9,50.0
1047,2007,332.0,394.6,97.3
1047,2008,200.0,195.6,0.0
1047,2009,26.8,10.0,0.0
1047,2010,9.5,29.1,0.0
1047,2011,173.7,186.9,3.5
1047,2012,200.0,148.1,0.0
1047,2013,9.2,29.6,0.0
1047,2014,0.0,8.2,0.0
1047,2015,0.0,0.0,0.0
1049,2000,342.2,351.6,92.2
1049,2001,0.4,0.5,0.0
1049,2002,118.8,117.7,0.0
1049,2003,0.0,0.0,0.0
1049,2004,0.0,26.4,0.0
1049,2005,0.0,0.0,0.0
1049,2006,161.7,151.8,0.0
1049,2007,496.6,495.9,100.0
1049,2008,300.0,313.3,100.0
1049,2009,0.0,0.0,0.0
1049,2010,87.5,47.1,0.0
1049,2011,55.5,62.4,0.0
1049,2012,90.3,59.7,0.0
1049,2013,0.0,0.0,0.0
1049,2014,0.0,21.4,0.0
1049,2015,73.3,67.4,0.0
1051,2000,442.2,438.9,100.0
1051,2001,0.0,0.0,0.0
1051,2002,200.0,211.0,0.0
1051,2003,0.0,0.0,0.0
1051,2004,0.0,21.3,0.0
1051,2005,0.0,0.0,0.0
1051,2006,250.0,217.7,50.0
1051,2007,347.2,410.3,100.0
1051,2008,254.4,269.6,54.4
1051,2009,0.0,0.0,0.0
1051,2010,106.7,78.7,0.0
1051,2011,231.3,276.6,32.0
1051,2012,372.1,352.1,100.0
1051,2013,22.8,13.3,0.0
1051,2014,0.0,7.3,0.0
1051,2015,0.0,0.2,0.0
1053,2000,469.8,452.5,100.0
1053,2001,0.0,7.7,0.0
1053,2002,279.1,222.8,79.3
1053,2003,0.0,0.0,0.0
1053,2004,0.0,1.4,0.0
1053,2005,0.0,0.0,0.0
1053,2006,366.2,314.9,100.0
1053,2007,175.8,240.6,3.4
1053,2008,68.5,58.6,0.0
1053,2009,100.0,30.8,0.0
1053,2010,79.8,67.4,0.0
1053,2011,415.1,374.5,100.0
1053,2012,9.3,25.7,0.0
1053,2013,28.5,48.4,0.0
1053,2014,1.2,2.3,0.0
1053,2015,36.1,54.6,0.0
1055,2000,359.0,364.3,99.8
1055,2001,0.0,0.0,0.0
1055,2002,120.7,130.5,0.0
1055,2003,0.0,0.0,0.0
1055,2004,0.0,14.9,0.0
1055,2005,0.0,0.0,0.0
1055,2006,200.0,199.3,0.0
1055,2007,500.0,499.2,100.0
1055,2008,300.0,299.5,100.0
1055,2009,0.0,0.0,0.0
1055,2010,13.6,7.4,0.0
1055,2011,50.0,54.6,0.0
1055,2012,183.1,144.4,0.0
1055,2013,0.0,0.0,0.0
1055,2014,0.0,3.1,0.0
1055,2015,78.6,69.4,0.0
1057,2000,277.7,295.0,67.0
1057,2001,0.0,0.0,0.0
1057,2002,1.6,15.2,0.0
1057,2003,0.0,0.0,0.0
1057,2004,0.0,0.0,0.0
1057,2005,0.0,0.0,0.0
1057,2006,250.0,192.3,50.0
1057,2007,438.2,473.6,100.0
1057,2008,163.0,152.1,17.0
1057,2009,25.0,7.7,0.0
1057,2010,0.0,0.0,0.0
1057,2011,54.5,57.3,0.0
1057,2012,100.0,62.8,0.0
1057,2013,0.0,0.0,0.0
1057,2014,1.0,20.2,0.0
1057,2015,165.3,131.1,0.0
1059,2000,195.0,224.4,20.0
1059,2001,0.0,0.0,0.0
1059,2002,0.0,0.2,0.0
1059,2003,0.0,0.0,0.0
1059,2004,0.0,0.0,0.0
1059,2005,0.0,4.1,0.0
1059,2006,151.6,154.3,0.0
1059,2007,393.5,445.3,100.0
1059,2008,140.1,113.8,0.1
1059,2009,8.2,2.5,0.0
1059,2010,0.9,3.0,0.0
1059,2011,8.4,29.8,0.0
1059,2012,188.4,128.2,9.3
1059,2013,0.0,0.0,0.0
1059,2014,0.0,6.8,0.0
1059,2015,27.0,23.1,0.0
1061,2000,500.0,486.1,100.0
1061,2001,0.0,7.7,0.0
1061,2002,253.2,216.8,54.1
1061,2003,0.0,0.0,0.0
1061,2004,0.0,7.1,0.0
1061,2005,0.0,0.0,0.0
1061,2006,370.2,295.3,99.0
1061,2007,289.8,340.5,89.8
1061,2008,151.4,142.1,0.0
1061,2009,0.0,0.0,0.0
1061,2010,100.0,100.0,0.0
1061,2011,359.9,370.3,100.0
1061,2012,131.7,108.1,0.0
1061,2013,0.0,29.6,0.0
1061,2014,57.1,52.7,0.0
1061,2015,12.1,17.2,0.0
1063,2000,328.7,354.1,73.9
1063,2001,0.0,0.0,0.0
1063,2002,84.3,65.8,0.0
1063,2003,0.0,0.0,0.0
1063,2004,0.0,2.1,0.0
1063,2005,0.0,0.0,0.0
1063,2006,250.0,192.3,50.0
1063,2007,360.3,429.7,100.0
1063,2008,135.2,126.8,0.0
1063,2009,28.4,8.7,0.0
1063,2010,0.0,0.5,0.0
1063,2011,97.6,119.1,0.0
1063,2012,137.8,60.9,0.0
1063,2013,0.0,0.0,0.0
1063,2014,14.9,36.5,0.0
1063,2015,76.5,63.9,0.0
1065,2000,350.0,361.5,75.0
1065,2001,0.0,0.0,0.0
1065,2002,101.8,88.0,0.0
1065,2003,0.0,0.0,0.0
1065,2004,0.0,2.4,0.0
1065,2005,0.0,0.0,0.0
1065,2006,250.0,192.4,50.0
1065,2007,369.1,435.5,100.0
1065,2008,197.2,186.7,0.0
1065,2009,22.9,7.1,0.0
1065,2010,0.0,0.0,0.0
1065,2011,93.0,147.0,0.0
1065,2012,200.0,99.7,0.0
1065,2013,0.0,0.0,0.0
1065,2014,10.3,31.1,0.0
1065,2015,23.2,27.2,0.0
1067,2000,496.7,480.0,100.0
1067,2001,0.0,7.7,0.0
1067,2002,280.0,251.2,80.0
1067,2003,0.0,0.0,0.0
1067,2004,0.0,26.1,0.0
1067,2005,0.0,0.0,0.0
1067,2006,291.4,252.5,78.1
1067,2007,328.4,381.6,99.7
1067,2008,215.1,193.3,15.1
1067,2009,0.0,0.0,0.0
1067,2010,82.7,86.3,0.0
1067,2011,450.0,442.8,100.0
1067,2012,467.0,410.8,100.0
1067,2013,0.0,13.7,0.0
1067,2014,80.0,84.3,0.0
1067,2015,30.5,32.1,0.0
1069,2000,493.7,464.7,100.0
1069,2001,0.0,7.8,0.0
1069,2002,253.4,219.7,55.0
1069,2003,0.0,0.0,0.0
1069,2004,0.0,8.8,0.0
1069,2005,0.0,0.0,0.0
1069,2006,301.9,249.7,78.2
1069,2007,325.0,375.9,100.0
1069,2008,202.7,184.5,2.7
1069,2009,0.0,0.0,0.0
1069,2010,98.7,94.4,0.0
1069,2011,426.0,426.6,100.0
1069,2012,264.0,219.2,50.9
1069,2013,0.0,24.8,0.0
1069,2014,70.4,64.0,0.0
1069,2015,0.4,8.0,0.0
1071,2000,324.2,332.1,75.0
1071,2001,3.0,2.5,0.0
1071,2002,91.6,78.5,0.0
1071,2003,0.0,0.0,0.0
1071,2004,0.0,13.7,0.0
1071,2005,0.0,0.0,0.0
1071,2006,144.7,144.5,0.0
1071,2007,494.3,494.1,100.0
1071,2008,300.0,312.4,100.0
1071,2009,0.0,0.0,0.0
1071,2010,74.7,44.0,0.0
1071,2011,26.4,46.8,0.0
1071,2012,111.8,64.5,0.4
1071,2013,0.0,0.0,0.0
1071,2014,0.0,30.1,0.0
1071,2015,0.0,21.2,0.0
1073,2000,341.8,356.1,77.1
1073,2001,0.0,0.0,0.0
1073,2002,78.2,74.5,0.0
1073,2003,0.0,0.0,0.0
1073,2004,0.0,3.2,0.0
1073,2005,0.0,0.0,0.0
1073,2006,222.7,179.7,22.7
1073,2007,497.3,498.2,100.0
1073,2008,280.5,261.1,80.5
1073,2009,0.0,0.0,0.0
1073,2010,10.0,18.4,0.0
1073,2011,52.6,92.1,0.0
1073,2012,209.4,136.1,13.0
1073,2013,0.0,0.0,0.0
1073,2014,58.8,69.6,0.0
1073,2015,112.0,102.2,0.0
1075,2000,213.7,260.0,33.5
1075,2001,0.0,0.0,0.0
1075,2002,1.4,9.0,0.0
1075,2003,0.0,0.0,0.0
1075,2004,0.0,0.0,0.0
1075,2005,0.0,1.0,0.0
1075,2006,240.9,189.5,42.0
1075,2007,407.2,427.4,100.0
1075,2008,140.0,107.7,0.0
1075,2009,25.0,7.7,0.0
1075,2010,0.0,5.4,0.0
1075,2011,50.0,41.1,0.0
1075,2012,100.0,61.9,0.0
1075,2013,0.0,0.0,0.0
1075,2014,0.0,5.7,0.0
1075,2015,56.4,60.3,0.0
1077,2000,195.7,216.2,18.2
1077,2001,0.0,0.0,0.0
1077,2002,0.0,0.2,0.0
1077,2003,0.0,0.0,0.0
1077,2004,0.0,0.0,0.0
1077,2005,0.0,0.1,0.0
1077,2006,69.1,124.2,0.0
1077,2007,394.5,431.7,100.0
1077,2008,136.0,105.4,0.0
1077,2009,0.0,0.0,0.0
1077,2010,23.0,20.1,0.0
1077,2011,0.0,18.9,0.0
1077,2012,226.6,146.3,36.4
1077,2013,0.0,0.0,0.0
1077,2014,13.7,22.6,0.0
1077,2015,0.0,1.6,0.0
1079,2000,254.8,267.5,60.8
1079,2001,0.0,0.0,0.0
1079,2002,0.0,11.6,0.0
1079,2003,0.0,0.0,0.0
1079,2004,0.0,0.0,0.0
1079,2005,0.0,0.0,0.0
1079,2006,150.3,154.9,0.0
1079,2007,458.9,484.2,100.0
1079,2008,180.9,155.9,22.1
1079,2009,0.0,0.0,0.0
1079,2010,16.8,17.1,0.0
1079,2011,12.2,31.0,0.0
1079,2012,194.8,116.4,29.4
1079,2013,0.0,0.0,0.0
1079,2014,0.0,6.4,0.0
1079,2015,60.1,44.9,0.0
1081,2000,499.5,461.4,100.0
1081,2001,0.0,9.0,0.0
1081,2002,265.0,275.6,65.0
1081,2003,0.0,0.0,0.0
1081,2004,0.0,49.9,0.0
1081,2005,0.0,0.0,0.0
1081,2006,272.4,271.1,72.4
1081,2007,340.0,407.4,100.0
1081,2008,300.0,280.4,100.0
1081,2009,0.0,0.0,0.0
1081,2010,115.4,101.9,0.0
1081,2011,348.6,347.5,100.0
1081,2012,400.0,398.5,100.0
1081,2013,0.0,0.0,0.0
1081,2014,19.2,24.7,0.0
1081,2015,8.9,23.7,0.0
1083,2000,275.5,287.7,58.2
1083,2001,0.0,0.0,0.0
1083,2002,0.3,29.0,0.0
1083,2003,0.0,0.0,0.0
1083,2004,0.0,0.0,0.0
1083,2005,0.0,0.0,0.0
1083,2006,125.1,145.7,0.0
1083,2007,451.4,479.2,100.0
1083,2008,220.6,188.2,35.3
1083,2009,0.0,3.2,0.0
1083,2010,56.9,37.7,0.0
1083,2011,0.0,20.7,0.0
1083,2012,234.8,128.8,51.5
1083,2013,0.0,0.0,0.0
1083,2014,0.0,1.2,0.0
1083,2015,0.0,9.3,0.0
1085,2000,436.5,429.5,100.0
1085,2001,0.0,0.0,0.0
1085,2002,195.1,170.2,0.0
1085,2003,0.0,0.0,0.0
1085,2004,0.0,21.4,0.0
1085,2005,0.0,0.0,0.0
1085,2006,283.1,243.5,50.0
1085,2007,310.0,371.5,85.8
1085,2008,200.0,190.7,0.0
1085,2009,0.0,0.0,0.0
1085,2010,32.4,45.0,0.0
1085,2011,224.8,234.6,24.8
1085,2012,216.1,170.9,16.1
1085,2013,13.0,34.2,0.0
1085,2014,0.0,4.2,0.0
1085,2015,0.0,0.0,0.0
1087,2000,492.3,459.2,100.0
1087,2001,0.0,2.2,0.0
1087,2002,245.9,264.3,45.9
1087,2003,0.0,0.0,0.0
1087,2004,0.0,27.2,0.0
1087,2005,0.0,0.0,0.0
1087,2006,269.5,267.2,69.5
1087,2007,340.0,394.1,100.0
1087,2008,243.9,258.7,43.9
1087,2009,0.0,0.0,0.0
1087,2010,106.6,83.2,0.0
1087,2011,319.6,330.4,92.5
1087,2012,400.0,383.7,100.0
1087,2013,1.7,1.5,0.0
1087,2014,10.6,5.9,0.0
1087,2015,0.0,1.9,0.0
1089,2000,311.8,314.2,72.5
1089,2001,0.0,0.0,0.0
1089,2002,40.1,49.3,0.0
1089,2003,0.0,0.0,0.0
1089,2004,0.0,0.0,0.0
1089,2005,0.0,0.0,0.0
1089,2006,144.4,146.4,0.0
1089,2007,487.6,494.0,100.0
1089,2008,278.7,258.3,78.7
1089,2009,0.0,3.9,0.0
1089,2010,81.0,47.1,0.0
1089,2011,0.0,13.5,0.0
1089,2012,192.2,108.2,27.9
1089,2013,0.0,0.0,0.0
1089,2014,0.0,11.5,0.0
1089,2015,0.0,13.8,0.0
1091,2000,364.5,372.7,89.8
1091,2001,0.0,0.0,0.0
1091,2002,135.9,113.6,0.0
1091,2003,0.0,0.0,0.0
1091,2004,0.0,13.0,0.0
1091,2005,0.0,0.0,0.0
1091,2006,278.3,229.3,50.0
1091,2007,301.4,373.4,81.1
1091,2008,170.9,150.0,0.0
1091,2009,67.6,22.5,0.0
1091,2010,0.0,0.0,0.0
1091,2011,133.2,108.9,0.0
1091,2012,152.6,82.7,0.0
1091,2013,0.0,0.8,0.0
1091,2014,0.0,6.6,0.0
1091,2015,0.0,0.4,0.0
1093,2000,214.1,246.9,38.8
1093,2001,0.0,0.0,0.0
1093,2002,0.0,3.2,0.0
1093,2003,0.0,0.0,0.0
1093,2004,0.0,0.0,0.0
1093,2005,0.0,3.0,0.0
1093,2006,195.9,169.4,8.3
1093,2007,414.5,456.4,100.0
1093,2008,144.9,118.4,4.9
1093,2009,25.0,7.7,0.0
1093,2010,0.0,1.5,0.0
1093,2011,49.9,44.3,0.0
1093,2012,114.4,75.6,0.0
1093,2013,0.0,0.0,0.0
1093,2014,0.0,2.3,0.0
1093,2015,35.3,39.4,0.0
1095,2000,325.9,351.7,75.9
1095,2001,0.0,0.0,0.0
1095,2002,81.5,74.1,0.0
1095,2003,0.0,0.0,0.0
1095,2004,0.0,0.0,0.0
1095,2005,0.0,0.0,0.0
1095,2006,170.0,168.6,0.0
1095,2007,500.0,500.0,100.0
1095,2008,300.0,315.3,100.0
1095,2009,0.0,0.0,0.0
1095,2010,28.6,31.8,0.0
1095,2011,15.5,25.5,0.0
1095,2012,99.3,56.4,0.0
1095,2013,0.0,0.0,0.0
1095,2014,0.0,23.7,0.0
1095,2015,44.1,43.9,0.0
1097,2000,444.0,441.2,100.0
1097,2001,0.0,14.1,0.0
1097,2002,207.5,151.7,27.5
1097,2003,0.0,0.0,0.0
1097,2004,0.0,0.4,0.0
1097,2005,0.0,0.0,0.0
1097,2006,379.3,346.9,100.0
1097,2007,120.0,144.6,0.0
