stco,state,year,corn,gdd,edd,ppt,whc,om,spH,clay,slope,dsci_jul,soil_jul,pr_jul,tmmx_jul
17157,17,1993,105.0,119.1,31.1,895.771,33.7757,111.9351,6.258,27.7524,53.5032,,971.527,132.259,330.552
17159,17,1993,117.0,123.5,24.8,863.659,29.498,86.6964,5.5447,27.1262,63.4038,,683.43,132.836,323.255
17161,17,1993,117.0,132.4,5.6,981.3774,30.4538,181.2022,6.3744,24.1738,72.1028,,1066.566,221.351,279.387
17163,17,1993,124.0,121.0,28.3,892.9354,35.336,134.6724,6.3636,28.1494,60.0615,,969.642,146.354,322.354
17165,17,1993,117.0,120.9,30.5,829.8905,25.6709,105.5438,5.6912,26.6021,45.0881,,913.623,110.483,332.445
17167,17,1993,156.0,128.3,16.7,942.3887,29.8471,220.2724,6.6061,29.5284,164.8166,,1309.156,197.944,304.901
17169,17,1993,135.0,128.0,15.5,1026.8913,31.6807,137.9796,6.3287,28.7368,125.3764,,1332.843,249.665,297.632
17171,17,1993,141.0,126.1,17.8,1052.001,31.3049,161.1097,6.4643,27.5742,107.8568,,1371.274,210.86,302.692
17173,17,1993,154.0,125.3,21.2,868.4995,27.0169,159.3038,6.2615,28.538,108.2059,,865.869,169.354,314.171
17175,17,1993,140.0,131.3,6.7,872.1909,29.4444,195.1762,6.5117,27.6063,121.1334,,1139.429,173.845,284.579
17177,17,1993,102.0,128.3,4.2,929.0376,27.5705,187.3299,6.18,28.1731,81.5634,,788.333,129.197,269.709
17179,17,1993,142.0,129.9,13.0,1078.1048,28.1084,235.6052,6.556,25.2096,132.88,,1276.743,201.0,293.969
17181,17,1993,111.0,121.2,32.4,902.7494,32.1046,110.8032,6.0593,23.9589,39.2512,,904.996,78.102,332.519
17183,17,1993,136.0,128.2,14.8,942.3068,22.895,220.9929,6.9922,30.7312,68.3723,,938.87,169.246,296.808
17185,17,1993,128.0,119.7,30.3,797.7336,28.4216,129.3808,6.0415,24.7063,60.5276,,554.57,115.32,328.678
17187,17,1993,127.0,132.1,7.8,1038.8977,30.2061,195.7286,6.2478,28.3763,140.5053,,1262.719,260.719,287.299
17189,17,1993,125.0,122.1,26.8,887.3156,31.9946,101.3129,6.1981,27.7614,56.1512,,861.041,138.504,324.98
17191,17,1993,120.0,121.1,27.9,891.1565,27.1469,87.2115,5.4419,27.0888,68.0397,,659.885,130.608,326.67
17193,17,1993,129.0,120.2,30.2,789.8669,29.7336,125.0959,5.9764,24.6748,56.0094,,639.275,115.061,331.333
17195,17,1993,111.0,129.8,7.1,885.8943,27.2737,270.0164,6.5012,19.7869,63.4623,,926.983,138.593,277.935
17197,17,1993,124.0,130.3,8.6,989.2195,20.184,227.692,7.2654,30.6517,49.2558,,401.616,108.977,285.204
17199,17,1993,99.0,122.3,27.6,893.6273,26.8986,79.4096,5.3164,25.8178,34.5381,,955.162,104.118,329.785
17201,17,1993,103.0,127.9,5.1,849.683,25.6513,221.9438,6.4934,24.5811,81.9465,,715.824,119.66,274.492
17203,17,1993,134.0,129.2,12.6,963.6589,27.956,244.2346,6.9153,30.4115,105.4562,,1154.546,178.839,290.209
18001,18,1993,114.0,128.1,12.3,735.0588,21.1954,286.0348,7.3167,36.3477,55.7754,,164.248,108.956,293.94
18003,18,1993,116.0,129.1,10.8,663.0135,21.7129,434.5992,7.1959,35.252,59.4635,,186.758,89.777,291.583
18005,18,1993,137.2,130.8,15.3,781.3859,24.9275,166.0797,6.7018,21.4692,54.8054,,377.336,89.427,306.672
18007,18,1993,131.5,130.7,10.6,978.5495,21.8033,271.3241,7.0401,23.8512,89.4174,,735.541,139.276,291.872
18009,18,1993,132.4,130.8,10.6,715.1333,15.4654,281.597,7.3826,35.9514,63.7602,,340.645,125.804,290.502
18011,18,1993,142.6,130.5,11.9,821.5146,24.2568,200.9238,7.2308,22.5606,57.8035,,604.034,137.228,298.798
18013,18,1993,133.0,130.4,15.6,977.3046,24.9812,117.3459,5.3318,20.9695,31.7799,,560.524,97.641,304.957
18015,18,1993,142.5,130.8,10.5,797.2674,25.5868,260.422,6.6869,23.013,59.6891,,471.384,133.381,294.203
18017,18,1993,139.9,131.7,8.3,833.1155,23.3352,430.2621,6.8297,20.407,54.7451,,440.968,131.926,291.005
18019,18,1993,124.6,126.1,23.8,695.2122,25.7708,96.6129,5.2241,29.6919,58.5436,,539.78,90.31,319.87
18021,18,1993,134.1,128.6,17.0,887.4986,26.6456,122.9392,5.9092,24.062,58.6693,,819.78,119.473,308.841
18023,18,1993,141.8,131.7,9.4,816.6216,23.8214,235.4829,6.8961,23.7262,44.336,,476.146,132.285,295.897
18025,18,1993,115.7,123.7,24.6,751.3545,22.0534,82.7107,5.1516,26.6042,43.1459,,800.149,106.127,317.644
18027,18,1993,132.8,124.3,24.0,872.5548,26.0238,141.6436,5.9436,20.7941,65.9466,,943.599,120.679,319.615
18029,18,1993,118.8,130.7,14.7,617.4326,21.7272,101.5245,5.8664,32.3189,56.8007,,469.367,84.108,310.537
18031,18,1993,144.3,131.6,14.2,802.3037,25.2265,152.1453,6.4865,22.6879,56.2641,,513.863,95.052,303.142
18033,18,1993,118.6,129.1,10.1,634.5574,18.1362,570.73,7.2406,31.9925,59.2217,,221.834,78.689,287.616
18035,18,1993,132.8,130.8,10.8,751.4628,24.1202,289.2216,7.2919,29.3627,58.5043,,387.32,126.499,291.285
18037,18,1993,126.9,123.9,25.2,811.8535,22.0335,87.457,5.134,23.984,51.9784,,949.284,119.145,321.343
18039,18,1993,118.2,130.8,7.5,765.1848,21.5314,385.7699,6.903,14.0376,66.9291,,301.202,80.315,285.027
18041,18,1993,132.4,132.9,11.0,753.0864,23.1535,142.2815,6.7702,22.2919,66.716,,605.959,112.135,302.525
18043,18,1993,129.1,126.1,23.4,680.16,23.9879,98.4471,5.4865,39.4068,58.7487,,500.382,93.544,318.304
18045,18,1993,138.8,129.4,13.4,959.2595,27.6229,197.5677,6.8249,21.6894,56.2159,,672.929,140.088,300.826
18047,18,1993,127.4,131.7,13.8,685.2236,23.6082,130.9579,6.4296,22.1635,47.5129,,513.024,98.853,306.652
18049,18,1993,119.0,131.9,7.4,817.565,23.8001,1098.7121,6.883,13.7316,59.7882,,474.738,115.422,288.382
18051,18,1993,140.0,119.9,31.0,786.0113,29.2962,131.0087,6.1939,20.9334,65.6699,,601.982,107.712,328.576
18053,18,1993,143.8,130.3,10.9,764.0644,23.1807,332.7331,7.2392,35.5611,55.2726,,436.885,142.088,292.01
18055,18,1993,134.6,127.4,19.0,929.6217,25.8841,155.9367,5.7825,24.4111,65.5263,,965.819,110.921,312.316
18057,18,1993,141.6,131.4,10.7,793.3344,21.0705,203.7387,7.347,22.1464,58.4531,,547.927,139.852,296.867
18059,18,1993,151.3,132.2,11.3,832.5378,20.2142,196.4059,7.212,22.9553,64.218,,659.447,133.309,297.171
18061,18,1993,120.4,125.1,24.6,623.9685,23.8073,98.7016,5.6541,45.6565,52.5412,,557.31,94.82,318.673
18063,18,1993,147.6,130.8,12.6,846.6995,21.952,190.8833,7.2465,21.7148,57.677,,611.323,135.95,301.498
18065,18,1993,138.3,133.8,7.1,820.7061,19.5337,202.772,7.2362,23.6227,56.9444,,596.836,124.569,294.077
18067,18,1993,143.9,130.8,9.9,784.1294,20.8715,253.9462,7.1309,26.9384,60.0976,,408.427,139.026,292.173
18069,18,1993,132.0,128.6,12.3,732.1167,17.615,214.9322,7.2849,33.6017,61.2793,,257.784,117.736,292.456
18071,18,1993,127.5,129.3,16.2,808.695,27.2307,124.4681,5.8057,22.0909,54.9391,,509.528,87.716,313.032
18073,18,1993,121.1,132.5,8.4,984.3648,19.9483,516.1381,6.8454,12.6202,65.2043,,572.075,118.39,289.03
18075,18,1993,119.0,129.6,11.5,723.8393,14.5607,190.9171,7.378,35.3508,61.7286,,255.038,126.414,292.273
18077,18,1993,117.0,131.2,15.1,715.9998,26.958,98.4536,5.1114,24.7031,67.6954,,561.883,80.992,313.213
18079,18,1993,131.4,131.3,15.1,765.7411,27.8408,98.1731,5.2196,23.5434,67.99,,467.033,84.121,310.412
18081,18,1993,145.6,131.9,13.6,856.9731,20.5989,176.7453,7.2437,21.4174,57.2007,,435.495,115.914,302.01
18083,18,1993,141.0,123.1,25.3,844.3109,28.8558,156.6927,6.2816,20.233,67.9427,,676.784,120.105,322.458
18085,18,1993,115.2,132.1,7.9,741.7597,22.6048,766.0751,6.9061,16.1049,64.379,,340.346,103.568,285.209
18087,18,1993,111.2,130.0,7.4,732.2385,19.8024,648.2669,6.8289,12.2836,70.7387,,270.913,73.86,283.94
18089,18,1993,118.5,130.4,7.9,1016.468,19.6663,585.256,6.9587,25.0269,70.6089,,553.643,97.563,283.48
18091,18,1993,118.0,132.3,6.5,914.9882,22.2591,757.8184,6.2414,10.7101,78.9795,,574.9,91.606,279.024
18093,18,1993,117.0,127.2,19.4,873.1986,26.1239,105.9798,5.6328,38.4622,45.216,,888.52,98.857,312.361
18095,18,1993,146.6,131.3,10.6,792.5343,19.9734,262.2091,7.2999,24.668,63.0451,,548.081,140.941,293.728
18097,18,1993,148.5,133.0,12.5,807.1952,20.5038,177.0174,7.3312,21.4926,55.5133,,586.99,137.648,300.34
18099,18,1993,119.7,131.5,8.0,813.0049,27.1213,897.7594,6.8287,14.0701,65.6093,,427.512,101.654,285.854
18101,18,1993,135.7,125.5,22.0,861.9242,27.3758,114.6912,5.762,22.7729,57.3667,,1001.055,114.509,315.502
18103,18,1993,137.8,131.2,8.7,788.9664,20.7199,429.8329,7.203,28.9606,57.497,,360.888,133.739,289.791
18105,18,1993,137.9,129.2,16.6,1048.2117,25.2219,106.1011,5.4524,34.5493,43.9996,,804.606,101.792,306.996
18107,18,1993,142.6,129.5,12.4,879.3079,26.1343,199.9921,6.77,22.6711,59.4034,,622.94,135.012,301.459
18109,18,1993,141.6,130.7,14.0,951.4409,25.8565,173.5418,6.7576,22.1073,55.6787,,474.222,119.25,304.264
18111,18,1993,121.7,130.8,10.3,1004.6285,19.2568,333.8385,6.9131,14.7226,64.8542,,697.359,127.613,289.837
18113,18,1993,116.3,131.1,8.1,716.8467,21.1684,857.6021,7.0361,24.6931,63.0329,,244.607,84.347,284.257
18115,18,1993,115.0,130.0,17.1,574.6446,22.1662,120.7954,6.1863,33.9582,56.219,,498.695,79.055,314.477
18117,18,1993,128.5,125.0,22.3,801.6339,26.2016,108.5947,5.4747,37.0064,47.532,,824.944,104.03,315.785
18119,18,1993,134.7,130.2,14.4,942.6536,27.8312,106.5368,5.6213,24.3037,44.1564,,812.28,113.427,308.05
18121,18,1993,133.9,127.0,17.7,942.3651,30.4058,171.0597,6.6782,21.8294,55.716,,756.027,141.756,305.978
18123,18,1993,120.3,123.0,27.6,743.4097,24.6386,102.0568,5.4256,26.7158,52.7367,,924.615,116.458,322.243
18125,18,1993,137.4,122.4,27.4,832.9087,25.7597,144.7417,5.7187,22.2041,53.5795,,789.387,113.75,325.067
18127,18,1993,117.7,130.2,7.4,973.6398,21.3488,407.6119,6.532,19.3819,58.4477,,598.136,94.108,281.096
18129,18,1993,136.0,120.1,31.3,736.0958,32.0825,120.8511,6.2237,22.0149,65.86,,661.641,109.894,332.092
18131,18,1993,119.0,132.0,7.5,956.115,21.339,548.753,6.715,10.4959,65.3575,,536.846,116.435,289.765
18133,18,1993,135.7,129.6,14.1,886.2269,26.9447,150.3111,6.6606,22.0912,48.9492,,722.646,133.089,304.648
18135,18,1993,123.9,131.0,10.3,726.6276,19.8224,258.3288,7.3782,29.2846,69.4763,,401.771,130.538,291.277
18137,18,1993,126.2,131.8,13.3,701.3855,27.4071,96.5048,5.069,22.9838,74.0829,,548.521,86.521,306.971
18139,18,1993,151.2,134.1,10.7,795.3777,22.2573,179.3712,7.078,23.6613,65.1819,,642.093,114.547,299.567
18141,18,1993,116.8,131.3,7.1,816.2107,26.1832,1098.5431,6.7979,14.1178,67.7424,,481.479,89.035,281.913
18143,18,1993,126.4,127.1,20.5,748.8563,26.7588,97.2126,5.1714,24.1161,63.9297,,481.581,82.602,317.304
18145,18,1993,146.9,132.1,13.8,793.8659,19.7629,175.8794,7.1798,22.0431,57.445,,469.275,112.499,301.838
18147,18,1993,115.6,120.8,31.1,757.4367,27.4285,119.6597,5.6113,24.7288,64.8172,,910.356,110.413,327.779
18149,18,1993,117.0,132.3,6.8,949.0664,17.2286,1176.622,6.4317,5.25,68.538,,502.895,103.327,286.65
18151,18,1993,116.0,129.1,7.2,656.5357,19.083,752.089,7.0563,23.0736,61.3002,,248.095,73.819,283.951
18153,18,1993,140.3,124.8,23.0,826.6177,26.1722,131.7212,6.4556,21.048,45.8068,,694.733,115.037,315.601
18155,18,1993,118.4,129.5,18.4,638.4257,22.5753,101.6902,5.7512,31.6938,68.051,,579.212,77.553,315.517
18157,18,1993,137.0,130.5,11.5,862.9482,25.6625,260.4921,6.6845,22.5288,55.0566,,491.971,127.409,296.695
18159,18,1993,145.7,131.4,9.4,784.489,24.5344,252.8087,7.0146,29.8727,59.4993,,463.617,140.723,294.223
18161,18,1993,132.4,131.1,12.6,733.8336,21.401,145.5189,6.8169,22.6248,75.5835,,495.009,109.17,303.24
18163,18,1993,134.7,120.1,31.8,754.4705,30.2061,147.8569,5.8925,23.7292,70.6135,,684.753,102.319,331.062
18165,18,1993,135.5,127.2,17.2,908.53,27.1869,214.4755,6.8729,22.2918,59.9216,,777.978,149.588,304.525
18167,18,1993,141.7,126.2,20.3,866.8102,30.6695,157.8941,6.4529,20.0555,59.2647,,760.047,125.055,309.69
18169,18,1993,138.0,131.0,9.3,743.5813,21.1199,310.4028,7.1399,27.1867,67.5594,,321.623,127.71,290.515
18171,18,1993,139.6,130.4,11.7,983.967,23.5094,240.9328,6.7976,25.6675,80.1007,,738.619,143.812,296.023
18173,18,1993,117.1,120.4,31.7,768.0808,23.3029,171.638,6.0013,24.6889,65.5357,,786.394,103.459,328.944
18175,18,1993,117.9,126.1,21.3,743.0615,26.6405,106.0804,5.4929,37.9622,53.4703,,585.237,89.365,315.08
18177,18,1993,130.4,132.2,9.1,768.5843,18.0826,148.1751,7.1708,22.1675,68.076,,512.706,121.246,297.48
18179,18,1993,130.2,128.8,11.8,706.0813,18.5904,227.3197,7.1585,34.6588,67.5653,,232.004,116.794,292.311
18181,18,1993,130.5,131.6,9.5,908.2624,20.7729,315.1126,6.7643,14.4086,68.1669,,559.93,129.753,291.895
18183,18,1993,122.7,131.3,8.6,725.7323,18.5008,562.2724,7.1923,31.4425,58.4184,,234.679,100.286,287.257
19001,19,1993,76.8,131.0,7.8,1057.082,28.9185,259.5326,6.2151,33.7393,55.242,,1044.864,242.454,279.045
19003,19,1993,79.0,130.6,8.2,1087.9765,33.8116,228.8244,6.4604,34.3286,55.839,,1002.292,262.929,282.559
19005,19,1993,83.2,127.4,1.6,948.308,28.6594,125.8014,5.9931,28.5654,67.8751,,1420.251,149.592,254.853
19007,19,1993,64.5,132.9,8.3,1082.6505,28.766,153.5939,6.1327,37.1652,59.002,,1082.309,301.925,284.81
19009,19,1993,80.6,130.5,5.5,922.7362,34.6746,244.4001,6.4715,30.4678,48.0333,,1117.089,204.432,277.35
19011,19,1993,84.8,130.0,4.2,1225.169,33.1034,351.8273,6.3992,26.6749,61.1042,,888.97,255.157,272.139
19013,19,1993,73.6,128.6,3.0,1089.2507,31.5453,312.0931,6.5982,21.9909,63.749,,913.588,237.62,268.357
19015,19,1993,84.0,130.4,4.2,1145.9076,33.9329,345.3403,7.5067,21.8196,27.7202,,1010.907,210.643,274.653
19017,19,1993,79.7,126.7,2.4,958.7978,31.883,326.0068,6.8179,21.6729,69.6736,,885.185,219.998,262.602
19019,19,1993,76.6,128.6,2.2,1049.4285,29.8253,356.5841,6.6072,21.6645,64.4759,,970.869,224.859,265.877
19021,19,1993,80.3,128.0,3.1,864.5215,33.8662,382.6214,7.3896,26.2822,29.3619,,1261.625,185.547,267.11
19023,19,1993,73.9,127.5,3.0,957.3895,29.0802,345.6251,6.5094,21.8228,61.2735,,963.64,223.12,267.065
19025,19,1993,83.3,128.9,3.6,922.7915,34.77,457.3826,7.4425,25.2241,26.4049,,1122.436,190.531,272.047
19027,19,1993,70.5,129.7,4.4,943.2593,34.866,296.5685,6.9358,25.7265,38.7179,,1094.115,193.343,275.452
19029,19,1993,72.1,130.2,7.7,1094.6717,36.0671,248.9049,6.5153,30.7163,53.4501,,1100.882,220.705,281.053
19031,19,1993,91.3,131.9,3.7,1061.519,32.6448,248.3208,6.3347,27.1046,58.3251,,988.071,261.743,273.765
19033,19,1993,64.8,125.4,1.7,965.7818,30.7609,491.2462,6.9763,22.8825,50.3917,,993.819,195.116,261.438
19035,19,1993,87.5,126.7,4.0,739.7015,33.5502,318.3375,7.2261,28.5715,58.2566,,1407.266,172.181,268.799
19037,19,1993,71.0,125.6,2.0,971.3944,30.0333,377.2295,6.623,22.5866,63.4141,,874.624,191.015,257.62
19039,19,1993,43.0,132.3,7.0,1151.8622,28.3211,187.8281,6.2381,37.0304,59.5384,,1064.452,276.58,281.394
19041,19,1993,66.0,125.9,2.7,945.972,32.9234,317.7992,7.3824,25.8982,41.3215,,1219.702,183.083,265.587
19043,19,1993,89.9,128.5,1.7,926.1113,28.6224,131.8675,6.1496,25.8988,54.9663,,1268.538,184.657,262.522
19045,19,1993,100.7,130.9,4.3,984.2806,30.0561,231.5252,6.2143,24.6628,58.6916,,988.62,177.384,271.804
19047,19,1993,76.7,129.8,4.6,923.4957,37.3526,234.919,6.8887,26.2349,50.0418,,1276.945,169.215,272.092
19049,19,1993,95.4,131.0,5.5,1032.8264,33.555,293.7527,7.2585,22.1891,27.946,,1010.53,216.757,278.236
19051,19,1993,63.6,131.9,10.2,1105.6988,29.1741,142.2828,6.125,36.8456,57.9207,,1021.473,307.304,287.71
19053,19,1993,48.8,132.0,8.0,1179.5463,28.0742,160.9273,6.2408,35.4537,53.0819,,1042.904,282.629,283.411
19055,19,1993,77.3,128.6,2.1,1041.8325,28.7535,297.2444,6.4277,22.3466,61.4208,,1067.988,205.837,265.48
19057,19,1993,94.1,132.9,7.4,1087.0211,31.6401,226.2873,6.0518,31.8804,69.2287,,1182.038,268.868,284.505
19059,19,1993,55.6,124.2,2.0,1023.8973,34.2003,336.765,7.4207,24.4489,31.6838,,1186.661,182.148,262.253
19061,19,1993,84.8,129.8,2.0,1020.2692,29.1044,142.9313,6.2174,24.832,59.049,,984.802,171.758,264.856
19063,19,1993,53.4,124.4,2.6,1054.9728,33.5403,491.0868,7.4829,24.5298,30.6609,,1154.721,182.802,263.385
19065,19,1993,80.4,126.4,1.4,965.9049,30.0787,287.0957,6.4798,22.9273,63.6544,,1014.846,199.385,260.209
19067,19,1993,73.0,126.2,2.4,946.7009,29.2155,316.2962,6.6419,22.8334,64.2259,,929.818,193.251,262.026
19069,19,1993,65.7,126.4,2.4,1046.4907,32.4391,387.6235,7.0827,22.8491,39.8706,,1019.713,219.764,264.478
19071,19,1993,79.4,129.2,12.5,1168.4885,33.0953,265.5097,6.842,28.3027,61.2365,,1278.192,277.563,287.028
19073,19,1993,84.1,129.6,5.3,991.7059,33.9409,367.2901,7.4268,22.6755,27.4473,,1047.183,198.709,276.86
19075,19,1993,77.4,128.6,3.0,1074.6181,32.322,334.8719,6.4856,27.2924,53.4024,,984.063,238.673,269.068
19077,19,1993,81.6,129.7,6.9,1010.4639,31.2151,242.2864,6.5478,28.6239,44.1298,,1068.06,210.214,278.702
19079,19,1993,74.6,128.9,3.4,1217.2584,32.4124,469.8677,7.4974,27.0862,27.8535,,1022.97,221.209,269.324
19081,19,1993,74.9,125.9,1.8,940.4374,32.5753,574.5206,7.4559,24.5527,31.8006,,1078.077,196.371,263.031
19083,19,1993,77.1,128.1,3.3,1151.9167,33.0657,321.2557,7.1902,22.387,34.0969,,1030.778,228.597,268.756
19085,19,1993,98.6,128.9,8.3,830.8708,30.1512,215.3652,7.3204,27.9279,54.6897,,1354.838,186.277,280.222
19087,19,1993,80.1,133.3,7.8,1168.5175,31.3703,181.9277,5.9985,33.3732,65.83,,1044.934,304.256,283.795
19089,19,1993,63.1,124.0,1.5,979.297,29.0919,316.8906,6.5402,23.0012,75.1705,,941.314,168.585,254.121
19091,19,1993,75.0,127.7,2.3,977.828,34.2645,385.1206,7.5166,24.6294,27.2514,,1119.291,197.956,268.559
19093,19,1993,86.4,128.0,4.5,740.0506,33.3011,270.4949,7.0266,28.2636,67.8655,,1421.686,166.603,270.356
19095,19,1993,79.3,130.6,6.6,1223.94,32.6186,240.4657,6.1903,29.692,55.8177,,897.642,309.761,276.948
19097,19,1993,88.4,129.7,3.4,982.0081,28.85,125.222,6.2042,25.907,49.0462,,936.135,158.378,269.897
19099,19,1993,96.4,131.3,5.5,1161.0975,30.597,246.663,6.3232,30.2951,58.9358,,1089.938,263.443,275.2
19101,19,1993,70.0,131.8,9.5,1111.0056,30.5658,153.9081,5.9778,35.3307,62.2629,,996.658,319.439,285.538
19103,19,1993,78.6,131.7,5.9,1250.5627,30.1485,242.1611,6.1303,27.6505,62.3298,,957.193,297.398,277.913
19105,19,1993,85.2,130.2,3.2,1132.903,30.3023,238.14,6.3602,24.2175,54.3412,,973.782,207.732,271.483
19107,19,1993,78.9,131.5,7.4,1149.9523,34.1757,200.4844,6.0187,32.1044,61.8437,,952.408,320.466,279.795
19109,19,1993,74.8,126.5,2.4,965.1444,33.2138,480.4145,7.5025,25.2831,27.6916,,1149.692,192.595,264.818
19111,19,1993,76.9,131.5,10.7,1085.0337,29.6019,146.1741,6.0312,33.1342,58.4282,,1097.199,291.268,287.648
19113,19,1993,81.9,130.3,3.8,1229.764,29.2391,273.9062,6.3898,22.1392,70.1493,,949.198,251.755,273.16
19115,19,1993,90.6,132.4,7.4,1149.4801,28.2228,214.8359,6.108,27.8773,63.9924,,1093.57,279.011,283.418
19117,19,1993,52.9,132.5,7.0,1096.4819,28.6149,156.6349,6.1703,36.4519,57.2254,,1123.662,293.472,282.622
19119,19,1993,85.9,124.5,4.0,817.576,34.7017,293.5738,7.3799,27.6848,55.5222,,1353.949,180.652,265.45
19121,19,1993,74.3,132.1,6.1,1083.2472,29.7698,247.1159,6.2004,33.0266,61.2665,,1018.018,244.77,279.878
19123,19,1993,84.1,131.2,7.8,1085.4203,33.2986,249.8197,6.0486,32.456,60.056,,1042.984,300.487,280.134
19125,19,1993,81.2,131.5,7.7,1087.5383,30.4099,190.6661,6.0796,33.7446,56.9487,,1128.9,288.575,281.894
19127,19,1993,85.7,130.8,4.0,1213.2772,30.537,269.751,6.3861,29.8938,51.6879,,1036.992,249.72,271.717
19129,19,1993,75.0,128.8,11.9,1155.0543,34.1155,250.8562,6.8802,27.4157,58.889,,1271.883,242.341,282.809
19131,19,1993,68.0,125.0,1.7,963.9383,30.0305,280.5168,6.5084,24.3808,61.842,,883.889,171.245,256.968
19133,19,1993,90.5,129.5,7.1,875.592,27.6067,210.7407,7.4113,32.5715,55.8382,,1424.22,164.378,278.573
19135,19,1993,61.5,132.7,7.5,983.0662,29.2738,159.99,5.9916,35.8492,55.6072,,1103.405,309.625,282.808
19137,19,1993,74.6,129.6,9.9,1197.1466,34.7144,263.7981,6.4628,30.4775,51.3592,,1100.261,253.365,284.858
19139,19,1993,80.0,132.5,6.0,1133.381,28.3628,242.9327,6.2209,24.031,59.3079,,1033.187,267.75,279.459
19141,19,1993,75.6,125.6,3.1,848.5708,35.0643,416.2198,7.3142,29.2629,78.3952,,1299.089,177.287,265.131
19143,19,1993,71.2,123.5,2.3,957.469,34.0868,333.4981,7.3625,26.7861,66.4647,,1229.23,176.09,260.948
19145,19,1993,76.7,130.5,10.2,1160.3795,32.4473,324.3278,6.3219,32.1275,61.5495,,1080.569,285.834,286.454
19147,19,1993,71.9,125.9,3.0,974.5904,33.0767,402.7869,7.4711,24.0988,27.5437,,1167.536,185.792,266.775
19149,19,1993,96.7,127.1,5.0,625.2209,32.8562,226.345,7.3368,28.1142,59.5989,,1554.756,165.273,270.12
19151,19,1993,74.6,126.8,4.2,902.3746,34.2305,439.292,7.5022,24.9686,26.2237,,1159.905,187.834,269.395
19153,19,1993,94.7,131.5,5.4,1182.88,32.9334,311.3178,7.1483,22.1701,28.6863,,1090.546,244.258,277.676
19155,19,1993,81.1,129.2,8.8,1019.8844,34.2104,239.2093,6.9153,26.7605,54.4023,,1265.451,217.304,280.153
19157,19,1993,79.0,129.0,7.9,1180.3485,30.6959,227.8739,6.2235,32.5581,54.2812,,972.184,302.039,276.017
19159,19,1993,42.0,132.5,7.7,1197.6798,28.4109,186.4696,6.3028,35.5447,54.614,,1029.132,288.73,281.647
19161,19,1993,80.8,129.1,3.3,811.4151,34.6496,374.5085,7.2503,26.4078,46.3582,,1238.81,180.831,270.443
19163,19,1993,106.0,132.4,4.6,945.0271,29.92,267.8541,6.2147,28.0134,56.5709,,1027.815,215.712,274.767
19165,19,1993,85.0,130.4,5.7,886.4528,36.3206,237.0775,6.7848,27.4636,51.4292,,1232.33,191.756,276.472
19167,19,1993,103.1,126.3,4.4,730.595,32.606,296.8468,7.2377,28.7941,78.4615,,1473.925,176.256,267.029
19169,19,1993,78.0,130.8,3.2,1250.5375,34.1825,344.0309,7.4285,21.5905,27.2499,,1047.742,241.14,271.036
19171,19,1993,81.4,129.0,4.7,1240.5314,30.7912,255.7987,6.2968,29.0089,56.9969,,925.453,263.539,272.74
19173,19,1993,61.6,131.3,8.9,1198.577,28.3678,226.854,6.1909,35.6004,57.3081,,1010.463,290.087,284.551
19175,19,1993,53.3,131.8,7.4,1118.5596,29.4101,252.5935,6.2555,35.73,56.9422,,1006.548,276.106,279.237
19177,19,1993,56.7,130.7,12.1,1102.1638,30.7249,122.4563,5.9581,36.3683,53.3858,,1011.905,314.266,289.407
19179,19,1993,75.1,132.2,8.6,1049.0151,31.1333,173.9879,6.0594,34.4232,63.9622,,1024.904,318.283,283.863
19181,19,1993,71.6,132.3,6.7,1126.667,28.8326,249.5704,6.1597,35.5318,54.0981,,1117.09,264.449,281.662
19183,19,1993,80.6,132.2,7.6,1127.3956,31.5389,204.7747,6.0272,32.6071,63.8747,,971.248,311.676,280.348
19185,19,1993,41.4,133.0,7.2,1124.4533,30.0356,177.2794,6.3189,37.921,58.1783,,1068.551,293.937,283.014
19187,19,1993,83.0,129.1,3.5,1059.9657,33.6122,374.9062,7.4407,26.6706,26.0849,,1050.828,207.347,270.862
19189,19,1993,67.7,125.7,2.1,967.1213,34.0159,822.7051,7.3994,24.9044,35.95,,1042.83,194.455,260.409
19191,19,1993,84.8,125.8,1.6,1003.87,30.3344,175.433,6.4198,23.5455,66.6619,,1168.414,163.484,255.41
19193,19,1993,91.0,128.2,5.8,718.5067,34.77,224.455,7.3711,27.5424,60.3124,,1518.914,159.825,273.898
19195,19,1993,63.1,124.7,1.5,1003.7782,32.0636,507.9686,6.94,23.0473,49.6179,,932.277,176.416,259.028
19197,19,1993,73.9,126.7,2.4,1076.2669,32.1214,447.6067,7.4889,26.1412,27.8394,,1053.657,206.452,264.964
20001,20,1993,67.0,123.1,28.2,948.6655,21.7143,220.22,6.6041,40.9906,75.7542,,629.413,173.529,317.964
20003,20,1993,66.1,123.3,26.5,958.154,20.6799,211.0728,6.4927,41.5147,76.1493,,807.861,202.968,312.592
20005,20,1993,56.8,124.5,22.3,1021.9838,30.0475,172.2434,6.8574,35.2589,51.4659,,1209.712,287.761,305.761
20007,20,1993,128.3,114.9,39.4,620.6518,25.1337,130.0514,7.3799,23.1088,84.0429,,156.099,116.6,347.53
20009,20,1993,130.0,118.3,29.6,735.2004,34.7526,154.9586,7.4448,26.5827,63.2598,,272.122,218.008,323.76
20011,20,1993,49.1,120.7,30.3,988.4546,20.4165,213.8898,6.6177,41.5956,70.7737,,862.326,174.856,320.068
