stco,year,corn,soybean,cotton,wheat
1001,1981,17.3,19.2,494,43.1
1003,1981,101.4,25.7,768,44.7
1005,1981,37.9,20.9,561,35.9
1007,1981,NA,24.3,540,42.3
1009,1981,53.8,25.1,496,38
1011,1981,22.1,20.9,356,33.9
1013,1981,50.5,23.1,361,43.9
1015,1981,46.6,23.1,515,33.5
1017,1981,NA,19.2,546,39
1019,1981,65.5,28.6,544,44.5
1021,1981,31.8,20.1,311,40
1023,1981,45.9,21.6,399,NA
1025,1981,53.3,26.1,NA,NA
1027,1981,22.4,NA,NA,NA
1029,1981,35.7,26.9,NA,32.6
1031,1981,39.9,25.7,370,33.8
1033,1981,54.4,23.9,697,44.1
1035,1981,61.3,22.7,474,42
1037,1981,NA,NA,NA,NA
1039,1981,46.4,24.3,436,35.9
1041,1981,54.4,20.7,371,41.9
1043,1981,38.8,26.4,411,37.1
1045,1981,33.9,20.6,313,37.8
1047,1981,26,22.8,499,49.1
1049,1981,38.7,23.9,386,45.5
1051,1981,29.7,21.1,463,38
1053,1981,60.3,27.4,672,44.9
1055,1981,59.5,24.5,462,36.8
1057,1981,28.8,19.9,445,34.9
1059,1981,45.3,23.8,465,38.1
1061,1981,46.9,23.9,576,30.9
1063,1981,30,15.5,290,52.1
1065,1981,30.9,22.3,367,43
1067,1981,37.9,30.2,462,37.8
1069,1981,56.8,23.8,463,37.9
1071,1981,49.6,22.2,NA,43.5
1073,1981,NA,25,NA,NA
1075,1981,66.8,22,396,32.1
1077,1981,76.7,22.8,651,45.7
1079,1981,69.7,23,666,43.7
1081,1981,22.3,20.4,467,36
1083,1981,67.5,25.5,603,48.7
1085,1981,40.3,22.9,364,46.1
1087,1981,17.5,23.4,440,52.5
1089,1981,55.4,23.3,496,49.7
1091,1981,49,17.2,322,44
1093,1981,61.8,22.2,395,47.1
1095,1981,42.3,24.8,535,38.8
1097,1981,92.4,26.9,NA,33.8
1099,1981,75.1,26.5,553,45.9
1101,1981,42.2,20.3,601,49.1
1103,1981,33.3,23.2,527,41.8
1105,1981,41.2,17.8,264,49.1
1107,1981,55.2,15.8,275,40
1109,1981,48.9,28.2,570,39.8
1111,1981,52.3,22.5,NA,47
1113,1981,47.6,27.5,474,40.9
1115,1981,NA,21.6,NA,36.2
1117,1981,NA,20,590,43.2
1119,1981,53.2,19.8,343,42
1121,1981,54.5,21.6,395,50.6
1123,1981,25.3,22.7,401,54.7
1125,1981,34,19.7,570,48
1127,1981,40,21.7,NA,NA
1129,1981,64.3,23.8,267,38.8
1131,1981,63.5,25.3,480,44.1
1133,1981,34,20,400,33.2
4001,1981,65,NA,NA,NA
4003,1981,139.9,NA,682,85.6
4005,1981,70,NA,NA,65
4007,1981,NA,NA,NA,66
4009,1981,150,NA,954,89
4011,1981,106,NA,907,82
4012,1981,NA,NA,NA,NA
4013,1981,135,NA,1390,89.8
4015,1981,NA,NA,849,79.1
4017,1981,75,NA,NA,38
4019,1981,NA,NA,812,80.3
4021,1981,NA,NA,1372,78.7
4023,1981,86.4,NA,NA,68
4025,1981,100,NA,NA,40
4027,1981,NA,NA,1110,83.8
5001,1981,NA,30,NA,43
5003,1981,60,19,511,36
5005,1981,NA,NA,NA,NA
5007,1981,63,24,NA,34
5009,1981,60,NA,NA,NA
5011,1981,44,NA,292,39
5013,1981,48,17,290,35
5015,1981,NA,NA,NA,NA
5017,1981,63,19,498,42
5019,1981,NA,24,266,36
5021,1981,81,18,435,40
5023,1981,50,20,NA,38
5025,1981,45,23,252,37
5027,1981,NA,NA,262,35
5029,1981,60,24,NA,40
5031,1981,81,23,472,41
5033,1981,60,24,NA,43
5035,1981,70,20,521,42
5037,1981,72,24,528,42
5039,1981,NA,19,282,36
5041,1981,70,21,606,39
5043,1981,60,21,556,41
5045,1981,NA,17,NA,42
5047,1981,NA,22,NA,41
5049,1981,NA,NA,NA,NA
5051,1981,NA,NA,NA,NA
5053,1981,NA,NA,NA,NA
5055,1981,74,19,477,39
5057,1981,NA,23,416,35
5059,1981,60,22,NA,38
5061,1981,50,20,NA,36
5063,1981,60,24,NA,43
5065,1981,NA,NA,NA,NA
5067,1981,63,18,360,35
5069,1981,70,27,652,39
5071,1981,NA,20,NA,41
5073,1981,50,18,470,35
5075,1981,70,17,480,42
5077,1981,70,22,514,43
5079,1981,64,27,507,40
5081,1981,NA,18,480,39
5083,1981,NA,22,240,40
5085,1981,60,25,552,41
5087,1981,58,NA,NA,NA
5089,1981,50,NA,NA,NA
5091,1981,NA,19,655,40
5093,1981,74,25,468,44
5095,1981,NA,19,470,37
5097,1981,50,NA,NA,NA
5099,1981,47,22,NA,35
5101,1981,NA,NA,NA,NA
5103,1981,46,20,365,37
5105,1981,58,16,NA,41
5107,1981,64,22,547,39
5109,1981,NA,24,NA,35
5111,1981,81,24,482,43
5113,1981,NA,NA,NA,NA
5115,1981,48,18,NA,39
5117,1981,60,25,450,46
5119,1981,58,24,734,43
5121,1981,64,22,NA,44
5123,1981,70,21,509,44
5125,1981,NA,20,NA,38
5127,1981,48,15,NA,NA
5129,1981,NA,NA,NA,NA
5131,1981,NA,20,NA,41
5133,1981,NA,20,45,NA
5135,1981,NA,20,360,38
5137,1981,NA,22,NA,NA
5139,1981,NA,NA,NA,NA
5141,1981,NA,NA,NA,NA
5143,1981,60,23,240,34
5145,1981,60,16,360,36
5147,1981,75,21,441,44
5149,1981,48,20,NA,40
6001,1981,132,NA,NA,52.5
6003,1981,NA,NA,NA,NA
6005,1981,128,NA,NA,55.4
6007,1981,137.8,NA,NA,78
6009,1981,NA,NA,NA,NA
6011,1981,140,NA,NA,75
6013,1981,116.8,NA,NA,80
6015,1981,NA,NA,NA,NA
6017,1981,NA,NA,NA,NA
6019,1981,90,NA,1209,80
6021,1981,124,NA,NA,67
6023,1981,NA,NA,NA,NA
6025,1981,NA,NA,1125,90
6027,1981,NA,NA,NA,NA
6029,1981,100,NA,1150,84.6
6031,1981,107.6,NA,991,90.4
6033,1981,NA,NA,NA,50
6035,1981,105,NA,NA,55.8
6037,1981,NA,NA,NA,40
6039,1981,100,NA,962,77
6041,1981,NA,NA,NA,NA
6043,1981,NA,NA,NA,NA
6045,1981,NA,NA,NA,NA
6047,1981,125,NA,1063,77
6049,1981,55,NA,NA,60
6051,1981,NA,NA,NA,NA
6053,1981,140,NA,NA,34
6055,1981,NA,NA,NA,20
6057,1981,NA,NA,NA,NA
6059,1981,NA,NA,NA,NA
6061,1981,133,NA,NA,26
6063,1981,NA,NA,NA,NA
6065,1981,120,NA,1284,76
6067,1981,134,NA,NA,90.5
6069,1981,NA,NA,NA,50
6071,1981,NA,NA,NA,40
6073,1981,NA,NA,NA,33
6075,1981,NA,NA,NA,NA
6077,1981,139,NA,NA,95.4
6079,1981,NA,NA,NA,29
6081,1981,NA,NA,NA,NA
6083,1981,NA,NA,NA,36
6085,1981,NA,NA,NA,67
6087,1981,NA,NA,NA,NA
6089,1981,NA,NA,NA,38.8
6091,1981,NA,NA,NA,40
6093,1981,NA,NA,NA,80
6095,1981,138,NA,NA,86
6097,1981,NA,NA,NA,20
6099,1981,125,NA,NA,73
6101,1981,125,NA,NA,88.6
6103,1981,111,NA,NA,43
6105,1981,NA,NA,NA,NA
6107,1981,102,NA,973,81.3
6109,1981,NA,NA,NA,NA
6111,1981,NA,NA,NA,30
6113,1981,140,NA,NA,86.8
6115,1981,127.5,NA,NA,62
8001,1981,113.5,NA,NA,22.5
8003,1981,NA,NA,NA,72
8005,1981,NA,NA,NA,24.5
8007,1981,NA,NA,NA,10
8009,1981,95.5,NA,NA,18
8011,1981,98.5,NA,NA,23
8013,1981,117,NA,NA,35.5
8014,1981,NA,NA,NA,NA
8015,1981,NA,NA,NA,NA
8017,1981,123.5,NA,NA,21.5
8019,1981,NA,NA,NA,NA
8021,1981,NA,NA,NA,75
8023,1981,NA,NA,NA,79
8025,1981,84.5,NA,NA,14
8027,1981,NA,NA,NA,18
8029,1981,133.5,NA,NA,47.5
8031,1981,NA,NA,NA,NA
8033,1981,NA,NA,NA,17.5
8035,1981,NA,NA,NA,26
8037,1981,NA,NA,NA,NA
8039,1981,NA,NA,NA,26
8041,1981,68,NA,NA,16
8043,1981,NA,NA,NA,14.5
8045,1981,115,NA,NA,24
8047,1981,NA,NA,NA,NA
8049,1981,NA,NA,NA,32.5
8051,1981,NA,NA,NA,NA
8053,1981,NA,NA,NA,NA
8055,1981,NA,NA,NA,10
8057,1981,NA,NA,NA,NA
8059,1981,NA,NA,NA,24.5
8061,1981,NA,NA,NA,18.5
8063,1981,132,NA,NA,32
8065,1981,NA,NA,NA,NA
8067,1981,112.5,NA,NA,13.5
8069,1981,138.5,NA,NA,25
8071,1981,99,NA,NA,20
8073,1981,NA,NA,NA,29
8075,1981,123.5,NA,NA,32
8077,1981,125.5,NA,NA,51
8079,1981,NA,NA,NA,NA
8081,1981,NA,NA,NA,31.5
8083,1981,NA,NA,NA,17
8085,1981,113,NA,NA,40.5
8087,1981,143,NA,NA,34.5
8089,1981,110,NA,NA,46
8091,1981,NA,NA,NA,14
8093,1981,NA,NA,NA,NA
8095,1981,127.5,NA,NA,33
8097,1981,NA,NA,NA,NA
8099,1981,129,NA,NA,17.5
8101,1981,106,NA,NA,15.5
8103,1981,NA,NA,NA,34.5
8105,1981,NA,NA,NA,88.5
8107,1981,NA,NA,NA,36
8109,1981,NA,NA,NA,92
8111,1981,NA,NA,NA,NA
8113,1981,NA,NA,NA,18
8115,1981,129,NA,NA,32.5
8117,1981,NA,NA,NA,NA
8119,1981,NA,NA,NA,NA
8121,1981,144,NA,NA,33
8123,1981,135.5,NA,NA,28
8125,1981,145.5,NA,NA,35.5
9001,1981,NA,NA,NA,NA
9003,1981,NA,NA,NA,NA
9005,1981,NA,NA,NA,NA
9007,1981,NA,NA,NA,NA
9009,1981,NA,NA,NA,NA
9011,1981,NA,NA,NA,NA
9013,1981,NA,NA,NA,NA
9015,1981,NA,NA,NA,NA
10001,1981,90,26,NA,39.2
10003,1981,103,32,NA,39
10005,1981,67.2,26.6,NA,41
12001,1981,55,24,NA,NA
12003,1981,29,25,NA,NA
12005,1981,70,NA,NA,NA
12007,1981,60,20,NA,NA
12009,1981,NA,NA,NA,NA
12011,1981,NA,NA,NA,NA
12013,1981,70,24,NA,NA
12015,1981,NA,NA,NA,NA
12017,1981,NA,NA,NA,NA
12019,1981,NA,NA,NA,NA
12021,1981,NA,NA,NA,NA
12023,1981,35,25,NA,NA
12027,1981,NA,NA,NA,NA
12029,1981,35,NA,NA,NA
12031,1981,42,NA,NA,NA
12033,1981,98,30,NA,NA
12035,1981,NA,NA,NA,NA
12037,1981,NA,NA,NA,NA
12039,1981,90,21,NA,NA
12041,1981,26,27,NA,NA
12043,1981,NA,NA,NA,NA
12045,1981,NA,NA,NA,NA
12047,1981,30,21,NA,NA
12049,1981,NA,NA,NA,NA
12051,1981,NA,NA,NA,NA
12053,1981,NA,NA,NA,NA
12055,1981,NA,NA,NA,NA
12057,1981,NA,NA,NA,NA
12059,1981,55,20,NA,NA
12061,1981,NA,NA,NA,NA
12063,1981,86,23,NA,NA
12065,1981,60,25,NA,NA
12067,1981,46,21,NA,NA
12069,1981,85,26,NA,NA
12071,1981,NA,NA,NA,NA
12073,1981,62,28,NA,NA
12075,1981,75,20,NA,NA
12077,1981,72,21,NA,NA
12079,1981,35,25,NA,NA
12081,1981,NA,NA,NA,NA
12083,1981,46,27,NA,NA
12085,1981,NA,NA,NA,NA
12086,1981,NA,NA,NA,NA
12087,1981,NA,NA,NA,NA
12089,1981,50,NA,NA,NA
12091,1981,80,26,NA,NA
12093,1981,NA,NA,NA,NA
12095,1981,NA,NA,NA,NA
12097,1981,NA,NA,NA,NA
12099,1981,NA,NA,NA,NA
12101,1981,NA,20,NA,NA
12103,1981,NA,NA,NA,NA
12105,1981,NA,NA,NA,NA
12107,1981,80,NA,NA,NA
12109,1981,80,NA,NA,NA
12111,1981,NA,NA,NA,NA
12113,1981,75,26,710,NA
12115,1981,NA,NA,NA,NA
12117,1981,NA,NA,NA,NA
12119,1981,NA,NA,NA,NA
12121,1981,40,23,NA,NA
12123,1981,35,22,NA,NA
12125,1981,55,21,NA,NA
12127,1981,50,NA,NA,NA
12129,1981,60,NA,NA,NA
12131,1981,60,23,NA,NA
12133,1981,76,23,NA,NA
13001,1981,35.9,22.5,NA,42
13003,1981,46.7,22.2,NA,30
13005,1981,24.4,17.5,316,40
13007,1981,73,26.4,720,42
13009,1981,26.1,20.1,240,33
13011,1981,36.4,17.3,NA,33.9
13013,1981,20.6,14.3,NA,38.8
13015,1981,61.3,30,532,50.4
13017,1981,43.1,24.1,215,39.1
13019,1981,37.6,24.1,461,41.1
13021,1981,38.9,15.6,NA,30
13023,1981,43.4,12.1,393,46
13025,1981,39.4,25.5,NA,26
13027,1981,62.7,26.1,703,45.1
13029,1981,40.9,26.5,NA,43.9
13031,1981,53.5,23.4,290,42.9
13033,1981,54.5,16.1,426,43.9
13035,1981,12.8,13.6,156,41
13037,1981,59.6,23.4,593,46.1
13039,1981,47.7,NA,NA,NA
13043,1981,46.2,20.4,361,39.9
13045,1981,44.8,23.8,NA,47.2
13047,1981,60.8,24.6,NA,40
13049,1981,21.5,NA,NA,NA
13051,1981,40.8,20.5,NA,35.8
13053,1981,NA,NA,NA,NA
13055,1981,54.2,27.1,409,39.1
13057,1981,41.4,25.1,NA,50.6
13059,1981,61.3,16.3,NA,47.8
13061,1981,56.6,26.4,509,47.1
13063,1981,26.2,14.9,NA,38.3
13065,1981,43.2,29.8,NA,NA
13067,1981,NA,NA,NA,NA
13069,1981,44.2,22.2,273,33.1
13071,1981,43.1,22.2,583,37.1
13073,1981,22.1,19.5,NA,33.9
13075,1981,50.2,23.1,577,35.1
13077,1981,25.2,27.3,407,34.1
13079,1981,42.4,11.1,362,41.9
13081,1981,43.2,14.3,313,44.1
13083,1981,77.6,36.3,NA,45
13085,1981,88.3,32.5,NA,NA
13087,1981,60.6,28.4,NA,38.1
13089,1981,25.8,15.3,NA,NA
13091,1981,34.5,16.6,463,41.9
13093,1981,37.6,11.3,321,53.1
13095,1981,56.6,24.4,NA,43.1
13097,1981,37.3,NA,NA,NA
13099,1981,77,23.4,489,46.1
13101,1981,36.1,28.1,805,NA
13103,1981,32.9,20,NA,39.9
13105,1981,34.9,18.2,557,33.9
13107,1981,35.9,16.1,380,36
13109,1981,28.9,23.5,NA,39
13111,1981,80.2,NA,NA,NA
13113,1981,31.3,17.4,NA,30.1
13115,1981,72.7,30,517,35
13117,1981,56.5,19.2,NA,42.9
13119,1981,45.4,9.9,NA,31.9
13121,1981,43.5,18.2,NA,40.9
13123,1981,67.1,24.2,NA,NA
13125,1981,49.1,15.1,280,37.9
13127,1981,30.8,NA,NA,NA
13129,1981,77.7,28,NA,50.8
13131,1981,64,25.4,480,42.1
13133,1981,47.7,19.5,NA,36
13135,1981,35.9,15.7,NA,43.7
13137,1981,43.9,NA,NA,31.1
13139,1981,57.5,29,NA,35.2
13141,1981,26.1,19.6,NA,36
13143,1981,47.8,24.3,NA,53.2
13145,1981,34.7,22.3,NA,48.1
13147,1981,35,13.3,385,31.9
13149,1981,51.9,30.8,NA,40.2
13151,1981,17.2,12.4,316,48.2
13153,1981,48.3,12.1,260,44.9
13155,1981,34.6,20.2,476,38.1
13157,1981,32.8,19.2,500,40.7
13159,1981,17.2,15.1,372,35.9
13161,1981,48.2,24.1,NA,38.1
13163,1981,52.6,14.1,401,43.9
13165,1981,40.8,19,250,46.9
13167,1981,21.7,12.6,494,45.9
13169,1981,23.1,15.6,NA,40.9
13171,1981,21.7,16.4,751,32.1
13173,1981,46.1,29.1,225,30.5
13175,1981,34.5,14.1,384,45.9
13177,1981,50.1,17.4,267,41.1
13179,1981,39.4,21.2,NA,32.9
13181,1981,35,NA,NA,31.9
13183,1981,37.9,24.5,NA,39
13185,1981,43.1,23.1,610,37.1
13187,1981,66.7,NA,NA,NA
13189,1981,48.1,16.1,630,34.9
13191,1981,32.9,NA,NA,NA
13193,1981,56.9,11.4,331,51
13195,1981,31.5,12.3,NA,37.9
13197,1981,25.2,18.4,NA,35.1
13199,1981,47.8,19.4,297,42
13201,1981,77,29.4,493,36.1
13205,1981,71,25.4,483,43.1
13207,1981,NA,12.1,NA,45.9
13209,1981,23.2,17.1,576,41.9
13211,1981,31,19.6,335,44.9
13213,1981,79.8,25.1,NA,37.9
13215,1981,24.1,18.4,NA,45
13217,1981,32,15.6,292,40.9
13219,1981,47.4,16.2,426,46.7
13221,1981,33,10.4,550,33.9
13223,1981,NA,NA,NA,33.8
13225,1981,26.1,15.6,314,51.9
13227,1981,49.5,22.6,NA,30
13229,1981,43.3,19.5,NA,39.9
13231,1981,24.2,13.4,NA,35.1
13233,1981,58.4,29,544,44.6
13235,1981,35.5,11.6,337,42.9
13237,1981,41.9,11.6,NA,34
13239,1981,54.7,17.6,NA,39
13241,1981,56.6,NA,NA,NA
13243,1981,73.5,19.4,623,46.1
13245,1981,43.7,16.1,150,35.9
13247,1981,15.3,16.7,NA,31
13249,1981,40.8,15.4,426,55
13251,1981,56,20.5,475,40.9
13253,1981,91.3,26.4,566,46.1
13255,1981,25.7,14.4,NA,34.1
13257,1981,43.9,13.3,NA,29.9
13259,1981,60.6,21.4,NA,45.1
13261,1981,77,18.4,200,46.1
13263,1981,33.2,21.3,NA,36
13265,1981,25.4,17.6,NA,36
13267,1981,34.4,23.5,510,41
13269,1981,34.8,15.4,286,41
13271,1981,37.1,17.2,490,41.1
13273,1981,64,19.4,509,41.1
13275,1981,71.5,27.4,531,32.1
13277,1981,41.1,20.2,548,34.1
13279,1981,37.9,19.5,315,41
13281,1981,66.1,28.5,NA,NA
13283,1981,16.3,15.6,NA,36.9
13285,1981,30.3,18.4,NA,44.1
13287,1981,43.2,20.2,420,39.1
13289,1981,35.5,19.6,326,36
13291,1981,61.5,18.2,NA,NA
13293,1981,41.3,14.4,NA,45.2
13295,1981,58.3,28,292,38.1
13297,1981,22.7,15.2,215,41.7
13299,1981,41.4,25.5,NA,33.8
13301,1981,30.4,16.1,NA,32.9
13303,1981,33,12.6,417,46.9
13305,1981,42.8,20.5,NA,36
13307,1981,45.7,20.4,712,43.1
13309,1981,36,16.6,NA,43.9
13311,1981,61.6,14.3,NA,30
13313,1981,67,22.1,NA,32.8
13315,1981,41.1,18.2,318,45.1
13317,1981,31.5,18.7,NA,39.9
13319,1981,24.1,16.6,NA,35.9
13321,1981,32.6,19.2,432,40.1
16001,1981,120.8,NA,NA,76.4
16003,1981,NA,NA,NA,47.9
16005,1981,NA,NA,NA,41.8
16007,1981,NA,NA,NA,20.3
16009,1981,NA,NA,NA,53.2
16011,1981,95,NA,NA,70.6
16013,1981,NA,NA,NA,50.7
16015,1981,NA,NA,NA,35
16017,1981,NA,NA,NA,46.2
16019,1981,93,NA,NA,52.3
16021,1981,NA,NA,NA,62.4
16023,1981,NA,NA,NA,53.8
16025,1981,NA,NA,NA,25
16027,1981,114.8,NA,NA,88
16029,1981,NA,NA,NA,39.6
16031,1981,101.3,NA,NA,63.6
16033,1981,NA,NA,NA,47.1
16035,1981,NA,NA,NA,52.5
16037,1981,NA,NA,NA,63.2
16039,1981,119.8,NA,NA,74.4
16041,1981,97,NA,NA,42.3
16043,1981,NA,NA,NA,47.7
16045,1981,117.8,NA,NA,81.4
16047,1981,104.8,NA,NA,85.2
16049,1981,NA,NA,NA,51.6
16051,1981,93,NA,NA,70.2
16053,1981,115.8,NA,NA,82.2
16055,1981,NA,NA,NA,51.4
16057,1981,NA,NA,NA,66.9
16059,1981,NA,NA,NA,59
16061,1981,NA,NA,NA,57
16063,1981,101.4,NA,NA,69.8
16065,1981,NA,NA,NA,55.6
16067,1981,103.3,NA,NA,80.1
16069,1981,NA,NA,NA,71.1
16071,1981,NA,NA,NA,28.5
16073,1981,117.9,NA,NA,81.1
16075,1981,116.7,NA,NA,83.6
16077,1981,NA,NA,NA,49.6
16079,1981,NA,NA,NA,NA
16081,1981,NA,NA,NA,43.1
16083,1981,115.3,NA,NA,84.3
16085,1981,NA,NA,NA,20
16087,1981,116.7,NA,NA,60.2
17001,1981,116,36,NA,45
17003,1981,100,28,NA,42
17005,1981,109,34,NA,55
17007,1981,123,42,NA,56
17009,1981,131,35.5,NA,45
17011,1981,136,45,NA,53
17013,1981,121,36,NA,43
17015,1981,127,41.5,NA,47
17017,1981,136,40.5,NA,45
17019,1981,133,38,NA,57
17021,1981,143,42,NA,54
17023,1981,104,32.5,NA,49
17025,1981,100,32,NA,48
17027,1981,104,35.5,NA,50
17029,1981,131,41,NA,53
17031,1981,117,34,NA,47
17033,1981,106,32.5,NA,51
17035,1981,108,32.5,NA,50
17037,1981,137,45,NA,59
17039,1981,123,39,NA,54
17041,1981,131,40.5,NA,57
17043,1981,124,37.5,NA,47
17045,1981,127,38.5,NA,50
17047,1981,102,34,NA,51
17049,1981,108,33.5,NA,54
17051,1981,108,33.5,NA,54
17053,1981,124,37.5,NA,54
17055,1981,87,28,NA,44
17057,1981,118,37.5,NA,44
17059,1981,105,29.5,NA,44
17061,1981,121,39.5,NA,48
17063,1981,129,41.5,NA,44
17065,1981,90,29,NA,50
17067,1981,123,37.5,NA,43
17069,1981,70,24.5,NA,40
17071,1981,127,39,NA,42
17073,1981,134,44,NA,52
17075,1981,121,38.5,NA,55
17077,1981,89,28.5,NA,44
17079,1981,109,34.5,NA,53
17081,1981,86,27,NA,48
17083,1981,126,39,NA,51
17085,1981,119,36.5,NA,52
17087,1981,91,27.5,NA,42
17089,1981,136,42.5,NA,57
17091,1981,123,40,NA,52
17093,1981,125,42,NA,51
17095,1981,135,44,NA,43
17097,1981,112,34,NA,49
17099,1981,130,43.5,NA,53
17101,1981,99,32.5,NA,47
17103,1981,136,44,NA,55
17105,1981,126,40.5,NA,52
17107,1981,134,41.5,NA,52
17109,1981,127,40,NA,40
17111,1981,125,39,NA,55
17113,1981,129,38.5,NA,53
17115,1981,144,41.5,NA,59
17117,1981,130,39,NA,56
17119,1981,121,38,NA,54
17121,1981,105,33,NA,52
17123,1981,129,42,NA,41
17125,1981,122,42,NA,47
17127,1981,89,23.5,NA,43
17129,1981,137,42,NA,50
17131,1981,134,43,NA,47
17133,1981,112,34.5,NA,49
17135,1981,134,38.5,NA,55
17137,1981,143,43.5,NA,52
17139,1981,150,43,NA,57
17141,1981,129,44,NA,55
17143,1981,126,42.5,NA,51
17145,1981,84,27.5,NA,45
17147,1981,136,40,NA,57
17149,1981,119,36,NA,44
17151,1981,75,25.5,NA,39
17153,1981,92,27,NA,44
17155,1981,125,43.5,NA,49
17157,1981,99,32,NA,45
17159,1981,100,34.5,NA,51
17161,1981,134,43.5,NA,47
17163,1981,112,37,NA,52
17165,1981,81,24.5,NA,45
17167,1981,147,44,NA,55
17169,1981,123,37,NA,44
17171,1981,130,39.5,NA,47
17173,1981,136,40,NA,55
17175,1981,136,44.5,NA,47
17177,1981,126,41.5,NA,53
17179,1981,132,43,NA,52
17181,1981,100,28,NA,43
17183,1981,126,36.5,NA,54
17185,1981,97,32.5,NA,49
17187,1981,136,43.5,NA,45
17189,1981,98,33,NA,51
17191,1981,96,29.5,NA,49
17193,1981,95,30.5,NA,48
17195,1981,133,45.5,NA,47
17197,1981,116,37,NA,53
17199,1981,87,24.5,NA,41
17201,1981,122,40,NA,53
17203,1981,133,42.5,NA,42
18001,1981,97.7,30.2,NA,43.4
18003,1981,106.8,31.1,NA,45.4
18005,1981,97.7,33.9,NA,48.5
18007,1981,125,38.9,NA,52.5
18009,1981,79.6,24.3,NA,45.4
18011,1981,116,36,NA,51.5
18013,1981,90.7,28.2,NA,38
18015,1981,118.9,38,NA,51.5
18017,1981,116,38.9,NA,48.5
18019,1981,107,32.1,NA,41.9
18021,1981,100.8,33.1,NA,42.4
18023,1981,122,36,NA,52.5
18025,1981,87.1,26.3,NA,34.3
18027,1981,107.8,32.1,NA,43.4
18029,1981,89.1,26.3,NA,35.4
18031,1981,106.9,35,NA,46.4
18033,1981,90.7,26.3,NA,42.4
18035,1981,95.8,28.2,NA,48.4
18037,1981,107.8,31.1,NA,43.4
18039,1981,98.7,29.2,NA,41.4
18041,1981,108.8,36,NA,48.5
18043,1981,93.1,30.1,NA,43.5
18045,1981,120.9,33.1,NA,52.5
18047,1981,96.8,29.2,NA,46.4
18049,1981,106.9,32.1,NA,42.4
18051,1981,105.9,32.1,NA,48.4
18053,1981,110.9,32.1,NA,48.5
18055,1981,102.8,31.1,NA,44.4
18057,1981,111.9,36,NA,53.9
18059,1981,112.9,38,NA,53.9
18061,1981,98.7,33.1,NA,43.4
18063,1981,108.8,33.1,NA,48.5
18065,1981,103.8,35,NA,49.5
18067,1981,125,37,NA,50.5
18069,1981,108.8,31.1,NA,47.9
18071,1981,100.8,31.1,NA,41.9
18073,1981,106.9,34.1,NA,44.9
18075,1981,70.5,23.3,NA,44.4
18077,1981,90.7,24.3,NA,38.9
18079,1981,86.7,31.1,NA,39.9
18081,1981,113.9,35,NA,51.5
18083,1981,100.8,33.1,NA,47.9
18085,1981,101.8,30.2,NA,40.4
18087,1981,96.8,32.1,NA,41.4
18089,1981,108.8,32.1,NA,40.9
18091,1981,109.8,34.1,NA,44.4
18093,1981,93.8,25.3,NA,39.4
18095,1981,116,38.9,NA,52.5
18097,1981,112.9,31.1,NA,47.4
18099,1981,101.8,31.1,NA,43.4
18101,1981,104.9,34.1,NA,42.4
18103,1981,114.9,34.1,NA,47.4
18105,1981,86.7,28.2,NA,40.4
18107,1981,122,35,NA,49.5
18109,1981,98.7,33.1,NA,43.9
18111,1981,120.9,38,NA,49.9
18113,1981,95.8,33.1,NA,40.4
18115,1981,90.7,30.1,NA,39.9
18117,1981,102.8,29.2,NA,41.4
18119,1981,94.8,29.2,NA,42.4
18121,1981,110.9,34.1,NA,47.4
18123,1981,99.8,28.2,NA,35.9
18125,1981,106.9,30.2,NA,45.4
18127,1981,106.9,32.1,NA,45.4
18129,1981,112.9,32.1,NA,48.4
18131,1981,101.8,30.2,NA,43.4
18133,1981,103.8,32.1,NA,45.4
18135,1981,92.7,28.2,NA,47.4
18137,1981,96.8,33.9,NA,37.3
18139,1981,106.9,36,NA,49.5
18141,1981,106.9,33.1,NA,43.4
18143,1981,96.8,31.9,NA,37.3
18145,1981,104.9,34.1,NA,50.5
18147,1981,101.8,32.9,NA,45.4
18149,1981,96.8,27.2,NA,39.5
18151,1981,90.7,28.2,NA,40.9
18153,1981,102.8,33.1,NA,45.4
18155,1981,88.7,27.2,NA,37
18157,1981,124,37,NA,52.5
18159,1981,123,38,NA,52.5
18161,1981,116,37,NA,47.4
18163,1981,108.8,29.2,NA,46.4
18165,1981,123,35,NA,48.4
18167,1981,105.9,33.1,NA,46.4
18169,1981,110.9,34.1,NA,43.9
18171,1981,118.9,36,NA,49.5
18173,1981,103.8,32.1,NA,46.4
18175,1981,96.8,25.3,NA,38.9
18177,1981,110.9,32.1,NA,47.4
18179,1981,96.8,31.1,NA,47.9
18181,1981,124,38,NA,51.5
18183,1981,101.8,30.2,NA,43.9
19001,1981,121,43,NA,43.3
19003,1981,119.6,40.1,NA,38.1
19005,1981,127.2,38.4,NA,NA
19007,1981,107.6,31.4,NA,38.5
19009,1981,115.4,43.8,NA,49
19011,1981,126.1,42.4,NA,44
19013,1981,132.5,41.7,NA,36
19015,1981,121.8,42,NA,35
19017,1981,135,34.2,NA,39
19019,1981,133.3,38.1,NA,NA
19021,1981,129.9,42.6,NA,NA
19023,1981,127,37.4,NA,NA
19025,1981,135,40.1,NA,49
19027,1981,124.6,44.2,NA,36.5
19029,1981,116.2,42,NA,45.6
19031,1981,141.4,46.9,NA,49
19033,1981,134.1,34.2,NA,40
19035,1981,122.6,42.4,NA,NA
