stco,year,corn,soybean,cotton,wheat
51173,2006,0,NA,NA,NA
51175,2006,122,36,767,64
51177,2006,107,26,NA,NA
51179,2006,127,39,NA,NA
51181,2006,120,28,566,71
51183,2006,117,32,678,70
51185,2006,0,NA,NA,NA
51187,2006,0,NA,NA,NA
51191,2006,0,NA,NA,NA
51193,2006,133,25,NA,71
51195,2006,NA,NA,NA,NA
51197,2006,141,NA,NA,NA
51199,2006,NA,NA,NA,NA
51550,2006,153,35,NA,68
51800,2006,110,28,719,62
51810,2006,129,25,NA,78
53001,2006,205.9,NA,NA,52.5
53003,2006,NA,NA,NA,47.5
53005,2006,NA,NA,NA,40.4
53007,2006,NA,NA,NA,NA
53009,2006,NA,NA,NA,NA
53011,2006,0,NA,NA,NA
53013,2006,NA,NA,NA,72.6
53015,2006,NA,NA,NA,NA
53017,2006,NA,NA,NA,45.8
53019,2006,NA,NA,NA,NA
53021,2006,NA,NA,NA,65
53023,2006,NA,NA,NA,61.4
53025,2006,206.7,NA,NA,72.7
53027,2006,NA,NA,NA,NA
53029,2006,NA,NA,NA,NA
53031,2006,NA,NA,NA,NA
53033,2006,0,NA,NA,NA
53035,2006,NA,NA,NA,NA
53037,2006,NA,NA,NA,NA
53039,2006,NA,NA,NA,35.3
53041,2006,NA,NA,NA,NA
53043,2006,NA,NA,NA,64.5
53045,2006,NA,NA,NA,NA
53047,2006,NA,NA,NA,40.9
53049,2006,NA,NA,NA,NA
53051,2006,NA,NA,NA,NA
53053,2006,NA,NA,NA,NA
53055,2006,NA,NA,NA,NA
53057,2006,0,NA,NA,NA
53059,2006,NA,NA,NA,NA
53061,2006,0,NA,NA,NA
53063,2006,NA,NA,NA,63.8
53065,2006,NA,NA,NA,55.8
53067,2006,NA,NA,NA,NA
53069,2006,NA,NA,NA,NA
53071,2006,NA,NA,NA,75
53073,2006,0,NA,NA,NA
53075,2006,NA,NA,NA,68.3
53077,2006,209.4,NA,NA,65.6
54001,2006,NA,NA,NA,NA
54003,2006,94.8,NA,NA,57.8
54005,2006,NA,NA,NA,NA
54007,2006,NA,NA,NA,NA
54009,2006,NA,NA,NA,NA
54011,2006,NA,NA,NA,NA
54013,2006,NA,NA,NA,NA
54015,2006,NA,NA,NA,NA
54017,2006,NA,NA,NA,NA
54019,2006,NA,NA,NA,NA
54021,2006,NA,NA,NA,NA
54023,2006,NA,NA,NA,NA
54025,2006,NA,NA,NA,NA
54027,2006,NA,NA,NA,NA
54029,2006,NA,NA,NA,NA
54031,2006,141.1,NA,NA,NA
54033,2006,NA,NA,NA,NA
54035,2006,NA,NA,NA,NA
54037,2006,119.5,38.4,NA,63.9
54039,2006,NA,NA,NA,NA
54041,2006,NA,NA,NA,NA
54043,2006,NA,NA,NA,NA
54045,2006,NA,NA,NA,NA
54047,2006,NA,NA,NA,NA
54049,2006,NA,NA,NA,NA
54051,2006,NA,NA,NA,NA
54053,2006,139.2,49.5,NA,NA
54055,2006,NA,NA,NA,NA
54057,2006,NA,NA,NA,NA
54059,2006,NA,NA,NA,NA
54061,2006,NA,NA,NA,NA
54063,2006,NA,NA,NA,NA
54065,2006,NA,NA,NA,NA
54067,2006,NA,NA,NA,NA
54069,2006,NA,NA,NA,NA
54071,2006,NA,NA,NA,NA
54073,2006,NA,NA,NA,NA
54075,2006,NA,NA,NA,NA
54077,2006,118.5,NA,NA,NA
54079,2006,NA,NA,NA,NA
54081,2006,NA,NA,NA,NA
54083,2006,NA,NA,NA,NA
54085,2006,NA,NA,NA,NA
54087,2006,NA,NA,NA,NA
54089,2006,NA,NA,NA,NA
54091,2006,NA,NA,NA,NA
54093,2006,NA,NA,NA,NA
54095,2006,NA,NA,NA,NA
54097,2006,NA,NA,NA,NA
54099,2006,NA,NA,NA,NA
54101,2006,NA,NA,NA,NA
54103,2006,NA,NA,NA,NA
54105,2006,NA,NA,NA,NA
54107,2006,NA,NA,NA,NA
54109,2006,NA,NA,NA,NA
55001,2006,118,33,NA,NA
55003,2006,NA,NA,NA,NA
55005,2006,89,36,NA,66
55007,2006,NA,NA,NA,NA
55009,2006,124,40,NA,81
55011,2006,150,43,NA,NA
55013,2006,72,29,NA,NA
55015,2006,133,40,NA,78
55017,2006,87,40,NA,NA
55019,2006,134,44,NA,79
55021,2006,156,45,NA,74
55023,2006,158,47,NA,NA
55025,2006,172,52,NA,88
55027,2006,158,45,NA,87
55029,2006,135,38,NA,67
55031,2006,NA,NA,NA,NA
55033,2006,100,35,NA,NA
55035,2006,139,40,NA,NA
55037,2006,NA,NA,NA,NA
55039,2006,149,43,NA,80
55041,2006,NA,NA,NA,NA
55043,2006,177,54,NA,83
55045,2006,166,50,NA,74
55047,2006,139,43,NA,81
55049,2006,170,51,NA,81
55051,2006,NA,NA,NA,NA
55053,2006,130,40,NA,NA
55055,2006,155,48,NA,80
55057,2006,139,41,NA,NA
55059,2006,151,46,NA,82
55061,2006,129,41,NA,82
55063,2006,148,48,NA,NA
55065,2006,175,55,NA,71
55067,2006,104,36,NA,72
55069,2006,125,38,NA,NA
55071,2006,141,42,NA,74
55073,2006,119,40,NA,60
55075,2006,120,40,NA,60
55077,2006,111,30,NA,59
55078,2006,NA,NA,NA,NA
55079,2006,150,41,NA,80
55081,2006,137,40,NA,72
55083,2006,143,43,NA,68
55085,2006,NA,NA,NA,NA
55087,2006,137,46,NA,75
55089,2006,146,43,NA,82
55091,2006,132,37,NA,NA
55093,2006,142,43,NA,NA
55095,2006,84,36,NA,NA
55097,2006,139,43,NA,NA
55099,2006,103,NA,NA,NA
55101,2006,164,47,NA,91
55103,2006,163,45,NA,NA
55105,2006,159,51,NA,76
55107,2006,96,39,NA,NA
55109,2006,90,34,NA,NA
55111,2006,152,45,NA,75
55113,2006,67,32,NA,NA
55115,2006,146,46,NA,76
55117,2006,136,40,NA,83
55119,2006,128,44,NA,NA
55121,2006,128,39,NA,NA
55123,2006,157,45,NA,82
55125,2006,NA,NA,NA,NA
55127,2006,150,44,NA,79
55129,2006,61,20,NA,NA
55131,2006,151,46,NA,81
55133,2006,156,47,NA,73
55135,2006,124,39,NA,73
55137,2006,121,39,NA,NA
55139,2006,121,42,NA,79
55141,2006,129,42,NA,NA
56001,2006,NA,NA,NA,NA
56003,2006,112,NA,NA,NA
56005,2006,0,NA,NA,25
56007,2006,NA,NA,NA,NA
56009,2006,NA,NA,NA,NA
56011,2006,NA,NA,NA,NA
56013,2006,147,NA,NA,NA
56015,2006,133,NA,NA,NA
56017,2006,NA,NA,NA,NA
56019,2006,0,NA,NA,NA
56021,2006,137,NA,NA,NA
56023,2006,NA,NA,NA,NA
56025,2006,NA,NA,NA,NA
56027,2006,NA,NA,NA,NA
56029,2006,139,NA,NA,NA
56031,2006,109,NA,NA,NA
56033,2006,NA,NA,NA,25
56035,2006,NA,NA,NA,NA
56037,2006,NA,NA,NA,NA
56039,2006,NA,NA,NA,NA
56041,2006,NA,NA,NA,NA
56043,2006,NA,NA,NA,NA
56045,2006,NA,NA,NA,NA
1001,2007,40,NA,284,NA
1003,2007,105,38,833,54
1005,2007,103,NA,640,NA
1007,2007,NA,NA,NA,NA
1009,2007,NA,NA,NA,NA
1011,2007,NA,NA,NA,NA
1013,2007,NA,NA,NA,NA
1015,2007,90,18,703,NA
1017,2007,NA,NA,NA,NA
1019,2007,35,15,551,NA
1021,2007,NA,NA,NA,NA
1023,2007,NA,NA,NA,NA
1025,2007,NA,NA,NA,NA
1027,2007,NA,NA,NA,NA
1029,2007,NA,NA,NA,NA
1031,2007,73,NA,468,NA
1033,2007,85,21,474,NA
1035,2007,36,NA,651,NA
1037,2007,NA,NA,NA,NA
1039,2007,51,NA,559,NA
1041,2007,NA,NA,NA,NA
1043,2007,48,17,NA,NA
1045,2007,51,NA,496,NA
1047,2007,53,NA,300,NA
1049,2007,80,17,NA,41
1051,2007,82,NA,587,NA
1053,2007,115,36,539,53
1055,2007,75,22,592,NA
1057,2007,67,21,NA,NA
1059,2007,NA,NA,NA,NA
1061,2007,83,NA,572,NA
1063,2007,NA,NA,NA,NA
1065,2007,64,NA,NA,NA
1067,2007,60,24,436,46
1069,2007,74,19,529,42
1071,2007,74,16,514,36
1073,2007,NA,NA,NA,NA
1075,2007,NA,NA,NA,NA
1077,2007,92,18,468,37
1079,2007,73,20,428,NA
1081,2007,NA,NA,NA,NA
1083,2007,100,18,492,30
1085,2007,NA,NA,NA,NA
1087,2007,NA,NA,600,NA
1089,2007,100,21,519,40
1091,2007,NA,NA,NA,NA
1093,2007,99,19,NA,NA
1095,2007,76,21,NA,NA
1097,2007,NA,NA,832,NA
1099,2007,72,NA,524,NA
1101,2007,NA,NA,NA,NA
1103,2007,71,19,432,NA
1105,2007,NA,NA,NA,NA
1107,2007,NA,NA,NA,NA
1109,2007,55,NA,350,NA
1111,2007,55,NA,NA,NA
1113,2007,NA,NA,NA,NA
1115,2007,NA,NA,NA,NA
1117,2007,NA,NA,449,NA
1119,2007,54,NA,NA,NA
1121,2007,80,20,NA,NA
1123,2007,79,NA,NA,NA
1125,2007,69,29,632,NA
1127,2007,NA,NA,NA,NA
1129,2007,73,NA,NA,NA
1131,2007,NA,NA,NA,NA
1133,2007,NA,NA,NA,NA
4001,2007,NA,NA,NA,NA
4003,2007,184.2,NA,NA,NA
4005,2007,NA,NA,NA,NA
4007,2007,NA,NA,NA,NA
4009,2007,NA,NA,1327,NA
4011,2007,NA,NA,NA,NA
4012,2007,NA,NA,1546,NA
4013,2007,210,NA,1594,NA
4015,2007,NA,NA,NA,NA
4017,2007,NA,NA,NA,NA
4019,2007,NA,NA,1257,NA
4021,2007,204.5,NA,1493,NA
4023,2007,NA,NA,NA,NA
4025,2007,NA,NA,NA,NA
4027,2007,NA,NA,1457,NA
5001,2007,NA,46,NA,37
5003,2007,NA,33,1081,57
5005,2007,NA,NA,NA,NA
5007,2007,NA,NA,NA,NA
5009,2007,NA,NA,NA,NA
5011,2007,NA,NA,NA,NA
5013,2007,NA,NA,NA,NA
5015,2007,NA,NA,NA,NA
5017,2007,166,38,1080,58
5019,2007,NA,NA,NA,NA
5021,2007,176,35,1135,35
5023,2007,NA,NA,NA,NA
5025,2007,NA,NA,NA,NA
5027,2007,NA,NA,NA,NA
5029,2007,152,26,NA,32
5031,2007,184,39,1149,43
5033,2007,NA,NA,NA,22
5035,2007,165,31,864,36
5037,2007,NA,37,NA,35
5039,2007,NA,NA,NA,NA
5041,2007,187,43,1196,54
5043,2007,173,39,1060,47
5045,2007,133,22,NA,NA
5047,2007,95,NA,NA,NA
5049,2007,NA,NA,NA,NA
5051,2007,NA,NA,NA,NA
5053,2007,NA,NA,NA,NA
5055,2007,172,31,1043,24
5057,2007,NA,NA,NA,NA
5059,2007,NA,NA,NA,NA
5061,2007,NA,NA,NA,NA
5063,2007,154,27,NA,28
5065,2007,NA,NA,NA,NA
5067,2007,149,29,NA,33
5069,2007,177,38,969,50
5071,2007,145,26,NA,NA
5073,2007,173,35,NA,53
5075,2007,NA,31,NA,35
5077,2007,176,36,1241,45
5079,2007,NA,40,1081,50
5081,2007,146,36,NA,49
5083,2007,148,30,NA,NA
5085,2007,191,38,1094,44
5087,2007,NA,NA,NA,NA
5089,2007,NA,NA,NA,NA
5091,2007,NA,NA,NA,50
5093,2007,173,35,971,50
5095,2007,162,37,935,36
5097,2007,NA,NA,NA,NA
5099,2007,NA,NA,NA,NA
5101,2007,NA,NA,NA,NA
5103,2007,NA,NA,NA,NA
5105,2007,NA,NA,NA,NA
5107,2007,176,39,1065,43
5109,2007,NA,NA,NA,NA
5111,2007,174,38,1120,42
5113,2007,NA,NA,NA,NA
5115,2007,159,NA,NA,NA
5117,2007,172,40,NA,43
5119,2007,NA,29,NA,39
5121,2007,173,35,NA,28
5123,2007,173,35,1260,37
5125,2007,NA,NA,NA,NA
5127,2007,NA,NA,NA,NA
5129,2007,NA,NA,NA,NA
5131,2007,NA,NA,NA,NA
5133,2007,NA,NA,NA,NA
5135,2007,NA,NA,NA,NA
5137,2007,NA,NA,NA,NA
5139,2007,NA,NA,NA,NA
5141,2007,NA,NA,NA,NA
5143,2007,NA,NA,NA,NA
5145,2007,NA,26,NA,28
5147,2007,153,33,995,33
5149,2007,136,25,NA,35
6001,2007,NA,NA,NA,NA
6003,2007,NA,NA,NA,NA
6005,2007,NA,NA,NA,NA
6007,2007,125.4,NA,NA,70
6009,2007,NA,NA,NA,NA
6011,2007,192,NA,NA,82.8
6013,2007,NA,NA,NA,58.9
6015,2007,NA,NA,NA,NA
6017,2007,NA,NA,NA,NA
6019,2007,175,NA,1519,92.2
6021,2007,204,NA,1504,95.1
6023,2007,NA,NA,NA,NA
6025,2007,NA,NA,1565,106.7
6027,2007,NA,NA,NA,NA
6029,2007,182,NA,1619,90.6
6031,2007,189,NA,1644,78.2
6033,2007,NA,NA,NA,NA
6035,2007,NA,NA,NA,50
6037,2007,NA,NA,NA,NA
6039,2007,163,NA,1606,88.1
6041,2007,NA,NA,NA,NA
6043,2007,NA,NA,NA,NA
6045,2007,NA,NA,NA,NA
6047,2007,176,NA,1642,85.3
6049,2007,NA,NA,NA,98.8
6051,2007,NA,NA,NA,NA
6053,2007,NA,NA,NA,78
6055,2007,NA,NA,NA,NA
6057,2007,NA,NA,NA,NA
6059,2007,NA,NA,NA,NA
6061,2007,NA,NA,NA,NA
6063,2007,NA,NA,NA,NA
6065,2007,NA,NA,1718,50
6067,2007,176,NA,NA,84
6069,2007,NA,NA,NA,NA
6071,2007,0,NA,NA,NA
6073,2007,NA,NA,NA,NA
6075,2007,NA,NA,NA,NA
6077,2007,167.4,NA,NA,89
6079,2007,NA,NA,NA,76
6081,2007,NA,NA,NA,NA
6083,2007,NA,NA,NA,98.4
6085,2007,NA,NA,NA,NA
6087,2007,NA,NA,NA,NA
6089,2007,NA,NA,NA,NA
6091,2007,NA,NA,NA,NA
6093,2007,NA,NA,NA,90.7
6095,2007,192.1,NA,NA,65.7
6097,2007,NA,NA,NA,NA
6099,2007,174,NA,NA,72.7
6101,2007,204,NA,1303,83
6103,2007,NA,NA,NA,105
6105,2007,NA,NA,NA,NA
6107,2007,190,NA,1637,79.5
6109,2007,NA,NA,NA,NA
6111,2007,NA,NA,NA,NA
6113,2007,215,NA,NA,76.7
6115,2007,NA,NA,NA,91.7
8001,2007,76,NA,NA,34
8003,2007,NA,NA,NA,101
8005,2007,NA,NA,NA,36.5
8007,2007,NA,NA,NA,NA
8009,2007,112.5,NA,NA,35.5
8011,2007,167,NA,NA,52
8013,2007,149.5,NA,NA,44
8014,2007,NA,NA,NA,23.5
8015,2007,NA,NA,NA,NA
8017,2007,103.5,NA,NA,35
8019,2007,NA,NA,NA,NA
8021,2007,NA,NA,NA,86.5
8023,2007,NA,NA,NA,107
8025,2007,NA,NA,NA,28.5
8027,2007,NA,NA,NA,NA
8029,2007,159,NA,NA,100
8031,2007,NA,NA,NA,22
8033,2007,NA,NA,NA,19
8035,2007,NA,NA,NA,34.5
8037,2007,NA,NA,NA,NA
8039,2007,60,NA,NA,35
8041,2007,NA,NA,NA,34
8043,2007,NA,NA,NA,NA
8045,2007,NA,NA,NA,50
8047,2007,NA,NA,NA,NA
8049,2007,NA,NA,NA,NA
8051,2007,NA,NA,NA,NA
8053,2007,NA,NA,NA,NA
8055,2007,NA,NA,NA,NA
8057,2007,NA,NA,NA,NA
8059,2007,NA,NA,NA,NA
8061,2007,NA,NA,NA,44
8063,2007,125,NA,NA,42.5
8065,2007,NA,NA,NA,NA
8067,2007,NA,NA,NA,18.5
8069,2007,150,NA,NA,44
8071,2007,NA,NA,NA,35
8073,2007,65.5,NA,NA,32
8075,2007,141,NA,NA,34
8077,2007,149.5,NA,NA,116.5
8079,2007,NA,NA,NA,NA
8081,2007,NA,NA,NA,15.5
8083,2007,0,NA,NA,23.5
8085,2007,165.5,NA,NA,85
8087,2007,158,NA,NA,45.5
8089,2007,184.5,NA,NA,67
8091,2007,NA,NA,NA,NA
8093,2007,NA,NA,NA,NA
8095,2007,141,NA,NA,42.5
8097,2007,NA,NA,NA,NA
8099,2007,111.5,NA,NA,43
8101,2007,194,NA,NA,56
8103,2007,NA,NA,NA,14
8105,2007,NA,NA,NA,111
8107,2007,NA,NA,NA,23.5
8109,2007,NA,NA,NA,109
8111,2007,NA,NA,NA,NA
8113,2007,NA,NA,NA,45
8115,2007,170.5,NA,NA,40
8117,2007,NA,NA,NA,NA
8119,2007,NA,NA,NA,NA
8121,2007,106.5,NA,NA,38
8123,2007,151.5,NA,NA,34.5
8125,2007,193,NA,NA,46.5
9001,2007,NA,NA,NA,NA
9003,2007,NA,NA,NA,NA
9005,2007,NA,NA,NA,NA
9007,2007,NA,NA,NA,NA
9009,2007,NA,NA,NA,NA
9011,2007,NA,NA,NA,NA
9013,2007,NA,NA,NA,NA
9015,2007,NA,NA,NA,NA
10001,2007,94.2,23.6,NA,69.1
10003,2007,122.8,32.1,NA,72.2
10005,2007,96.4,25.8,NA,65.5
12001,2007,NA,NA,NA,NA
12003,2007,NA,NA,NA,NA
12005,2007,NA,NA,NA,NA
12007,2007,NA,NA,NA,NA
12009,2007,NA,NA,NA,NA
12011,2007,NA,NA,NA,NA
12013,2007,NA,NA,662,NA
12015,2007,NA,NA,NA,NA
12017,2007,NA,NA,NA,NA
12019,2007,NA,NA,NA,NA
12021,2007,NA,NA,NA,NA
12023,2007,NA,NA,NA,NA
12027,2007,NA,NA,NA,NA
12029,2007,NA,NA,NA,NA
12031,2007,NA,NA,NA,NA
12033,2007,100,21,747,NA
12035,2007,NA,NA,NA,NA
12037,2007,NA,NA,NA,NA
12039,2007,70.1,NA,NA,NA
12041,2007,NA,NA,NA,NA
12043,2007,NA,NA,NA,NA
12045,2007,NA,NA,NA,NA
12047,2007,135,NA,NA,NA
12049,2007,NA,NA,NA,NA
12051,2007,NA,NA,NA,NA
12053,2007,NA,NA,NA,NA
12055,2007,NA,NA,NA,NA
12057,2007,NA,NA,NA,NA
12059,2007,69.3,NA,NA,NA
12061,2007,NA,NA,NA,NA
12063,2007,100.9,28,668,NA
12065,2007,NA,NA,NA,NA
12067,2007,NA,NA,NA,NA
12069,2007,NA,NA,NA,NA
12071,2007,NA,NA,NA,NA
12073,2007,NA,NA,NA,NA
12075,2007,NA,NA,NA,NA
12077,2007,NA,NA,NA,NA
12079,2007,60,23.9,NA,NA
12081,2007,NA,NA,NA,NA
12083,2007,NA,NA,NA,NA
12085,2007,NA,NA,NA,NA
12086,2007,NA,NA,NA,NA
12087,2007,NA,NA,NA,NA
12089,2007,NA,NA,NA,NA
12091,2007,66,NA,684,NA
12093,2007,NA,NA,NA,NA
12095,2007,NA,NA,NA,NA
12097,2007,NA,NA,NA,NA
12099,2007,NA,NA,NA,NA
12101,2007,NA,NA,NA,NA
12103,2007,NA,NA,NA,NA
12105,2007,NA,NA,NA,NA
12107,2007,NA,NA,NA,NA
12109,2007,NA,NA,NA,NA
12111,2007,NA,NA,NA,NA
12113,2007,67,NA,740,NA
12115,2007,NA,NA,NA,NA
12117,2007,NA,NA,NA,NA
12119,2007,NA,NA,NA,NA
12121,2007,106.2,NA,NA,NA
12123,2007,NA,NA,NA,NA
12125,2007,NA,NA,NA,NA
12127,2007,NA,NA,NA,NA
12129,2007,NA,NA,NA,NA
12131,2007,63,NA,496,NA
12133,2007,93.8,NA,NA,NA
13001,2007,70,35,759,26
13003,2007,106,NA,803,30
13005,2007,NA,25,648,28
13007,2007,174,NA,1076,50
13009,2007,NA,NA,NA,NA
13011,2007,NA,NA,NA,NA
13013,2007,NA,NA,NA,NA
13015,2007,92,NA,NA,NA
13017,2007,133,36,894,47
13019,2007,116,17,702,46
13021,2007,NA,NA,NA,45
13023,2007,NA,28,668,50
13025,2007,57,NA,NA,NA
13027,2007,111,35,851,55
13029,2007,54,NA,NA,NA
13031,2007,71,26,666,26
13033,2007,139,35,583,40
13035,2007,NA,NA,NA,NA
13037,2007,143,NA,930,58
13039,2007,NA,NA,NA,NA
13043,2007,63,28,616,28
13045,2007,NA,NA,NA,NA
13047,2007,NA,NA,NA,NA
13049,2007,NA,NA,NA,NA
13051,2007,NA,NA,NA,NA
13053,2007,NA,NA,NA,NA
13055,2007,51,30,NA,NA
13057,2007,NA,NA,NA,NA
13059,2007,NA,NA,NA,NA
13061,2007,138,35,NA,66
13063,2007,NA,NA,NA,NA
13065,2007,NA,NA,NA,NA
13067,2007,NA,NA,NA,NA
13069,2007,109,25,808,35
13071,2007,149,27,820,45
13073,2007,NA,NA,NA,NA
13075,2007,130,NA,588,40
13077,2007,NA,NA,NA,30
13079,2007,NA,NA,NA,NA
13081,2007,166,41,761,30
13083,2007,NA,NA,NA,NA
13085,2007,NA,NA,NA,NA
13087,2007,170,39,1167,39
13089,2007,NA,NA,NA,NA
13091,2007,120,34,806,38
13093,2007,160,36,743,46
13095,2007,NA,NA,NA,63
13097,2007,NA,NA,NA,NA
13099,2007,174,26,856,55
13101,2007,119,NA,NA,NA
13103,2007,61,32,NA,NA
13105,2007,NA,NA,NA,NA
13107,2007,102,34,720,38
13109,2007,66,39,NA,30
13111,2007,NA,NA,NA,NA
13113,2007,NA,NA,NA,NA
13115,2007,NA,NA,NA,NA
13117,2007,NA,NA,NA,NA
13119,2007,NA,NA,NA,15
13121,2007,NA,NA,NA,NA
13123,2007,NA,NA,NA,NA
13125,2007,NA,NA,NA,NA
13127,2007,NA,NA,NA,NA
13129,2007,54,28,NA,42
13131,2007,76,26,688,47
13133,2007,NA,NA,NA,NA
13135,2007,NA,NA,NA,NA
13137,2007,NA,NA,NA,NA
13139,2007,NA,NA,NA,NA
13141,2007,NA,NA,NA,NA
13143,2007,NA,NA,NA,NA
13145,2007,NA,NA,NA,NA
13147,2007,140,NA,NA,22
13149,2007,NA,NA,NA,NA
13151,2007,NA,NA,NA,NA
13153,2007,NA,24,NA,43
13155,2007,153,31,799,35
13157,2007,NA,NA,NA,25
13159,2007,NA,NA,NA,30
13161,2007,133,35,835,20
13163,2007,149,31,632,37
13165,2007,NA,31,NA,25
13167,2007,128,35,NA,31
13169,2007,NA,NA,NA,NA
13171,2007,NA,NA,NA,30
13173,2007,98,NA,794,NA
13175,2007,83,31,527,37
13177,2007,NA,NA,NA,43
13179,2007,NA,NA,NA,NA
13181,2007,NA,NA,NA,NA
13183,2007,58,NA,NA,NA
13185,2007,113,26,752,NA
13187,2007,NA,NA,NA,NA
13189,2007,NA,NA,NA,NA
13191,2007,NA,NA,NA,NA
13193,2007,146,40,NA,45
13195,2007,NA,NA,NA,31
13197,2007,57,25,NA,30
13199,2007,NA,NA,NA,30
13201,2007,173,42,1169,58
13205,2007,166,25,924,46
13207,2007,NA,NA,NA,40
13209,2007,144,31,480,26
13211,2007,80,NA,NA,27
13213,2007,66,NA,NA,NA
13215,2007,NA,NA,NA,NA
13217,2007,NA,NA,NA,NA
13219,2007,NA,NA,NA,30
13221,2007,NA,NA,NA,33
13223,2007,NA,NA,NA,NA
13225,2007,132,30,531,40
13227,2007,NA,NA,NA,NA
13229,2007,121,30,746,40
13231,2007,NA,NA,NA,45
13233,2007,74,26,NA,NA
13235,2007,133,27,911,38
13237,2007,NA,NA,NA,NA
13239,2007,NA,NA,NA,NA
13241,2007,NA,NA,NA,NA
13243,2007,162,35,NA,50
13245,2007,NA,NA,NA,NA
13247,2007,NA,NA,NA,NA
13249,2007,NA,NA,NA,28
13251,2007,97,30,666,32
13253,2007,177,38,1156,62
13255,2007,NA,NA,NA,NA
13257,2007,NA,NA,NA,NA
13259,2007,NA,NA,NA,36
13261,2007,133,25,743,50
13263,2007,NA,NA,NA,NA
13265,2007,NA,NA,NA,NA
13267,2007,128,33,587,23
13269,2007,NA,23,NA,35
13271,2007,107,28,902,30
13273,2007,150,22,706,51
13275,2007,63,34,780,34
13277,2007,98,NA,682,40
13279,2007,96,37,NA,44
13281,2007,NA,NA,NA,NA
13283,2007,78,NA,NA,NA
13285,2007,NA,NA,NA,NA
13287,2007,136,20,767,45
13289,2007,136,NA,444,NA
13291,2007,NA,NA,NA,NA
13293,2007,NA,NA,NA,NA
13295,2007,NA,NA,NA,NA
13297,2007,NA,NA,NA,33
13299,2007,87,40,NA,NA
13301,2007,NA,NA,NA,25
13303,2007,114,34,NA,33
13305,2007,NA,38,681,NA
13307,2007,76,NA,NA,20
13309,2007,125,39,832,35
13311,2007,118,NA,NA,NA
13313,2007,NA,20,NA,NA
13315,2007,144,33,832,52
13317,2007,NA,NA,NA,27
13319,2007,NA,NA,NA,43
13321,2007,136,23,855,41
16001,2007,197.3,NA,NA,106.6
16003,2007,NA,NA,NA,NA
16005,2007,NA,NA,NA,46.2
16007,2007,NA,NA,NA,17.5
16009,2007,NA,NA,NA,63.4
16011,2007,NA,NA,NA,106.6
16013,2007,NA,NA,NA,NA
16015,2007,NA,NA,NA,NA
16017,2007,NA,NA,NA,NA
16019,2007,NA,NA,NA,56.7
16021,2007,NA,NA,NA,65.9
16023,2007,NA,NA,NA,86.4
16025,2007,NA,NA,NA,NA
16027,2007,190.3,NA,NA,104.1
16029,2007,NA,NA,NA,43.1
16031,2007,NA,NA,NA,94.1
16033,2007,NA,NA,NA,NA
16035,2007,NA,NA,NA,51.4
16037,2007,NA,NA,NA,NA
16039,2007,170.3,NA,NA,88
16041,2007,NA,NA,NA,41.5
16043,2007,NA,NA,NA,63.2
16045,2007,173.5,NA,NA,105.7
16047,2007,164.6,NA,NA,105.2
16049,2007,NA,NA,NA,58.6
16051,2007,NA,NA,NA,101.6
16053,2007,165.7,NA,NA,109.4
16055,2007,NA,NA,NA,66.5
16057,2007,NA,NA,NA,65.5
16059,2007,NA,NA,NA,NA
16061,2007,NA,NA,NA,50.3
16063,2007,NA,NA,NA,97.2
16065,2007,NA,NA,NA,76.6
16067,2007,160.3,NA,NA,102.5
16069,2007,NA,NA,NA,60.1
16071,2007,NA,NA,NA,27.6
16073,2007,192.3,NA,NA,99.5
16075,2007,181,NA,NA,88.2
16077,2007,NA,NA,NA,68.9
16079,2007,NA,NA,NA,NA
16081,2007,NA,NA,NA,37.8
16083,2007,165.4,NA,NA,110.6
16085,2007,NA,NA,NA,NA
16087,2007,155.7,NA,NA,78.7
17001,2007,162,37,NA,63
17003,2007,178,36,NA,38
17005,2007,116,25,NA,55
17007,2007,182,48,NA,82
17009,2007,152,35,NA,56
17011,2007,195,51,NA,62
17013,2007,171,37,NA,50
17015,2007,187,51,NA,79
17017,2007,194,43,NA,50
17019,2007,188,55,NA,58
17021,2007,193,51,NA,59
17023,2007,161,45,NA,58
17025,2007,123,29,NA,58
17027,2007,132,26,NA,53
17029,2007,181,53,NA,56
17031,2007,137,46,NA,NA
17033,2007,140,40,NA,50
17035,2007,166,46,NA,68
17037,2007,197,51,NA,70
17039,2007,187,54,NA,NA
17041,2007,184,56,NA,67
17043,2007,167,48,NA,NA
17045,2007,181,54,NA,65
17047,2007,113,28,NA,53
17049,2007,153,36,NA,64
17051,2007,133,29,NA,56
17053,2007,187,54,NA,56
17055,2007,113,25,NA,44
17057,2007,186,42,NA,58
17059,2007,148,35,NA,51
17061,2007,160,39,NA,58
17063,2007,185,47,NA,57
17065,2007,110,25,NA,58
17067,2007,183,46,NA,64
17069,2007,112,27,NA,NA
17071,2007,185,49,NA,67
17073,2007,189,52,NA,67
17075,2007,178,52,NA,57
17077,2007,140,33,NA,43
17079,2007,150,39,NA,54
17081,2007,95,20,NA,48
17083,2007,167,38,NA,56
17085,2007,186,53,NA,NA
17087,2007,117,33,NA,NA
17089,2007,186,50,NA,71
17091,2007,179,52,NA,57
17093,2007,183,50,NA,58
17095,2007,194,51,NA,69
17097,2007,144,46,NA,72
17099,2007,186,46,NA,57
17101,2007,133,36,NA,54
17103,2007,182,49,NA,70
17105,2007,189,54,NA,60
