stco,year,gdd,edd
17155,1988,114.0,33.0
17157,1988,116.8,43.0
17159,1988,121.2,35.6
17161,1988,114.8,32.0
17163,1988,118.3,42.1
17165,1988,124.0,35.9
17167,1988,117.9,35.0
17169,1988,118.3,34.0
17171,1988,118.5,34.9
17173,1988,118.4,37.3
17175,1988,114.7,31.3
17177,1988,114.6,25.3
17179,1988,114.9,34.8
17181,1988,122.1,39.3
17183,1988,114.3,35.4
17185,1988,121.8,36.8
17187,1988,116.3,32.1
17189,1988,120.7,38.3
17191,1988,121.4,36.4
17193,1988,122.7,36.6
17195,1988,114.3,30.6
17197,1988,114.5,30.6
17199,1988,124.0,34.9
17201,1988,113.6,27.0
17203,1988,113.2,34.8
18001,1988,117.5,26.3
18003,1988,116.4,26.8
18005,1988,123.9,28.4
18007,1988,114.3,33.5
18009,1988,118.5,26.5
18011,1988,119.1,29.8
18013,1988,123.2,29.3
18015,1988,116.5,30.5
18017,1988,116.1,28.3
18019,1988,123.4,32.0
18021,1988,121.9,30.8
18023,1988,117.9,29.1
18025,1988,122.5,32.6
18027,1988,122.4,33.5
18029,1988,123.7,27.8
18031,1988,123.4,27.9
18033,1988,116.0,26.8
18035,1988,118.3,27.2
18037,1988,123.6,32.3
18039,1988,117.0,24.4
18041,1988,121.6,26.2
18043,1988,124.6,31.0
18045,1988,115.9,33.6
18047,1988,122.8,26.5
18049,1988,116.3,26.6
18051,1988,121.8,37.0
18053,1988,117.2,27.5
18055,1988,123.4,30.5
18057,1988,118.9,28.7
18059,1988,120.1,29.4
18061,1988,123.9,32.0
18063,1988,121.0,29.2
18065,1988,119.8,26.1
18067,1988,115.1,29.8
18069,1988,115.2,28.7
18071,1988,123.4,29.4
18073,1988,115.1,31.0
18075,1988,118.1,27.1
18077,1988,125.6,25.9
18079,1988,124.6,27.6
18081,1988,122.2,28.9
18083,1988,121.7,35.2
18085,1988,116.7,25.2
18087,1988,117.3,23.5
18089,1988,113.7,31.6
18091,1988,116.0,28.2
18093,1988,122.6,31.2
18095,1988,118.4,27.9
18097,1988,120.9,30.0
18099,1988,116.0,27.2
18101,1988,123.2,31.3
18103,1988,115.7,27.3
18105,1988,123.4,29.5
18107,1988,118.3,30.2
18109,1988,122.1,29.0
18111,1988,113.3,33.7
18113,1988,117.3,24.5
18115,1988,123.7,28.0
18117,1988,122.7,31.7
18119,1988,123.5,28.5
18121,1988,118.0,33.9
18123,1988,123.6,34.0
18125,1988,122.6,34.3
18127,1988,115.3,28.4
18129,1988,122.7,37.2
18131,1988,116.3,28.7
18133,1988,121.3,29.8
18135,1988,120.4,25.1
18137,1988,124.4,26.6
18139,1988,121.5,27.3
18141,1988,117.0,25.6
18143,1988,124.3,28.6
18145,1988,121.9,29.4
18147,1988,122.2,36.5
18149,1988,116.6,27.8
18151,1988,117.0,23.4
18153,1988,121.2,34.3
18155,1988,124.2,27.5
18157,1988,116.5,31.9
18159,1988,116.6,28.9
18161,1988,121.0,26.1
18163,1988,122.6,37.1
18165,1988,116.2,35.2
18167,1988,120.2,33.4
18169,1988,115.3,27.2
18171,1988,115.3,33.7
18173,1988,122.0,36.8
18175,1988,123.4,30.6
18177,1988,121.5,24.6
18179,1988,117.8,25.0
18181,1988,115.5,31.5
18183,1988,117.0,24.8
19001,1988,120.2,31.3
19003,1988,120.9,30.5
19005,1988,114.0,25.4
19007,1988,118.2,33.1
19009,1988,121.4,27.7
19011,1988,114.1,30.6
19013,1988,113.9,28.6
19015,1988,116.1,31.6
19017,1988,113.5,27.5
19019,1988,114.1,26.9
19021,1988,119.9,25.2
19023,1988,113.2,29.6
19025,1988,118.9,27.5
19027,1988,120.0,27.8
19029,1988,121.0,29.8
19031,1988,114.1,30.9
19033,1988,113.0,27.6
19035,1988,119.9,25.6
19037,1988,113.7,26.2
19039,1988,120.0,31.2
19041,1988,118.3,24.0
19043,1988,113.9,26.2
19045,1988,114.4,29.0
19047,1988,122.7,26.4
19049,1988,116.9,31.9
19051,1988,117.4,35.1
19053,1988,120.1,31.4
19055,1988,113.7,25.7
19057,1988,117.4,32.7
19059,1988,117.8,21.4
19061,1988,114.1,25.4
19063,1988,116.7,23.8
19065,1988,114.7,25.4
19067,1988,112.9,28.4
19069,1988,114.0,27.6
19071,1988,120.4,34.1
19073,1988,116.4,31.5
19075,1988,114.8,28.6
19077,1988,118.5,30.3
19079,1988,115.1,30.2
19081,1988,114.5,26.0
19083,1988,113.7,30.9
19085,1988,122.1,29.9
19087,1988,117.9,33.1
19089,1988,113.6,23.3
19091,1988,118.2,25.7
19093,1988,121.7,26.0
19095,1988,114.4,33.6
19097,1988,114.1,26.8
19099,1988,116.6,32.1
19101,1988,116.1,35.9
19103,1988,114.3,33.5
19105,1988,113.2,28.4
19107,1988,115.8,35.1
19109,1988,115.4,26.1
19111,1988,117.2,34.6
19113,1988,113.6,30.1
19115,1988,115.4,34.5
19117,1988,118.4,32.7
19119,1988,114.0,27.7
19121,1988,119.3,31.4
19123,1988,116.5,34.4
19125,1988,117.2,33.8
19127,1988,115.8,29.8
19129,1988,120.9,32.8
19131,1988,112.6,26.2
19133,1988,120.0,31.4
19135,1988,117.8,33.4
19137,1988,120.4,31.9
19139,1988,114.2,33.8
19141,1988,118.9,24.1
19143,1988,117.5,21.6
19145,1988,119.8,33.2
19147,1988,117.6,25.2
19149,1988,117.4,29.7
19151,1988,118.4,26.4
19153,1988,116.9,32.3
19155,1988,121.8,30.0
19157,1988,113.8,34.5
19159,1988,120.6,31.2
19161,1988,120.2,26.7
19163,1988,114.9,30.5
19165,1988,123.4,26.7
19167,1988,115.9,28.7
19169,1988,116.1,30.4
19171,1988,114.7,30.1
19173,1988,120.3,31.8
19175,1988,120.5,30.8
19177,1988,116.1,36.8
19179,1988,116.7,35.3
19181,1988,118.4,32.5
19183,1988,115.3,35.3
19185,1988,120.3,31.0
19187,1988,117.2,28.5
19189,1988,112.8,26.6
19191,1988,114.2,24.5
19193,1988,119.4,30.0
19195,1988,112.3,26.4
19197,1988,115.3,26.8
20001,1988,121.2,38.3
20003,1988,121.6,37.7
20005,1988,118.2,40.4
20007,1988,110.8,47.8
20009,1988,111.5,44.6
20011,1988,120.2,39.4
20013,1988,117.1,39.5
20015,1988,118.6,40.0
20017,1988,120.9,36.6
20019,1988,118.1,42.5
20021,1988,121.9,38.9
20023,1988,112.7,34.2
20025,1988,110.9,45.0
20027,1988,115.3,42.7
20029,1988,114.5,40.7
20031,1988,123.1,35.7
20033,1988,111.6,45.7
20035,1988,116.1,43.9
20037,1988,121.5,38.8
20039,1988,112.4,37.6
20041,1988,115.2,43.2
20043,1988,118.3,39.1
20045,1988,121.5,37.0
20047,1988,112.5,43.1
20049,1988,119.6,39.9
20051,1988,109.1,45.2
20053,1988,114.4,41.4
20055,1988,112.2,40.8
20057,1988,112.7,41.4
20059,1988,121.3,38.1
20061,1988,118.8,39.5
20063,1988,112.6,40.3
20065,1988,110.1,42.7
20067,1988,110.8,43.2
20069,1988,113.5,39.3
20071,1988,112.0,37.2
20073,1988,121.1,37.6
20075,1988,111.7,40.8
20077,1988,111.7,47.6
20079,1988,117.1,41.1
20081,1988,113.3,40.3
20083,1988,111.4,42.6
20085,1988,119.7,38.1
20087,1988,118.8,40.0
20089,1988,115.0,37.6
20091,1988,122.2,37.2
20093,1988,110.9,41.9
20095,1988,113.1,45.3
20097,1988,113.5,41.6
20099,1988,120.8,39.0
20101,1988,111.1,41.8
20103,1988,119.4,39.5
20105,1988,110.1,45.5
20107,1988,122.6,35.8
20109,1988,113.9,36.9
20111,1988,122.6,35.3
20113,1988,116.0,41.5
20115,1988,118.6,38.4
20117,1988,118.5,36.6
20119,1988,111.9,42.7
20121,1988,123.0,36.7
20123,1988,111.4,42.8
20125,1988,119.5,40.5
20127,1988,121.0,35.9
20129,1988,113.5,39.4
20131,1988,119.3,36.6
20133,1988,121.1,38.4
20135,1988,109.2,44.4
20137,1988,111.0,39.6
20139,1988,122.3,36.1
20141,1988,108.6,44.5
20143,1988,112.0,45.8
20145,1988,112.1,43.8
20147,1988,110.1,41.0
20149,1988,119.5,37.5
20151,1988,113.2,43.4
20153,1988,112.1,36.2
20155,1988,114.3,43.3
20157,1988,115.8,38.1
20159,1988,114.7,42.0
20161,1988,118.1,39.0
20163,1988,108.7,44.1
20165,1988,109.3,45.2
20167,1988,109.7,45.7
20169,1988,113.4,44.3
20171,1988,111.4,40.4
20173,1988,116.2,42.6
20175,1988,112.8,42.3
20177,1988,120.4,37.9
20179,1988,113.5,38.1
20181,1988,113.9,32.6
20183,1988,111.4,40.0
20185,1988,112.1,45.0
20187,1988,112.1,41.3
20189,1988,113.4,40.9
20191,1988,113.1,46.2
20193,1988,114.2,35.0
20195,1988,109.7,44.0
20197,1988,121.2,36.2
20199,1988,112.8,35.9
20201,1988,115.5,40.3
20203,1988,111.6,38.8
20205,1988,119.9,39.5
20207,1988,122.0,37.1
20209,1988,119.6,39.8
21001,1988,125.8,34.1
21003,1988,126.2,37.7
21005,1988,125.3,30.2
21007,1988,123.5,39.8
21009,1988,122.9,39.1
21011,1988,124.9,30.7
21013,1988,133.1,23.7
21015,1988,123.9,28.5
21017,1988,126.4,29.6
21019,1988,120.6,30.0
21021,1988,126.6,32.8
21023,1988,125.4,27.7
21025,1988,124.2,32.5
21027,1988,124.8,33.2
21029,1988,121.7,36.9
21031,1988,125.0,35.0
21033,1988,123.4,41.0
21035,1988,125.8,38.9
21037,1988,123.9,29.6
21039,1988,123.4,40.4
21041,1988,123.6,29.6
21043,1988,122.8,28.3
21045,1988,128.1,30.3
21047,1988,126.5,37.1
21049,1988,126.8,30.5
21051,1988,128.0,24.9
21053,1988,129.5,31.2
21055,1988,124.7,39.1
21057,1988,124.4,36.4
21059,1988,122.9,37.7
21061,1988,120.8,39.1
21063,1988,121.9,30.5
21065,1988,125.7,29.9
21067,1988,127.7,29.3
21069,1988,126.0,28.4
21071,1988,121.9,35.5
21073,1988,125.5,29.4
21075,1988,124.2,40.1
21077,1988,123.7,29.2
21079,1988,125.9,32.4
21081,1988,125.3,28.8
21083,1988,124.9,39.4
21085,1988,123.3,35.2
21087,1988,124.5,33.8
21089,1988,122.0,29.1
21091,1988,123.5,35.8
21093,1988,125.3,33.1
21095,1988,136.9,17.2
21097,1988,124.9,29.3
21099,1988,123.2,36.5
21101,1988,123.4,37.6
21103,1988,123.0,30.7
21105,1988,124.3,39.8
21107,1988,122.8,40.2
21109,1988,128.7,23.8
21111,1988,122.6,34.9
21113,1988,126.6,30.9
21115,1988,121.6,34.7
21117,1988,124.7,28.5
21119,1988,128.8,28.7
21121,1988,129.2,28.1
21123,1988,126.4,32.9
21125,1988,129.8,26.2
21127,1988,121.6,31.6
21129,1988,122.9,32.1
21131,1988,133.2,22.0
21133,1988,132.1,22.9
21135,1988,124.5,28.0
21137,1988,127.9,30.8
21139,1988,124.8,38.1
21141,1988,124.0,38.5
21143,1988,123.1,41.7
21145,1988,123.4,39.5
21147,1988,129.9,26.5
21149,1988,124.7,36.8
21151,1988,126.9,30.5
21153,1988,124.0,32.4
21155,1988,124.2,33.8
21157,1988,124.0,40.4
21159,1988,122.9,34.6
21161,1988,125.8,27.7
21163,1988,125.3,32.3
21165,1988,125.2,31.2
21167,1988,125.2,32.6
21169,1988,127.0,35.1
21171,1988,126.9,36.4
21173,1988,125.5,31.4
21175,1988,123.0,32.1
21177,1988,124.7,37.4
21179,1988,123.1,34.9
21181,1988,126.1,29.3
21183,1988,124.2,36.2
21185,1988,121.9,32.8
21187,1988,124.0,30.2
21189,1988,124.4,29.9
21191,1988,125.0,28.0
21193,1988,128.5,28.8
21195,1988,124.0,33.4
21197,1988,125.3,30.5
21199,1988,127.9,30.6
21201,1988,125.4,28.7
21203,1988,128.4,29.1
21205,1988,124.5,29.7
21207,1988,127.0,33.1
21209,1988,126.6,28.9
21211,1988,121.5,31.5
21213,1988,125.2,38.1
21215,1988,121.8,34.4
21217,1988,126.3,32.4
21219,1988,125.2,37.7
21221,1988,125.2,39.4
21223,1988,124.8,27.9
21225,1988,123.7,37.7
21227,1988,123.4,38.1
21229,1988,124.6,33.1
21231,1988,127.8,30.9
21233,1988,123.0,39.4
21235,1988,128.6,29.6
21237,1988,124.3,32.1
21239,1988,126.9,29.0
22001,1988,136.0,43.9
22003,1988,134.9,44.5
22005,1988,134.6,44.9
22007,1988,137.5,42.7
22009,1988,133.5,44.9
22011,1988,133.1,45.5
22013,1988,125.5,49.4
22015,1988,123.4,51.9
22017,1988,123.1,52.3
22019,1988,136.9,42.7
22021,1988,126.4,49.5
22023,1988,139.5,40.5
22025,1988,129.4,47.8
22027,1988,125.7,48.9
22029,1988,130.1,47.4
22031,1988,125.1,50.5
22033,1988,133.4,45.4
22035,1988,126.9,48.1
22037,1988,134.5,43.4
22039,1988,132.5,46.9
22041,1988,126.0,50.2
22043,1988,130.1,47.7
22045,1988,140.4,39.7
22047,1988,134.8,44.7
22049,1988,125.0,50.8
22051,1988,131.7,49.4
22053,1988,138.4,41.5
22055,1988,137.3,42.6
22057,1988,138.3,42.5
22059,1988,129.7,46.9
22061,1988,125.1,50.6
22063,1988,133.5,45.1
22065,1988,128.2,47.2
22067,1988,125.2,50.0
22069,1988,126.7,50.2
22071,1988,131.8,49.5
22073,1988,124.5,51.3
22075,1988,139.0,41.9
22077,1988,134.3,44.7
22079,1988,131.4,46.9
22081,1988,125.7,49.7
22083,1988,125.9,49.9
22085,1988,127.7,49.0
22087,1988,134.4,46.7
22089,1988,133.3,47.5
22091,1988,132.1,45.1
22093,1988,134.8,45.2
22095,1988,132.7,47.4
22097,1988,134.3,45.3
22099,1988,138.1,41.7
22101,1988,143.9,36.4
22103,1988,133.1,45.5
22105,1988,130.7,47.0
22107,1988,126.0,50.5
22109,1988,140.2,40.7
22111,1988,125.6,49.8
22113,1988,140.7,39.4
22115,1988,131.7,46.3
22117,1988,131.3,46.3
22119,1988,124.5,50.3
22121,1988,132.9,46.3
22123,1988,125.4,49.5
22125,1988,133.8,44.7
22127,1988,126.8,49.8
23001,1988,113.4,9.9
23003,1988,108.6,3.6
23005,1988,113.6,10.0
23007,1988,109.7,6.3
23009,1988,115.0,5.9
23011,1988,114.2,9.7
23013,1988,114.8,7.2
23015,1988,115.3,8.1
23017,1988,110.7,8.0
23019,1988,112.7,7.8
23021,1988,109.7,6.1
23023,1988,114.6,9.1
23025,1988,111.7,7.8
23027,1988,114.5,8.3
23029,1988,112.8,4.7
23031,1988,113.8,13.1
24001,1988,123.6,23.4
24003,1988,122.5,32.2
24005,1988,123.2,30.5
24009,1988,125.6,32.7
24011,1988,124.2,31.7
24013,1988,121.9,29.1
24015,1988,122.2,31.0
24017,1988,126.7,32.7
24019,1988,125.3,32.1
24021,1988,122.5,29.5
24023,1988,125.3,10.6
24025,1988,123.2,31.0
24027,1988,122.7,30.6
24029,1988,123.3,31.5
24031,1988,124.3,29.4
24033,1988,122.4,33.6
24035,1988,123.3,32.3
24037,1988,127.2,32.3
24039,1988,127.6,29.5
24041,1988,124.7,32.4
24043,1988,121.7,28.7
24045,1988,126.0,30.8
24047,1988,131.1,24.9
25001,1988,125.3,6.2
25003,1988,116.1,8.8
25005,1988,123.1,15.2
25007,1988,128.1,3.9
25009,1988,119.3,15.7
25011,1988,114.8,13.2
25013,1988,119.8,15.1
25015,1988,117.9,15.0
25017,1988,118.5,17.7
25019,1988,126.1,0.9
25021,1988,120.3,17.8
25023,1988,120.8,15.8
25025,1988,119.8,19.7
25027,1988,118.9,12.6
26001,1988,114.0,13.1
26003,1988,110.5,9.9
26005,1988,116.1,22.4
26007,1988,112.3,12.8
26009,1988,113.0,13.5
26011,1988,113.1,17.1
26013,1988,110.0,10.8
26015,1988,115.5,25.2
26017,1988,113.8,20.3
26019,1988,114.4,14.0
26021,1988,116.8,23.4
26023,1988,116.8,22.7
26025,1988,116.4,23.1
26027,1988,116.9,23.9
26029,1988,113.9,12.5
26031,1988,112.4,12.7
26033,1988,108.7,6.5
26035,1988,113.0,18.2
26037,1988,113.8,24.1
26039,1988,111.7,13.5
26041,1988,112.5,10.0
26043,1988,110.3,13.4
26045,1988,115.7,23.1
26047,1988,114.1,10.4
26049,1988,113.5,22.7
26051,1988,113.2,19.5
26053,1988,113.0,9.2
26055,1988,111.9,15.7
26057,1988,112.8,23.6
26059,1988,115.1,23.1
26061,1988,111.2,10.1
26063,1988,111.1,17.1
26065,1988,115.5,23.3
26067,1988,115.0,24.6
26069,1988,113.2,16.0
26071,1988,110.7,10.2
26073,1988,113.1,21.6
26075,1988,115.7,23.1
26077,1988,116.0,24.9
26079,1988,111.6,13.8
26081,1988,113.9,23.6
26083,1988,111.7,4.1
26085,1988,112.3,16.6
26087,1988,112.8,21.6
26089,1988,112.1,13.6
26091,1988,113.6,26.7
26093,1988,114.0,24.1
26095,1988,110.4,7.9
26097,1988,112.0,6.1
26099,1988,112.2,24.7
26101,1988,114.6,14.8
26103,1988,110.4,10.1
26105,1988,115.5,16.0
26107,1988,112.5,19.2
26109,1988,111.5,13.9
26111,1988,113.1,22.9
26113,1988,111.3,14.4
26115,1988,113.0,28.4
26117,1988,112.7,23.5
26119,1988,110.6,14.1
26121,1988,114.4,21.6
26123,1988,112.2,20.6
26125,1988,114.9,22.5
26127,1988,114.6,17.7
26129,1988,111.3,17.4
26131,1988,110.5,11.3
26133,1988,112.1,15.9
26135,1988,111.7,16.0
26137,1988,112.3,12.8
26139,1988,115.4,22.6
26141,1988,112.0,12.7
26143,1988,111.2,14.8
26145,1988,112.9,23.1
26147,1988,111.9,21.5
26149,1988,116.6,23.4
26151,1988,111.8,19.2
26153,1988,114.8,5.4
26155,1988,112.6,23.5
26157,1988,112.8,20.7
26159,1988,115.7,22.9
26161,1988,113.8,26.0
26163,1988,114.2,27.1
26165,1988,111.9,14.2
27001,1988,115.5,13.3
27003,1988,110.8,26.5
27005,1988,115.6,14.9
27007,1988,116.4,10.9
27009,1988,111.2,23.1
27011,1988,109.7,26.8
27013,1988,109.8,28.5
27015,1988,109.4,28.7
27017,1988,113.2,12.2
27019,1988,108.6,27.8
27021,1988,114.6,14.9
27023,1988,109.4,27.6
27025,1988,111.5,22.6
27027,1988,111.2,22.5
27029,1988,116.7,11.2
27031,1988,112.9,3.5
27033,1988,111.5,25.8
27035,1988,113.4,17.9
27037,1988,109.9,27.9
27039,1988,111.7,23.9
27041,1988,112.8,19.9
27043,1988,111.6,26.7
27045,1988,113.4,23.2
27047,1988,111.2,25.5
27049,1988,111.1,25.9
27051,1988,111.0,23.6
27053,1988,109.2,27.5
27055,1988,113.5,24.8
27057,1988,116.0,12.5
27059,1988,112.1,21.9
27061,1988,115.6,11.9
27063,1988,115.1,22.5
27065,1988,112.2,19.4
27067,1988,110.0,26.2
27069,1988,110.4,18.6
27071,1988,116.4,9.7
27073,1988,109.0,28.9
27075,1988,114.5,6.3
27077,1988,115.5,11.1
27079,1988,109.8,27.0
27081,1988,113.7,22.4
27083,1988,111.2,26.4
27085,1988,109.5,26.6
27087,1988,116.7,13.9
27089,1988,111.6,17.6
27091,1988,113.2,25.6
27093,1988,110.1,25.8
27095,1988,111.7,21.1
27097,1988,112.3,21.9
27099,1988,111.8,24.1
27101,1988,113.9,23.1
27103,1988,109.4,28.4
27105,1988,116.1,21.4
27107,1988,112.8,19.9
27109,1988,112.0,23.9
27111,1988,113.9,18.0
27113,1988,114.8,14.2
27115,1988,112.7,16.7
27117,1988,113.8,23.7
27119,1988,113.7,16.9
27121,1988,109.9,24.5
27123,1988,110.4,30.1
27125,1988,114.9,14.9
27127,1988,108.9,29.1
27129,1988,108.2,28.7
27131,1988,109.6,26.3
27133,1988,115.5,24.0
27135,1988,113.1,14.1
27137,1988,115.0,9.4
27139,1988,108.9,28.0
27141,1988,110.6,24.6
27143,1988,108.5,28.5
27145,1988,110.6,24.4
27147,1988,110.3,25.6
27149,1988,109.8,24.6
27151,1988,109.7,26.4
27153,1988,113.2,19.4
27155,1988,109.0,27.5
27157,1988,111.9,25.5
27159,1988,115.3,14.6
27161,1988,110.0,26.6
27163,1988,111.0,27.4
27165,1988,109.7,29.3
27167,1988,108.9,26.2
27169,1988,114.2,23.6
27171,1988,109.5,25.9
27173,1988,108.9,29.1
28001,1988,133.5,43.4
28003,1988,123.9,43.5
28005,1988,135.1,40.4
28007,1988,130.1,41.5
28009,1988,126.7,40.4
28011,1988,123.5,49.1
28013,1988,127.0,42.8
28015,1988,129.1,41.9
28017,1988,127.9,42.3
28019,1988,130.0,41.5
28021,1988,130.3,44.9
28023,1988,128.4,45.5
28025,1988,128.3,42.6
28027,1988,122.8,48.5
28029,1988,130.7,44.7
28031,1988,133.3,41.7
28033,1988,123.2,46.8
28035,1988,131.5,45.2
28037,1988,131.9,43.4
28039,1988,132.8,44.9
28041,1988,130.0,46.6
28043,1988,126.3,44.2
28045,1988,134.9,43.6
28047,1988,137.2,42.0
28049,1988,128.6,46.4
28051,1988,128.5,44.2
28053,1988,123.6,50.6
28055,1988,127.3,47.2
28057,1988,125.5,44.0
28059,1988,140.0,38.5
28061,1988,131.4,42.4
28063,1988,130.6,45.2
28065,1988,133.0,42.1
28067,1988,131.6,43.9
28069,1988,129.6,43.4
28071,1988,122.8,46.4
28073,1988,132.5,44.2
28075,1988,130.2,43.5
28077,1988,131.0,44.3
28079,1988,128.1,44.3
28081,1988,125.1,45.1
28083,1988,124.1,48.7
28085,1988,134.8,40.0
28087,1988,128.5,43.2
28089,1988,127.1,46.6
28091,1988,130.8,45.8
28093,1988,125.3,42.7
28095,1988,127.2,43.3
28097,1988,131.3,38.0
28099,1988,129.6,43.1
28101,1988,131.7,41.1
28103,1988,128.7,43.8
28105,1988,129.0,42.3
28107,1988,123.2,46.4
28109,1988,133.7,44.2
28111,1988,129.8,46.3
28113,1988,133.8,42.3
28115,1988,126.2,43.8
28117,1988,126.3,42.4
28119,1988,121.3,49.6
28121,1988,128.5,45.4
28123,1988,128.9,44.2
28125,1988,124.9,49.3
28127,1988,131.2,42.3
28129,1988,131.3,42.2
28131,1988,132.9,44.8
28133,1988,123.3,49.6
28135,1988,122.9,48.5
28137,1988,122.8,47.0
28139,1988,127.1,40.0
28141,1988,126.8,40.2
28143,1988,122.7,48.3
28145,1988,124.8,44.3
28147,1988,132.6,44.0
28149,1988,129.6,45.6
28151,1988,123.1,50.7
28153,1988,129.5,45.9
28155,1988,128.8,41.4
28157,1988,134.2,43.1
28159,1988,131.7,40.5
28161,1988,125.6,43.8
28163,1988,127.5,46.5
29001,1988,120.3,33.1
29003,1988,118.2,38.0
29005,1988,118.9,35.6
29007,1988,119.4,36.6
29009,1988,125.1,32.6
29011,1988,123.6,35.4
29013,1988,121.6,36.2
29015,1988,120.1,36.1
29017,1988,121.2,39.4
29019,1988,121.5,35.5
29021,1988,119.1,38.2
29023,1988,121.4,43.9
29025,1988,118.3,35.6
29027,1988,123.1,33.6
29029,1988,122.3,35.1
29031,1988,119.8,43.1
29033,1988,119.1,36.8
29035,1988,121.6,38.0
29037,1988,120.9,37.5
29039,1988,120.5,38.0
29041,1988,120.2,35.6
29043,1988,126.0,31.5
29045,1988,117.1,36.2
29047,1988,119.0,37.4
29049,1988,119.8,35.2
29051,1988,121.2,36.7
29053,1988,120.4,36.7
29055,1988,122.7,34.2
29057,1988,121.8,36.8
29059,1988,124.3,33.4
29061,1988,118.0,36.0
29063,1988,119.8,34.9
29065,1988,128.4,31.0
29067,1988,126.4,34.0
29069,1988,120.0,46.8
29071,1988,120.0,38.7
29073,1988,122.7,34.9
29075,1988,118.2,36.8
29077,1988,124.6,33.1
29079,1988,116.6,37.7
29081,1988,118.6,34.5
29083,1988,120.4,35.8
29085,1988,120.9,37.3
29087,1988,116.8,39.1
29089,1988,120.3,36.3
29091,1988,128.5,32.5
29093,1988,125.3,33.5
29095,1988,119.5,39.1
29097,1988,121.8,38.1
29099,1988,119.6,40.4
29101,1988,120.9,35.9
29103,1988,118.9,35.2
29105,1988,124.9,33.1
29107,1988,120.6,36.4
29109,1988,125.3,32.7
29111,1988,118.2,36.2
29113,1988,118.1,39.0
29115,1988,120.6,34.1
29117,1988,118.4,36.8
29119,1988,124.6,35.8
29121,1988,119.7,35.0
29123,1988,120.7,36.5
29125,1988,124.0,33.3
29127,1988,118.4,36.8
29129,1988,118.9,34.0
29131,1988,122.1,35.5
29133,1988,122.7,41.7
29135,1988,121.0,36.6
29137,1988,118.9,37.0
29139,1988,119.3,37.5
29141,1988,121.2,35.4
29143,1988,121.1,44.5
29145,1988,123.9,35.3
29147,1988,117.9,36.1
29149,1988,125.5,36.3
29151,1988,122.5,34.7
29153,1988,125.7,37.1
29155,1988,122.7,44.5
29157,1988,118.7,42.1
29159,1988,120.6,35.4
29161,1988,125.9,32.2
29163,1988,117.6,36.7
29165,1988,118.9,39.0
29167,1988,122.9,34.6
29169,1988,125.7,32.2
29171,1988,118.8,33.2
29173,1988,117.7,37.5
29175,1988,120.0,36.3
29177,1988,119.6,36.5
29179,1988,125.0,34.0
29181,1988,120.9,42.1
29183,1988,118.7,39.7
29185,1988,120.5,37.2
29186,1988,118.1,41.2
29187,1988,122.7,35.3
29189,1988,118.5,41.6
29195,1988,120.2,36.4
29197,1988,118.1,34.9
29199,1988,117.6,35.7
29201,1988,122.1,42.2
29203,1988,126.4,33.5
29205,1988,119.3,35.9
29207,1988,120.8,43.7
29209,1988,124.2,33.8
29211,1988,119.8,33.4
29213,1988,124.0,36.0
29215,1988,128.7,30.7
29217,1988,120.8,38.0
29219,1988,119.4,39.3
29221,1988,124.5,35.5
29223,1988,122.1,38.4
29225,1988,127.3,30.4
29227,1988,118.6,35.2
29229,1988,128.0,30.2
30001,1988,103.9,9.5
30003,1988,108.2,33.2
30005,1988,118.1,19.2
30007,1988,110.7,18.2
30009,1988,112.9,23.1
30011,1988,109.3,28.2
30013,1988,117.5,16.1
30015,1988,115.8,21.2
30017,1988,107.2,34.8
30019,1988,113.5,20.7
30021,1988,108.9,28.5
30023,1988,102.3,6.9
30025,1988,108.9,28.2
30027,1988,116.1,17.9
30029,1988,111.1,9.4
30031,1988,106.9,19.0
30033,1988,111.6,29.5
30035,1988,115.4,6.6
30037,1988,113.5,21.9
30039,1988,101.8,9.7
30041,1988,115.6,19.3
30043,1988,109.3,14.8
30045,1988,114.8,13.5
30047,1988,115.2,12.5
30049,1988,111.1,14.7
30051,1988,116.8,16.5
30053,1988,109.7,10.0
30055,1988,110.3,29.0
30057,1988,107.1,13.5
30059,1988,108.3,7.9
30061,1988,106.9,10.2
30063,1988,108.4,11.6
30065,1988,112.6,25.8
30067,1988,105.6,13.7
30069,1988,112.7,28.9
30071,1988,115.8,24.2
30073,1988,114.8,12.3
30075,1988,108.1,32.1
30077,1988,103.4,8.1
30079,1988,107.9,30.5
30081,1988,108.3,14.7
30083,1988,108.9,30.0
30085,1988,110.9,26.4
30087,1988,110.0,31.9
30089,1988,111.9,12.3
30091,1988,112.1,22.2
30093,1988,102.8,5.8
30095,1988,112.8,22.5
30097,1988,111.3,18.1
30099,1988,117.0,11.6
30101,1988,116.8,13.3
30103,1988,109.9,33.7
30105,1988,113.0,23.8
30107,1988,112.7,15.4
30109,1988,109.3,27.4
30111,1988,112.3,28.1
31001,1988,118.0,32.5
31003,1988,118.4,28.0
31005,1988,116.2,26.8
31007,1988,115.2,23.4
31009,1988,116.0,26.6
31011,1988,120.7,26.7
31013,1988,113.4,25.3
31015,1988,114.2,29.4
31017,1988,116.2,26.0
31019,1988,118.6,30.2
31021,1988,120.1,31.4
31023,1988,119.6,31.9
31025,1988,120.5,33.1
31027,1988,116.0,31.4
31029,1988,113.6,31.6
31031,1988,112.8,27.5
31033,1988,115.0,24.9
31035,1988,120.1,31.3
31037,1988,119.1,31.1
