stco,year,soil_jul,vpd_jul,pr_jul,tmmx_jul
20159,1985,133.848,198.512,63.094,344.085
20135,1985,74.886,206.257,87.219,343.514
20205,1985,320.008,168.117,58.719,336.067
20141,1985,101.136,190.821,81.488,342.097
20025,1985,103.352,223.267,42.479,354.643
20081,1985,64.096,219.485,52.728,346.964
20185,1985,113.284,210.121,56.256,348.452
20041,1985,131.511,183.535,58.725,339.742
20047,1985,116.795,208.893,57.295,345.772
20179,1985,85.03,195.078,92.861,334.549
20097,1985,132.074,209.593,44.398,345.266
20077,1985,104.02,219.896,61.736,356.236
20201,1985,139.956,166.713,69.227,332.486
20049,1985,335.085,170.059,68.976,334.458
20131,1985,178.529,150.835,85.819,324.018
20137,1985,111.931,186.069,89.9,332.986
20031,1985,309.495,163.409,60.724,331.14
20053,1985,136.063,193.796,68.614,342.828
20083,1985,86.242,208.326,75.34,343.77
20119,1985,84.837,224.78,41.81,352.896
20125,1985,348.916,171.637,53.442,338.443
20057,1985,99.481,211.9,56.685,344.658
20111,1985,317.771,164.669,65.533,330.939
20055,1985,61.363,211.632,74.516,342.919
20093,1985,42.837,219.817,64.8,344.52
20009,1985,123.805,203.079,73.675,344.935
20051,1985,93.015,199.205,99.457,342.426
20155,1985,120.122,206.463,60.464,348.411
20175,1985,80.387,230.82,41.066,352.915
20113,1985,117.101,191.157,60.689,340.847
20099,1985,364.311,167.606,51.308,336.227
20037,1985,389.932,165.928,49.968,333.455
20143,1985,117.002,190.321,69.651,343.559
20169,1985,117.997,192.137,61.289,342.65
20139,1985,318.099,158.411,62.07,328.197
20177,1985,305.755,154.004,71.978,325.584
20197,1985,265.821,157.388,62.595,326.719
20085,1985,238.252,151.347,83.204,324.919
20087,1985,356.314,148.75,92.671,323.032
20005,1985,301.131,146.594,108.429,322.426
20091,1985,321.354,148.653,76.773,320.516
20121,1985,298.24,154.869,58.724,326.307
20107,1985,315.206,160.452,50.071,330.302
20103,1985,324.958,149.038,98.417,323.572
20045,1985,318.616,153.596,71.06,325.074
20059,1985,286.849,159.051,57.504,328.859
20043,1985,223.474,140.956,117.765,318.582
20061,1985,181.632,167.905,61.28,331.289
20161,1985,138.041,166.394,65.998,331.914
20149,1985,154.262,157.469,70.739,326.94
27073,1985,339.985,116.062,72.314,290.026
27153,1985,875.902,100.404,97.952,270.675
27001,1985,1184.274,90.649,110.231,261.253
27057,1985,1516.408,88.967,138.75,257.899
27063,1985,256.872,102.462,36.831,286.045
27121,1985,292.63,106.418,66.364,277.146
27133,1985,315.549,107.604,29.165,290.355
27161,1985,194.779,108.145,50.859,287.88
27033,1985,248.515,105.611,43.681,286.541
27071,1985,493.854,81.868,63.2,251.472
27165,1985,231.94,106.687,45.34,288.37
27005,1985,1236.378,91.696,128.264,262.298
27107,1985,363.912,108.696,74.011,276.276
27089,1985,265.584,89.981,47.598,264.584
27093,1985,303.833,116.142,58.198,285.189
27065,1985,884.299,95.21,83.646,269.197
27077,1985,442.678,80.657,54.767,250.755
27081,1985,314.775,110.323,60.967,283.378
27075,1985,496.951,70.246,82.639,229.671
27101,1985,289.683,104.681,42.226,283.692
27159,1985,1349.162,92.956,132.221,263.185
27113,1985,360.079,98.597,66.834,269.033
27155,1985,348.842,117.97,63.897,287.78
27173,1985,314.567,114.454,63.575,288.756
27151,1985,273.381,106.69,70.299,280.749
27125,1985,366.986,100.844,75.458,271.07
27029,1985,1116.471,85.667,120.562,256.674
27011,1985,361.399,115.674,70.394,287.239
27127,1985,265.211,110.382,53.322,287.904
27135,1985,394.664,80.071,48.174,255.925
27031,1985,561.065,53.679,78.657,214.806
27051,1985,475.112,106.337,76.68,277.887
27023,1985,288.495,110.627,65.53,284.833
27043,1985,213.886,101.376,48.11,285.127
27115,1985,891.75,91.681,85.087,266.044
27099,1985,183.709,101.423,47.566,284.09
27045,1985,243.275,101.602,51.433,286.983
27039,1985,204.222,105.298,48.567,286.267
27109,1985,237.944,105.346,52.7,287.025
27157,1985,239.589,108.5,54.457,289.165
27013,1985,211.826,108.218,48.379,288.497
27103,1985,220.23,113.616,49.674,289.677
27015,1985,236.967,110.56,48.802,289.172
27131,1985,176.434,114.841,52.012,291.449
27085,1985,225.152,117.265,53.2,288.314
27095,1985,989.69,99.013,86.131,270.959
27143,1985,220.47,116.055,52.367,289.585
27171,1985,270.029,115.457,56.993,286.004
27139,1985,163.623,116.55,56.198,290.583
27025,1985,459.987,105.832,61.084,276.438
27037,1985,194.023,119.398,52.959,292.361
27003,1985,318.576,112.917,58.897,282.099
27123,1985,233.31,122.696,56.136,289.036
27059,1985,448.097,105.958,65.28,277.036
27163,1985,298.719,114.255,54.598,284.526
27141,1985,382.647,113.196,63.061,284.211
27079,1985,178.74,114.196,53.325,290.785
27019,1985,186.225,116.41,56.251,289.334
27053,1985,196.199,119.459,58.447,288.895
27049,1985,221.346,110.084,51.186,288.8
27009,1985,546.032,113.296,69.03,281.77
27145,1985,380.283,114.034,63.865,281.278
27027,1985,377.828,112.047,77.856,278.399
27167,1985,365.372,115.982,75.621,283.268
27149,1985,401.746,105.04,73.773,278.623
27069,1985,270.924,84.394,35.339,261.27
27097,1985,894.219,106.526,91.755,275.442
27117,1985,302.975,107.747,43.974,286.418
27129,1985,267.107,114.402,59.194,288.035
27087,1985,880.033,91.665,110.855,262.925
27047,1985,188.188,104.008,47.338,286.239
27041,1985,550.26,101.969,78.808,271.049
27007,1985,797.502,84.394,97.215,254.177
27021,1985,1334.918,92.319,125.61,260.823
27035,1985,1282.984,101.826,117.866,270.278
27137,1985,610.772,80.365,83.997,246.14
27017,1985,965.117,89.287,100.585,261.904
27091,1985,241.616,101.386,42.173,285.281
27111,1985,890.33,98.886,110.758,268.414
27119,1985,356.68,100.241,67.666,270.661
27061,1985,829.143,87.563,94.169,255.509
27055,1985,312.355,101.52,54.087,286.424
27083,1985,305.658,110.475,57.236,285.957
27147,1985,195.905,109.615,49.361,289.812
27067,1985,331.742,113.283,62.472,282.986
27169,1985,300.366,103.219,53.832,286.97
27105,1985,290.234,102.253,29.731,285.456
29187,1985,841.257,121.97,46.669,312.897
29071,1985,912.127,127.444,65.451,317.85
29183,1985,776.999,122.576,96.373,312.257
29219,1985,971.487,124.772,79.604,313.547
29189,1985,615.172,124.047,85.612,311.009
29099,1985,659.698,127.313,61.797,316.165
29113,1985,788.94,121.703,97.18,312.303
29209,1985,694.022,151.553,38.759,328.843
29213,1985,870.785,154.582,34.95,334.82
29043,1985,857.173,146.859,34.691,324.373
29225,1985,1100.141,142.98,29.779,319.639
29059,1985,983.83,148.803,27.435,324.861
29167,1985,785.717,154.436,29.978,328.389
29077,1985,819.619,149.887,33.6,323.962
29173,1985,304.751,119.726,118.31,306.407
29127,1985,203.19,120.13,136.852,305.6
29111,1985,175.183,119.841,136.587,304.693
29017,1985,694.43,130.583,44.229,321.939
29031,1985,686.578,133.652,42.975,321.727
29201,1985,564.371,137.025,42.039,324.032
29145,1985,464.057,154.744,46.846,328.44
29097,1985,449.779,159.696,50.402,329.82
29037,1985,348.943,149.406,71.347,323.461
29165,1985,273.322,142.242,107.604,318.399
29177,1985,279.109,130.923,104.583,314.209
29107,1985,371.152,135.218,94.376,316.089
29025,1985,197.207,126.088,99.114,311.825
29095,1985,356.322,140.465,95.602,317.108
29049,1985,193.126,131.051,105.974,313.303
29013,1985,364.659,158.196,52.817,330.061
29047,1985,275.256,135.601,107.337,314.619
29021,1985,226.398,138.842,110.596,317.795
29003,1985,182.22,132.543,115.558,314.314
29063,1985,172.596,128.615,104.417,312.422
29101,1985,375.997,140.755,79.98,318.633
29019,1985,411.217,128.512,68.16,310.723
29007,1985,478.056,122.022,87.084,308.144
29175,1985,315.945,124.73,93.763,307.77
29083,1985,396.928,150.4,56.956,326.267
29011,1985,470.447,162.367,49.71,331.06
29103,1985,159.565,121.899,128.856,307.624
29117,1985,184.009,125.172,95.003,311.923
29123,1985,898.963,127.393,43.655,319.91
29125,1985,846.033,134.412,36.717,319.169
29109,1985,562.626,153.388,41.247,324.33
29179,1985,984.666,131.518,38.476,322.331
29005,1985,205.119,132.524,129.235,315.095
29081,1985,181.718,122.718,100.072,309.422
29067,1985,1023.087,146.064,27.899,327.763
29093,1985,972.02,125.229,41.452,317.027
29079,1985,171.467,123.512,99.473,310.292
29163,1985,456.279,118.718,102.645,308.099
29089,1985,376.195,129.774,77.774,311.563
29221,1985,975.736,124.565,49.165,315.966
29131,1985,656.315,142.124,35.612,323.495
29139,1985,764.903,124.076,77.009,312.128
29153,1985,980.521,151.758,27.506,334.115
29041,1985,259.746,125.571,92.26,309.917
29223,1985,870.715,138.61,42.801,328.804
29039,1985,549.188,162.384,34.135,333.12
29149,1985,1019.302,143.679,29.325,332.558
29073,1985,977.569,128.496,54.717,317.505
29087,1985,183.239,138.01,121.936,318.255
29055,1985,1023.509,128.119,47.931,319.837
29186,1985,746.834,125.314,53.895,314.765
29227,1985,186.778,122.098,112.645,309.096
29085,1985,732.132,151.482,34.899,326.422
29009,1985,618.165,149.82,42.863,324.806
29181,1985,817.08,146.653,35.713,335.299
29207,1985,457.653,142.194,45.049,329.136
29075,1985,175.512,126.535,106.949,312.055
29171,1985,184.06,118.865,115.929,306.623
29033,1985,271.301,129.797,96.009,313.816
29217,1985,418.849,165.5,43.725,334.269
29015,1985,491.481,145.333,50.349,323.179
29065,1985,983.681,130.151,37.321,318.521
29185,1985,503.483,157.89,39.786,331.011
29129,1985,171.758,120.631,99.424,307.692
29137,1985,307.624,124.083,108.668,309.773
29155,1985,309.559,148.408,61.712,332.325
29143,1985,410.124,143.138,54.573,329.423
29029,1985,757.282,146.777,34.611,325.418
29229,1985,1041.703,142.259,27.905,322.619
29053,1985,406.632,134.031,70.083,315.062
29211,1985,195.68,121.732,108.803,307.992
29115,1985,199.377,123.187,101.269,309.145
29215,1985,948.959,137.195,28.213,321.87
29141,1985,472.507,138.977,51.408,318.928
29035,1985,1019.599,140.072,37.964,330.753
29133,1985,587.793,136.469,52.877,324.421
29121,1985,190.808,122.843,111.448,308.26
29061,1985,182.161,125.552,97.895,312.184
29205,1985,190.285,122.527,121.328,308.412
29203,1985,1030.613,136.842,32.424,325.436
29157,1985,716.985,130.204,51.603,319.011
29057,1985,633.414,160.384,41.243,329.986
29199,1985,168.523,121.644,133.071,308.33
29119,1985,549.65,155.18,45.539,331.619
29169,1985,863.947,145.35,31.315,326.5
29045,1985,177.609,119.317,134.73,304.344
29051,1985,585.972,135.401,43.297,317.67
29151,1985,827.872,131.152,45.009,317.818
29135,1985,449.537,136.356,54.486,316.934
29027,1985,570.565,125.493,61.857,311.349
29069,1985,266.376,153.931,49.262,336.209
29001,1985,172.003,121.22,122.619,307.676
29197,1985,172.619,119.628,126.902,306.808
29105,1985,977.394,145.7,28.059,324.016
29195,1985,366.363,131.683,85.259,313.465
29147,1985,177.078,126.229,124.651,311.926
29023,1985,537.215,148.127,40.08,333.61
29161,1985,920.654,135.951,38.611,321.278
29159,1985,391.07,135.482,74.024,315.716
29091,1985,996.506,141.888,25.851,327.69
31043,1985,329.127,118.394,26.44,299.627
31051,1985,317.775,118.997,26.467,298.28
31053,1985,333.58,126.127,61.571,304.264
31025,1985,256.071,128.756,123.077,309.217
31055,1985,304.196,123.773,96.907,302.714
31153,1985,263.951,124.754,110.359,304.925
31155,1985,293.519,129.922,94.508,306.525
31177,1985,334.277,120.147,69.797,301.267
31067,1985,170.022,154.123,94.515,325.33
31109,1985,214.3,142.834,107.1,315.462
31159,1985,212.894,141.068,103.086,311.845
31139,1985,199.239,128.588,45.764,300.342
31119,1985,242.47,128.563,72.805,300.968
31167,1985,277.491,127.739,52.657,301.867
31117,1985,32.682,169.689,92.118,315.324
31111,1985,44.069,167.806,89.329,317.751
31113,1985,34.271,162.07,98.27,315.354
31007,1985,31.634,192.369,52.266,313.046
31157,1985,31.735,200.167,40.011,319.84
31165,1985,30.007,196.892,41.579,316.831
31039,1985,318.983,123.532,41.48,301.756
31129,1985,201.774,156.419,81.397,322.21
31101,1985,36.949,187.548,81.554,322.554
31137,1985,124.46,152.033,86.844,313.08
31181,1985,170.264,157.362,87.175,320.955
31015,1985,103.777,152.175,61.389,310.946
31171,1985,36.502,167.071,94.352,318.008
31089,1985,100.884,144.825,71.455,306.082
31017,1985,56.085,164.582,84.193,314.163
31103,1985,67.923,167.854,76.669,315.761
31077,1985,168.171,131.255,101.105,301.785
31095,1985,171.084,157.706,88.068,326.736
31151,1985,188.315,148.122,94.471,318.525
31057,1985,49.2,193.761,97.242,328.197
31131,1985,236.451,137.623,131.016,316.933
31087,1985,64.744,189.471,97.174,330.175
31105,1985,29.223,193.354,70.988,313.102
31127,1985,221.09,140.86,122.161,320.373
31041,1985,77.54,150.835,98.48,311.919
31143,1985,236.488,136.689,114.252,307.785
31045,1985,37.229,205.344,51.138,324.443
31179,1985,285.284,122.537,36.864,298.31
31071,1985,92.498,142.35,90.412,306.447
31013,1985,39.904,198.827,46.902,318.64
31173,1985,318.327,120.27,32.567,301.106
31011,1985,229.568,129.005,97.598,300.727
31145,1985,79.392,179.922,90.091,327.545
31149,1985,62.743,156.86,85.097,311.117
31005,1985,39.666,178.441,57.129,314.111
31085,1985,66.039,180.842,89.928,324.802
31097,1985,210.22,145.492,112.622,321.749
31003,1985,181.614,132.268,65.358,301.184
31163,1985,152.693,136.966,100.928,306.706
31161,1985,35.54,194.839,64.083,320.435
31133,1985,180.606,149.274,94.607,323.298
31075,1985,34.857,178.258,71.098,313.429
31021,1985,328.76,121.705,43.894,303.412
31009,1985,41.361,160.385,97.816,315.718
31027,1985,234.652,122.952,25.2,298.05
31169,1985,191.075,157.711,88.957,324.712
31049,1985,31.047,194.685,88.115,323.991
31123,1985,34.158,197.474,56.939,320.698
31115,1985,62.17,150.915,96.239,310.941
31063,1985,73.617,169.512,84.577,322.192
31125,1985,225.874,132.442,108.894,303.601
31107,1985,126.842,135.063,37.956,303.437
31135,1985,44.007,190.459,92.349,326.873
31037,1985,298.733,129.997,72.994,304.408
31023,1985,259.834,134.854,103.852,306.536
31031,1985,41.848,180.374,80.561,318.789
31183,1985,148.641,134.25,86.897,302.058
31061,1985,166.373,161.263,89.389,320.808
31029,1985,54.358,189.044,94.395,326.334
31059,1985,233.867,147.05,100.456,316.176
31185,1985,247.794,140.6,110.636,310.502
31035,1985,243.616,145.437,94.435,313.832
31033,1985,29.81,193.642,76.137,318.457
31069,1985,31.857,189.48,69.916,318.567
31083,1985,119.322,167.301,85.089,323.987
31091,1985,35.095,171.312,94.179,315.715
31147,1985,191.662,145.287,111.069,323.074
31065,1985,102.315,176.663,82.982,328.806
31175,1985,117.471,137.634,99.314,305.696
31141,1985,239.89,130.838,93.573,303.792
31121,1985,213.198,136.044,106.562,305.627
31079,1985,194.018,140.045,96.894,308.164
31081,1985,238.091,138.969,101.777,307.62
31093,1985,173.159,132.177,103.165,302.257
31001,1985,240.136,147.391,94.882,314.313
31099,1985,209.822,149.274,92.852,313.247
31019,1985,154.99,142.924,88.683,309.825
31073,1985,90.728,159.932,82.001,317.341
31047,1985,90.021,153.659,83.944,313.671
38099,1985,163.577,91.948,35.371,264.519
38013,1985,101.567,143.299,18.634,284.759
38071,1985,161.225,102.816,26.93,266.515
38081,1985,202.161,136.899,45.326,295.573
38057,1985,114.057,167.637,32.629,301.566
38021,1985,177.328,147.363,34.443,302.909
38003,1985,176.821,124.125,36.136,286.394
38009,1985,193.333,120.665,12.661,275.663
38005,1985,153.546,121.328,20.421,279.016
38011,1985,97.894,215.325,34.791,325.156
38047,1985,112.076,156.445,25.195,302.59
38029,1985,104.536,166.378,25.725,308.439
38083,1985,99.934,156.616,17.646,297.823
38097,1985,222.091,109.14,44.523,277.927
38045,1985,167.75,141.499,30.656,298.083
38043,1985,101.178,154.789,19.985,299.769
38063,1985,168.415,101.423,35.518,268.121
38091,1985,183.835,113.853,40.148,279.131
38103,1985,109.428,144.641,17.177,294.302
38039,1985,163.833,118.619,35.432,281.345
38087,1985,93.875,211.826,40.06,322.554
38023,1985,68.64,158.564,20.959,293.851
38051,1985,117.289,155.347,30.073,303.294
38001,1985,102.874,183.102,30.085,311.113
38019,1985,217.58,83.198,36.009,253.138
38007,1985,88.318,194.754,39.89,314.033
38061,1985,111.131,154.636,26.662,289.751
38055,1985,109.672,158.069,26.854,294.778
38031,1985,129.249,129.03,24.796,286.431
38067,1985,192.448,84.876,37.203,260.826
38069,1985,145.301,129.882,16.311,284.248
38027,1985,142.972,122.44,24.33,280.826
38041,1985,100.755,177.067,31.729,306.663
38037,1985,87.212,183.678,28.535,312.78
38053,1985,87.664,195.158,34.422,314.647
38073,1985,196.506,129.393,43.955,291.233
38095,1985,207.963,100.133,21.518,264.72
38033,1985,90.951,200.905,42.881,317.002
38025,1985,115.047,175.861,36.741,303.813
38079,1985,226.493,102.339,16.186,261.938
38085,1985,91.363,192.204,26.928,320.408
38015,1985,103.702,157.737,23.526,298.081
38059,1985,98.707,171.164,28.205,306.064
38065,1985,102.826,164.186,29.824,300.398
38089,1985,100.446,174.409,36.59,302.924
38035,1985,182.586,102.453,37.761,271.752
38093,1985,129.336,143.068,25.102,295.672
38101,1985,147.397,147.111,21.194,287.185
38049,1985,141.073,141.622,15.56,291.007
38075,1985,156.107,134.744,14.239,281.993
38105,1985,81.607,169.57,26.704,298.746
38017,1985,234.548,119.154,50.935,284.654
38077,1985,260.996,129.223,58.355,290.956
39123,1985,123.003,100.723,106.794,274.432
39051,1985,126.437,105.591,98.63,286.137
39095,1985,116.006,105.294,102.457,280.317
39173,1985,123.011,103.735,108.8,283.034
39167,1985,492.607,96.926,122.65,288.027
39081,1985,303.531,89.17,97.517,277.466
39087,1985,662.03,95.955,113.171,294.031
39145,1985,522.994,93.99,103.063,291.064
39029,1985,246.478,87.161,99.612,275.686
39155,1985,339.625,84.341,105.904,272.727
39099,1985,220.789,89.028,102.982,277.366
39107,1985,115.267,106.38,63.464,288.879
39003,1985,123.832,101.366,80.027,283.977
39161,1985,104.739,109.219,67.208,291.121
39011,1985,124.688,101.476,72.009,284.282
39005,1985,173.649,89.218,112.99,274.581
39033,1985,154.465,93.281,116.716,278.331
39139,1985,174.806,88.794,115.566,273.795
39115,1985,545.656,94.498,129.049,287.07
39163,1985,464.964,93.521,116.042,289.124
39125,1985,102.9,112.388,79.016,293.749
39069,1985,118.998,105.63,105.104,286.846
39131,1985,392.784,93.466,100.158,288.6
39111,1985,415.441,94.558,112.482,284.307
39001,1985,465.986,95.051,105.893,289.248
39067,1985,310.282,92.754,99.904,280.047
39135,1985,199.093,99.157,80.52,287.3
39071,1985,275.819,92.762,97.897,283.044
39171,1985,128.697,107.778,96.953,288.842
39175,1985,140.658,99.006,106.849,283.542
39075,1985,166.399,90.479,109.177,277.838
39065,1985,128.292,97.943,95.678,282.183
39121,1985,416.568,97.404,117.869,287.339
39137,1985,118.608,104.819,93.184,286.737
39105,1985,575.653,97.118,122.212,292.404
39009,1985,538.682,94.99,121.818,289.218
39031,1985,219.162,93.064,116.135,281.488
39039,1985,112.895,110.963,92.986,292.218
39143,1985,125.343,101.255,107.688,279.547
39079,1985,572.506,93.82,111.521,290.835
39053,1985,637.391,97.091,117.57,293.907
39013,1985,341.274,92.443,102.974,280.935
39169,1985,180.273,90.071,105.138,275.52
39017,1985,208.142,103.791,88.743,292.064
39015,1985,375.459,97.436,107.948,288.313
39165,1985,207.278,97.802,91.735,286.453
39061,1985,227.083,105.53,96.196,293.107
39025,1985,263.489,100.589,105.06,290.355
39027,1985,207.991,92.371,97.568,281.017
39133,1985,324.669,86.996,99.253,271.265
39153,1985,277.701,91.338,103.355,273.351
39007,1985,352.872,78.286,97.731,262.13
39151,1985,224.335,91.645,99.151,277.093
39019,1985,278.81,90.413,97.511,277.944
39085,1985,297.721,82.027,90.401,263.094
39035,1985,269.583,90.27,96.379,271.054
39103,1985,195.046,89.358,110.236,272.984
39093,1985,170.543,93.43,104.015,275.705
39055,1985,568.428,80.096,102.382,262.699
39157,1985,216.839,94.908,105.436,282.165
39077,1985,148.885,92.134,116.05,274.844
39043,1985,139.081,95.436,109.158,273.287
39091,1985,132.971,95.988,89.798,280.254
39059,1985,335.859,97.649,110.361,286.265
39141,1985,225.472,95.171,99.754,287.772
39129,1985,155.709,99.479,102.263,289.234
39073,1985,353.202,93.624,117.772,287.338
39041,1985,144.987,97.035,111.114,284.854
39117,1985,161.29,90.922,119.477,277.631
39127,1985,401.569,93.598,128.094,286.189
39159,1985,126.557,97.833,98.957,285.014
39045,1985,240.683,96.074,120.773,286.905
39089,1985,261.331,92.579,127.73,282.353
39097,1985,133.73,97.291,94.231,285.55
39049,1985,144.192,100.744,110.692,288.267
39101,1985,139.336,97.03,107.956,283.701
39083,1985,192.519,89.128,122.944,278.88
39047,1985,150.957,93.466,90.897,281.664
39119,1985,386.148,94.604,124.104,285.072
39109,1985,161.832,101.238,72.094,285.567
39057,1985,178.941,94.981,87.519,282.311
39113,1985,184.7,100.195,77.229,286.594
39037,1985,151.076,100.661,69.73,286.318
39149,1985,138.242,99.761,70.962,283.086
39023,1985,155.97,95.889,90.815,282.918
39021,1985,147.203,96.365,94.346,282.514
39063,1985,137.491,99.348,103.463,280.956
39147,1985,135.691,98.813,108.247,280.475
46127,1985,303.622,114.587,21.664,296.537
46027,1985,250.626,118.722,22.935,298.463
46033,1985,67.26,196.829,51.802,312.928
46093,1985,74.679,210.835,32.067,326.583
46103,1985,66.16,197.597,43.039,315.954
46081,1985,101.306,172.741,35.176,285.637
46067,1985,200.896,130.967,45.158,301.13
46101,1985,290.172,112.267,42.308,286.823
46043,1985,158.878,148.586,59.994,309.944
46039,1985,299.645,115.912,74.353,283.725
46025,1985,220.966,130.024,87.865,289.746
46097,1985,255.409,125.738,65.316,293.458
46073,1985,173.519,148.533,71.469,306.581
46137,1985,78.899,210.675,34.827,331.535
46015,1985,134.192,161.786,68.817,316.885
46129,1985,132.139,172.77,46.32,313.847
46077,1985,250.9,124.56,77.779,289.503
46055,1985,75.598,211.576,43.34,335.512
46041,1985,107.188,198.952,40.282,326.016
46079,1985,283.346,116.348,52.246,286.401
46085,1985,109.641,189.25,71.011,331.201
46071,1985,40.221,209.297,55.188,334.911
46075,1985,88.868,204.101,60.885,334.351
46021,1985,119.634,172.968,35.021,314.346
46063,1985,83.627,215.139,26.476,326.558
46009,1985,155.449,136.064,42.175,304.39
46007,1985,47.981,195.066,63.389,324.703
46109,1985,285.372,126.359,60.02,289.618
46121,1985,53.458,186.078,69.186,323.184
46089,1985,138.681,156.874,41.941,307.655
46102,1985,31.376,213.833,56.045,333.211
46023,1985,131.389,153.278,59.465,312.933
46037,1985,230.884,135.089,72.004,292.53
46123,1985,69.069,181.936,72.829,324.733
46111,1985,185.833,136.521,70.936,302.222
46031,1985,92.499,199.992,28.307,324.765
46053,1985,105.681,161.148,71.64,314.854
46051,1985,302.185,119.691,75.929,287.294
46091,1985,219.334,140.057,52.777,295.905
46003,1985,159.261,151.455,64.93,310.69
46105,1985,82.245,206.394,25.988,325.748
46017,1985,137.708,170.155,73.776,320.925
46095,1985,50.471,201.802,64.237,334.31
46107,1985,142.147,176.198,56.868,318.168
46047,1985,34.715,217.605,51.016,332.07
46069,1985,131.463,174.484,76.593,321.906
46057,1985,242.765,121.786,77.351,287.333
46059,1985,155.179,156.967,78.426,311.419
46115,1985,185.871,143.427,80.743,304.033
46049,1985,153.905,158.701,68.043,313.063
46019,1985,82.044,215.401,30.666,326.282
46013,1985,204.335,146.512,56.513,303.838
46045,1985,148.472,157.886,56.213,311.018
46011,1985,268.757,115.718,60.446,285.525
46005,1985,190.668,139.607,81.483,302.056
46061,1985,213.139,129.155,54.563,298.161
46035,1985,174.635,139.751,62.227,304.713
46119,1985,137.0,187.798,61.392,325.847
46117,1985,109.707,205.517,53.042,333.454
46065,1985,124.757,190.779,66.717,330.02
46099,1985,290.531,111.956,30.486,288.564
46087,1985,262.907,120.875,42.569,293.469
46125,1985,240.244,116.636,29.327,293.75
46083,1985,266.273,111.811,22.79,291.922
46029,1985,248.283,122.536,75.76,285.17
46135,1985,207.392,123.864,28.02,298.651
48073,1985,796.574,142.737,109.325,342.606
48423,1985,811.077,150.172,96.717,344.046
48057,1985,467.994,112.382,90.951,321.568
48469,1985,492.05,125.308,85.026,333.574
48175,1985,363.902,138.38,74.727,341.22
48245,1985,602.069,102.84,142.378,322.7
48351,1985,944.56,112.782,115.838,332.178
48199,1985,955.677,112.729,117.71,332.943
48025,1985,237.237,145.222,60.872,343.432
48173,1985,11.838,213.436,45.827,342.167
48227,1985,11.811,217.619,46.66,342.481
48049,1985,165.294,196.81,40.254,345.758
48041,1985,581.257,158.24,49.926,347.195
48395,1985,557.629,164.021,49.706,348.474
48051,1985,511.764,160.274,40.03,345.762
48465,1985,46.364,214.318,50.899,349.279
48341,1985,31.354,230.064,35.907,348.694
48323,1985,59.473,196.972,34.508,355.634
48171,1985,230.647,167.708,76.477,333.105
48117,1985,21.189,203.681,42.487,337.315
48265,1985,225.663,162.862,92.464,328.646
48027,1985,275.637,185.099,34.348,350.155
48099,1985,253.117,187.717,37.109,349.307
48281,1985,220.092,185.566,33.775,346.137
48115,1985,10.553,212.718,56.469,344.104
48479,1985,12.281,204.12,24.494,363.814
48005,1985,959.935,126.189,104.244,337.364
48449,1985,1059.608,144.906,108.745,340.912
48347,1985,1047.065,129.047,110.12,337.855
48001,1985,792.685,149.717,92.207,345.156
48179,1985,45.507,222.249,42.964,347.369
48277,1985,974.947,148.854,90.714,338.115
48389,1985,3.69,252.538,27.502,364.331
48189,1985,18.188,202.984,62.452,337.53
48235,1985,22.038,203.551,37.277,341.391
48451,1985,26.744,204.302,31.002,342.204
48019,1985,265.922,158.197,99.552,329.154
48029,1985,362.469,164.265,96.824,339.702
48091,1985,536.731,158.66,93.973,335.238
48259,1985,413.366,157.554,96.791,331.048
48325,1985,216.851,165.716,82.407,340.386
48187,1985,471.321,159.382,80.773,342.382
48013,1985,132.019,170.606,75.693,350.95
48493,1985,246.43,163.704,85.579,346.363
48415,1985,29.091,211.298,61.885,341.867
48143,1985,228.82,190.258,57.139,345.717
48353,1985,37.934,200.654,46.108,336.137
48037,1985,1156.897,137.569,119.104,336.223
48463,1985,81.951,177.227,71.911,342.301
48487,1985,92.015,225.983,37.105,361.134
48309,1985,306.339,187.616,47.777,352.749
48145,1985,395.06,179.427,46.909,352.41
48077,1985,315.594,202.156,26.971,352.733
48485,1985,189.146,217.547,28.248,359.44
48009,1985,192.825,209.705,30.977,355.404
48505,1985,31.784,208.476,20.537,365.961
48011,1985,16.484,215.157,54.938,346.368
48359,1985,17.724,225.799,41.718,349.288
48381,1985,22.202,210.709,48.437,340.837
48375,1985,20.745,230.534,43.042,351.092
48065,1985,26.867,222.682,45.342,346.98
48233,1985,27.528,244.024,34.682,357.643
48061,1985,85.185,118.328,50.396,326.037
48489,1985,86.9,124.577,39.404,329.029
48491,1985,284.113,175.26,40.277,345.117
48453,1985,316.091,168.846,58.197,342.056
48021,1985,483.63,155.202,54.989,341.422
48361,1985,702.363,104.519,140.028,326.116
48401,1985,966.665,133.909,112.206,337.732
48183,1985,1151.602,140.196,103.566,339.503
48459,1985,1072.49,142.363,97.086,340.064
48203,1985,1147.353,131.707,109.602,337.071
48219,1985,12.735,202.943,60.789,338.246
48107,1985,27.288,205.939,69.179,339.496
48305,1985,18.824,205.592,67.741,339.258
48303,1985,17.913,208.552,68.499,338.901
48215,1985,61.658,158.433,37.83,348.887
48427,1985,39.277,186.261,24.763,359.168
48317,1985,9.049,222.965,47.541,347.061
48329,1985,7.596,226.743,41.335,348.008
48135,1985,7.56,236.436,34.992,352.046
48249,1985,36.987,154.526,32.407,348.856
48007,1985,267.539,112.321,64.769,321.515
