"stco","year","ppt"
8119,1981,385.578763148164
8121,1981,324.322005006298
8123,1981,298.246213063708
8125,1981,356.324478808861
9001,1981,633.903526966307
9003,1981,655.50756726612
9005,1981,640.005869616421
9007,1981,663.588231165955
9009,1981,641.076720792083
9011,1981,646.013766915192
9013,1981,634.448240243463
9015,1981,646.147696781776
10001,1981,682.058638735766
10003,1981,667.458375917682
10005,1981,668.865247424345
12001,1981,624.969617067271
12003,1981,754.518548981998
12005,1981,649.092869577351
12007,1981,714.774221917994
12009,1981,739.514136783142
12011,1981,971.538823418175
12013,1981,587.938794064935
12015,1981,879.325615487157
12017,1981,772.382592532544
12019,1981,693.76172400057
12021,1981,847.218750759522
12023,1981,708.269181524585
12027,1981,803.119023752556
12029,1981,789.945242666001
12031,1981,594.91722170439
12033,1981,650.526120950376
12035,1981,586.164236070601
12037,1981,638.851292105792
12039,1981,659.939676693278
12041,1981,707.996577405764
12043,1981,670.106453224425
12045,1981,644.704754865159
12047,1981,680.316350453891
12049,1981,748.578758869618
12051,1981,664.649990382555
12053,1981,777.649542589796
12055,1981,700.237798885601
12057,1981,814.975732769006
12059,1981,556.730009348191
12061,1981,860.27207041475
12063,1981,558.179532724537
12065,1981,563.654074567114
12067,1981,754.296323149147
12069,1981,791.726653694679
12071,1981,959.812874058886
12073,1981,586.714837787861
12075,1981,702.213031282323
12077,1981,611.096542124157
12079,1981,683.186044216655
12081,1981,947.224375544208
12083,1981,645.808960300144
12085,1981,722.104999870674
12086,1981,1288.15094139634
12087,1981,895.427883725902
12089,1981,544.382120510686
12091,1981,644.883457829238
12093,1981,683.99317741223
12095,1981,843.93352120136
12097,1981,804.006673447891
12099,1981,787.59799787601
12101,1981,837.67332010785
12103,1981,758.717071088203
12105,1981,723.580218170307
12107,1981,615.897838711891
12109,1981,616.16937608957
12111,1981,832.116385639976
12113,1981,715.354122202432
12115,1981,1066.06851057632
12117,1981,776.94872688495
12119,1981,755.181230827081
12121,1981,688.119590403238
12123,1981,750.553045430681
12125,1981,702.31536879429
12127,1981,638.804019384989
12129,1981,661.536050577868
12131,1981,647.811305140334
12133,1981,568.14944100331
13001,1981,590.928516335746
13003,1981,535.600291223812
13005,1981,524.431256755444
13007,1981,571.164064692376
13009,1981,590.311955103553
13011,1981,500.792612756949
13013,1981,412.803812363866
13015,1981,683.774863803433
13017,1981,495.551843714884
13019,1981,524.087316649228
13021,1981,603.626409609317
13023,1981,577.224554939758
13025,1981,627.905358198464
13027,1981,578.536723519591
13029,1981,561.557448465811
13031,1981,524.534989283151
13033,1981,525.409906844675
13035,1981,502.592457661035
13037,1981,581.102941307588
13039,1981,588.483033337796
13043,1981,582.915297098189
13045,1981,585.882063472063
13047,1981,593.934230020761
13049,1981,658.25871099848
13051,1981,643.98328093147
13053,1981,556.542655053538
13055,1981,611.817414964895
13057,1981,606.219024218958
13059,1981,453.186495926552
13061,1981,573.090458917208
13063,1981,465.945694063239
13065,1981,559.384199771575
13067,1981,648.601027381637
13069,1981,533.074505023056
13071,1981,556.980073043177
13073,1981,636.547664146988
13075,1981,534.595754010642
13077,1981,488.379203495121
13079,1981,575.297859378247
13081,1981,475.485712130376
13083,1981,697.387785719241
13085,1981,618.642325119452
13087,1981,633.572787218306
13089,1981,517.160043272308
13091,1981,621.236279194369
13093,1981,485.257863445183
13095,1981,569.562260617097
13097,1981,592.199972970579
13099,1981,564.533396806158
13101,1981,584.462790126124
13103,1981,623.677356175533
13105,1981,484.251071734901
13107,1981,560.188993952225
13109,1981,511.59113562872
13111,1981,723.579800895687
13113,1981,476.255010571567
13115,1981,623.205252739527
13117,1981,573.842121837753
13119,1981,448.75077410935
13121,1981,535.745761196251
13123,1981,719.094450384534
13125,1981,565.617320232672
13127,1981,574.754623247003
13129,1981,575.73596244606
13131,1981,596.267800813448
13133,1981,498.982192010412
13135,1981,515.359986861896
13137,1981,582.285197990587
13139,1981,559.878537688848
13141,1981,557.341016747735
13143,1981,655.52055882574
13145,1981,514.695511100998
13147,1981,456.378475230004
13149,1981,534.681597980192
13151,1981,492.26474925833
13153,1981,551.445220421762
13155,1981,491.641689653927
13157,1981,482.704063261869
13159,1981,575.871169490175
13161,1981,568.618638708743
13163,1981,510.564859313817
13165,1981,523.551340467766
13167,1981,567.662399528713
13169,1981,561.003388791555
13171,1981,481.670499838692
13173,1981,534.135534209726
13175,1981,612.593998800719
13177,1981,506.871978651995
13179,1981,584.408998760259
13181,1981,559.312472289576
13183,1981,563.915816928196
13185,1981,516.976955197099
13187,1981,653.328931712671
13189,1981,606.560482161003
13191,1981,619.612227506844
13193,1981,489.482570200491
13195,1981,466.837760845185
13197,1981,598.151692508291
13199,1981,501.23785267253
13201,1981,577.294269574635
13205,1981,570.041888875021
13207,1981,489.607792430617
13209,1981,563.19230002145
13211,1981,532.318801704847
13213,1981,716.947359726455
13215,1981,576.231620428284
13217,1981,537.861949763488
13219,1981,433.461064651579
13221,1981,477.897054099902
13223,1981,695.788476002176
13225,1981,586.033758702038
13227,1981,627.830184166535
13229,1981,563.984595575579
13231,1981,500.061558923968
13233,1981,661.189523509922
13235,1981,573.856708333323
13237,1981,574.545900663292
13239,1981,539.546839774743
13241,1981,763.770436258827
13243,1981,567.408690834477
13245,1981,540.956931073106
13247,1981,518.71724301636
13249,1981,542.712620371916
13251,1981,584.121543354447
13253,1981,615.38081985139
13255,1981,484.703917412769
13257,1981,466.596936523995
13259,1981,521.574191859544
13261,1981,495.943032562237
13263,1981,565.363447154769
13265,1981,526.684907701547
13267,1981,521.40289860084
13269,1981,617.788607531066
13271,1981,570.672428856004
13273,1981,497.306429810611
13275,1981,575.829767855701
13277,1981,479.899727041921
13279,1981,556.931142633839
13281,1981,651.772254822339
13283,1981,574.306022087359
13285,1981,517.558142120721
13287,1981,514.336175919488
13289,1981,565.465198757853
13291,1981,627.86129536301
13293,1981,502.654555114508
13295,1981,620.096372937641
13297,1981,475.083955976166
13299,1981,500.767183852364
13301,1981,602.690349822606
13303,1981,585.200788223213
13305,1981,632.275821239753
13307,1981,553.884065991695
13309,1981,576.532418720068
13311,1981,677.522222923961
13313,1981,701.47570658735
13315,1981,542.538493237753
13317,1981,509.476997883592
13319,1981,561.928504497015
13321,1981,516.459381245427
16001,1981,141.793903747863
16003,1981,293.802498449369
16005,1981,265.126655078743
16007,1981,267.037031127764
16009,1981,344.211251423055
16011,1981,172.146482574957
16013,1981,139.423309600006
16015,1981,227.978724860199
16017,1981,463.258658881213
16019,1981,230.505668880665
16021,1981,402.281582767052
16023,1981,141.942240650305
16025,1981,143.886855870461
16027,1981,129.618098335607
16029,1981,300.509715162337
16031,1981,146.065370557589
16033,1981,213.345110981553
16035,1981,434.566269755306
16037,1981,169.69270147873
16039,1981,117.818840027859
16041,1981,316.574887571996
16043,1981,289.108804794969
16045,1981,148.19601822616
16047,1981,92.0968996576083
16049,1981,398.208954957413
16051,1981,160.54422811889
16053,1981,106.492001566397
16055,1981,333.113298544004
16057,1981,338.998788760309
16059,1981,200.389365963812
16061,1981,372.126676151072
16063,1981,98.9150218662984
16065,1981,259.855576331681
16067,1981,117.258935212636
16069,1981,316.126896529804
16071,1981,259.443262512479
16073,1981,118.20462050361
16075,1981,135.105565722674
16077,1981,189.901506624276
16079,1981,464.94415696185
16081,1981,338.697364039703
16083,1981,107.666039302139
16085,1981,324.297004240901
16087,1981,164.585956306578
17001,1981,982.754034484089
17003,1981,788.696235409195
17005,1981,759.887081527547
17007,1981,674.225498093204
17009,1981,998.124938397069
17011,1981,852.487873055824
17013,1981,936.937310636239
17015,1981,912.572495126193
17017,1981,942.475071399749
17019,1981,936.8810384897
17021,1981,904.120457688251
17023,1981,905.359380991313
17025,1981,761.689467505733
17027,1981,818.692620428699
17029,1981,888.753571537638
17031,1981,800.762540968698
17033,1981,806.456112650052
17035,1981,880.516625662044
17037,1981,747.555597971764
17039,1981,986.774314977991
17041,1981,912.013206502359
17043,1981,737.494340469293
17045,1981,893.596537686209
17047,1981,752.30074094772
17049,1981,772.562915052872
17051,1981,745.385173898518
17053,1981,878.549087422556
17055,1981,818.040205808402
17057,1981,918.27766093145
17059,1981,757.238124663948
17061,1981,917.532912631731
17063,1981,820.452893485018
17065,1981,737.806093090983
17067,1981,1004.14790720506
17069,1981,803.647207769994
17071,1981,909.974891618599
17073,1981,817.962678449578
17075,1981,893.397341038911
17077,1981,829.457953259039
17079,1981,830.435776668253
17081,1981,795.946475614363
17083,1981,865.562118865285
17085,1981,848.37073207687
17087,1981,812.871484204246
17089,1981,750.939617312402
17091,1981,877.216853633513
17093,1981,804.931764388208
17095,1981,844.655223315663
17097,1981,703.772422011013
17099,1981,846.112950884437
17101,1981,792.476309768498
17103,1981,821.147538970056
17105,1981,852.995958548403
17107,1981,1002.85675204965
17109,1981,963.345345812446
17111,1981,685.57838492424
17113,1981,963.720909248155
17115,1981,956.849529557016
17117,1981,846.017024390458
17119,1981,796.457733949259
17121,1981,758.09728723482
17123,1981,889.515489036506
17125,1981,926.230653185734
17127,1981,798.348094092847
17129,1981,936.085520774846
17131,1981,797.219851812906
17133,1981,937.978741981052
17135,1981,813.717255298013
17137,1981,911.052586938385
17139,1981,880.322937046795
17141,1981,764.535484264146
17143,1981,906.841765151124
17145,1981,892.019117410451
17147,1981,946.199707611461
17149,1981,1016.15347691849
17151,1981,819.210673029287
17153,1981,797.064620596826
17155,1981,866.285475014579
17157,1981,879.770864765171
17159,1981,740.144965031965
17161,1981,778.044893095212
17163,1981,899.775626551769
17165,1981,770.081150729176
17167,1981,946.979377800557
17169,1981,994.803823293358
17171,1981,914.629025054906
17173,1981,830.477968779937
17175,1981,844.760489205446
17177,1981,795.157771096167
17179,1981,951.83090206337
17181,1981,827.418501576784
17183,1981,936.00745284785
17185,1981,784.924994665933
17187,1981,860.666518667391
17189,1981,859.038580091001
17191,1981,715.810534754484
17193,1981,719.016693021371
17195,1981,815.174767674326
17197,1981,868.135247408207
17199,1981,795.463042553138
17201,1981,696.433946016379
17203,1981,913.748966966735
18001,1981,747.58621066809
18003,1981,811.109589167661
18005,1981,694.606728959444
18007,1981,894.512583049202
18009,1981,793.370281748331
18011,1981,855.574510116272
18013,1981,778.497921786608
18015,1981,827.876148312572
18017,1981,808.133529023367
18019,1981,678.618456461609
18021,1981,911.140672511859
18023,1981,869.008023529182
18025,1981,752.654983362036
18027,1981,803.501443742568
18029,1981,709.958298566656
18031,1981,703.383366951324
18033,1981,910.019364991236
18035,1981,775.184921062721
18037,1981,703.05633002001
18039,1981,897.839526787964
18041,1981,718.110649012201
18043,1981,662.5975587685
18045,1981,948.13184201535
18047,1981,676.452618645767
18049,1981,895.468898487921
18051,1981,808.822107953993
18053,1981,771.14240009761
18055,1981,851.045106116251
18057,1981,807.596662251188
18059,1981,831.42402098135
18061,1981,697.971565862536
18063,1981,835.728467464897
18065,1981,793.909565467255
18067,1981,791.999337028407
18069,1981,761.293669470188
18071,1981,722.665054888449
18073,1981,871.690690434858
18075,1981,818.36284191722
18077,1981,628.882450023809
18079,1981,658.524212140913
18081,1981,789.744801432067
18083,1981,815.416062987095
18085,1981,905.590671886881
18087,1981,972.34687600052
18089,1981,974.337893073832
18091,1981,955.115126706483
18093,1981,788.089617760156
18095,1981,787.635128868993
18097,1981,786.99322794434
18099,1981,916.274822019946
18101,1981,793.288288102833
18103,1981,800.023739631693
18105,1981,812.104918421274
18107,1981,909.929136776345
18109,1981,780.41602270403
18111,1981,889.585177313005
18113,1981,919.153931727303
18115,1981,682.839147066838
18117,1981,770.799124425377
18119,1981,846.669529386269
18121,1981,980.831548110323
18123,1981,787.308094530566
18125,1981,768.501614622389
18127,1981,934.125305861464
18129,1981,779.668822321708
18131,1981,886.941060085488
18133,1981,896.159833584946
18135,1981,746.437347749679
18137,1981,683.765442134867
18139,1981,786.501695859458
18141,1981,913.259067779327
18143,1981,616.786867396846
18145,1981,783.962306490764
18147,1981,781.46636171496
18149,1981,914.134606087592
18151,1981,946.506304478779
18153,1981,848.023092651082
18155,1981,688.441337666141
18157,1981,878.597272352914
18159,1981,799.180864282114
18161,1981,672.89574742204
18163,1981,822.344956067657
18165,1981,960.557505045268
18167,1981,976.140040037415
18169,1981,759.744975102439
18171,1981,941.126006207635
18173,1981,813.773491955525
18175,1981,719.188298147478
18177,1981,736.331456622182
18179,1981,752.419408972051
18181,1981,840.491789917917
18183,1981,855.763587374206
19001,1981,601.621217833786
19003,1981,620.966746284662
19005,1981,760.564976185214
19007,1981,902.860891457559
19009,1981,581.091460154155
19011,1981,664.852522530221
19013,1981,707.878774618732
19015,1981,538.042898306159
19017,1981,842.981805002733
19019,1981,872.447409876037
19021,1981,561.760711375041
19023,1981,674.924623258257
19025,1981,640.208620175939
19027,1981,601.061605304018
19029,1981,575.7381090477
19031,1981,757.303811104174
19033,1981,798.906264590047
19035,1981,513.270709898175
19037,1981,869.78127972519
19039,1981,669.571368046895
19041,1981,542.640666566278
19043,1981,788.420456360938
19045,1981,807.787255230397
19047,1981,517.340272486638
19049,1981,559.381195516577
19051,1981,898.999545481614
19053,1981,678.083384488995
19055,1981,900.799012023674
19057,1981,872.819382846396
19059,1981,522.991733946304
19061,1981,824.061183370729
19063,1981,608.90187965834
19065,1981,900.576410036094
19067,1981,760.645799063577
19069,1981,656.224109929642
19071,1981,585.809145954304
19073,1981,590.800119145296
19075,1981,614.763394208506
19077,1981,599.677719246829
19079,1981,592.486164506438
19081,1981,727.443860795409
19083,1981,608.081722088441
19085,1981,480.649740777314
19087,1981,810.389317787783
19089,1981,773.016058290569
19091,1981,632.561398604304
19093,1981,466.512181883846
19095,1981,674.624186066659
19097,1981,866.82623703882
19099,1981,563.667951287492
19101,1981,824.532250715003
19103,1981,735.505908970644
19105,1981,800.837137570232
19107,1981,667.99534824892
19109,1981,705.818000952528
19111,1981,961.796490226112
19113,1981,746.891099759476
19115,1981,786.279270635821
19117,1981,742.777671756612
19119,1981,465.112025812583
19121,1981,619.021286345014
19123,1981,646.095555781598
19125,1981,615.153159370023
19127,1981,599.640270957105
19129,1981,541.726931756712
19131,1981,785.072077608558
19133,1981,422.812696669981
19135,1981,740.64392888598
19137,1981,632.433457527149
19139,1981,763.127581078801
19141,1981,489.481610493754
19143,1981,492.870423477552
19145,1981,680.614755504955
19147,1981,591.225657788687
19149,1981,450.553051964156
19151,1981,650.988972966759
19153,1981,530.710821499478
19155,1981,526.827342350543
19157,1981,589.864701792838
19159,1981,621.086707837217
19161,1981,558.132281620518
19163,1981,770.668522222014
19165,1981,541.248330943967
19167,1981,476.879830600483
19169,1981,547.2285341067
19171,1981,624.417204671337
19173,1981,695.988534630938
19175,1981,610.371580941314
19177,1981,889.95370515333
19179,1981,752.548502284472
19181,1981,633.051498043929
19183,1981,736.303498965924
19185,1981,797.433286498493
19187,1981,614.803964447487
19189,1981,814.004488461036
19191,1981,775.372940491275
19193,1981,423.28658383669
19195,1981,818.410818364308
19197,1981,636.940212997788
20001,1981,841.403888523632
20003,1981,906.880202360107
20005,1981,738.215171510115
20007,1981,550.599680101445
20009,1981,711.086786392885
20011,1981,899.08167055421
20013,1981,660.533716312194
20015,1981,710.898065593579
20017,1981,849.508413722484
20019,1981,630.470891284888
20021,1981,784.79863075545
20023,1981,467.262724523112
20025,1981,489.031476652071
20027,1981,673.389095880466
20029,1981,698.62815358573
20031,1981,836.82054064327
20033,1981,502.632728823451
20035,1981,670.827167400408
20037,1981,815.356466485109
20039,1981,444.282069663249
20041,1981,734.97365602569
20043,1981,744.511041019212
20045,1981,916.287403319558
20047,1981,589.157833827795
20049,1981,600.199763906761
20051,1981,508.527502904837
20053,1981,687.363089183566
20055,1981,390.547456324176
20057,1981,521.501953455386
20059,1981,938.799174016595
20061,1981,716.787798720413
20063,1981,412.022832894971
20065,1981,405.719158880421
20067,1981,345.066309902017
20069,1981,440.819822282234
20071,1981,249.927760828619
20073,1981,740.483037074247
20075,1981,277.020135502411
20077,1981,541.250068631998
20079,1981,689.89371846611
20081,1981,443.751963070299
20083,1981,544.651545946407
20085,1981,762.111973499611
20087,1981,888.953085829422
20089,1981,638.99103313303
20091,1981,905.003091279619
20093,1981,352.902120423714
20095,1981,542.298067115492
20097,1981,582.387285255783
20099,1981,724.96039354167
20101,1981,396.614827693405
20103,1981,840.65962089629
20105,1981,674.88717849605
20107,1981,1003.78316045034
20109,1981,323.098756904028
20111,1981,828.746879672508
20113,1981,685.447463403985
20115,1981,744.007703199323
20117,1981,685.808149922591
20119,1981,452.230443620177
20121,1981,1029.69857220076
20123,1981,670.39587345936
20125,1981,642.299987201236
20127,1981,778.630478212215
20129,1981,319.28429110398
20131,1981,663.928660065175
20133,1981,754.791337034079
20135,1981,459.514549687532
20137,1981,502.520881219603
20139,1981,852.21443108153
20141,1981,603.730799971999
20143,1981,714.475875319967
20145,1981,641.665446099144
20147,1981,512.588486117762
20149,1981,723.692774041382
20151,1981,555.38261178952
20153,1981,518.362858881364
20155,1981,610.500913883751
20157,1981,590.037342915413
20159,1981,688.606277125118
20161,1981,687.137634938398
20163,1981,458.39559506824
20165,1981,590.128802649484
20167,1981,614.520617204413
20169,1981,715.880115540824
20171,1981,358.9567122369
20173,1981,619.084463924628
20175,1981,363.222811329184
20177,1981,844.743656682204
20179,1981,422.596353956117
20181,1981,399.429697263568
20183,1981,573.252745112439
20185,1981,635.270202230384
20187,1981,325.078361201641
20189,1981,342.18887167841
20191,1981,581.811236741399
20193,1981,438.251391567614
20195,1981,397.937271397044
20197,1981,791.963736111858
20199,1981,292.135189437944
20201,1981,665.862684790775
20203,1981,309.595406681946
20205,1981,696.94987908155
20207,1981,809.861582409199
20209,1981,868.56786839952
21001,1981,1003.69283640856
21003,1981,860.092397123447
21005,1981,710.468262754296
21007,1981,786.413604207328
21009,1981,959.633505244224
21011,1981,735.236271580497
21013,1981,858.096565373378
21015,1981,736.327571745611
21017,1981,693.55761615288
21019,1981,637.931036351183
21021,1981,791.877066517125
21023,1981,762.17034281222
21025,1981,660.549986108154
21027,1981,804.183371810484
21029,1981,697.86225360805
21031,1981,794.189487941734
21033,1981,788.101422835347
21035,1981,888.10211806066
21037,1981,759.76630871026
21039,1981,830.294939912396
21041,1981,659.068475152737
21043,1981,655.785535956874
21045,1981,950.138037886906
21047,1981,812.663673848342
21049,1981,749.707701771278
21051,1981,779.242300753005
21053,1981,894.677857531991
21055,1981,795.350561876079
21057,1981,890.845884223029
21059,1981,806.8714583023
21061,1981,902.3987776355
21063,1981,676.97990508285
21065,1981,818.398276856243
21067,1981,701.93427377473
21069,1981,638.509845170464
21071,1981,683.794352377266
21073,1981,666.145933920057
21075,1981,798.885737519752
21077,1981,726.966809046386
21079,1981,865.864444984345
21081,1981,755.557259297346
21083,1981,847.925648515658
21085,1981,852.08332370135
21087,1981,1003.95243324171
21089,1981,622.981521376562
21091,1981,836.974126305761
21093,1981,771.268411407175
21095,1981,813.510611368395
21097,1981,666.362686631155
21099,1981,921.229871320772
21101,1981,820.813653460108
21103,1981,709.131689139443
21105,1981,839.371104911756
21107,1981,802.261384934116
21109,1981,823.034204884462
21111,1981,696.403367321729
21113,1981,800.773637367353
21115,1981,696.364816819717
21117,1981,743.057617764467
21119,1981,704.596426123988
21121,1981,854.293684572547
21123,1981,853.06490354405
21125,1981,831.62508896999
21127,1981,655.357818900256
21129,1981,737.858232483263
21131,1981,770.645245925763
21133,1981,745.41567909953
21135,1981,695.885786325005
21137,1981,918.534968374244
21139,1981,814.86799600969
21141,1981,801.238255336163
21143,1981,807.101804379858
21145,1981,781.177868068821
21147,1981,844.208902807508
21149,1981,770.539068010959
21151,1981,825.772928381095
21153,1981,734.03495133106
21155,1981,844.476615428313
21157,1981,843.996909364128
21159,1981,669.587893841391
21161,1981,703.886050984415
21163,1981,759.050109426922
21165,1981,816.504406211977
21167,1981,756.845621033271
21169,1981,956.664198690788
21171,1981,908.034950821161
21173,1981,765.643484968814
21175,1981,720.0650466269
21177,1981,793.980190842279
21179,1981,762.012117055315
21181,1981,669.261806167729
21183,1981,804.344618278242
21185,1981,760.165271732836
21187,1981,723.644399174416
21189,1981,737.356332685102
21191,1981,784.204970327838
21193,1981,688.067117433703
21195,1981,652.362476803071
21197,1981,802.744385942755
21199,1981,902.194315655954
21201,1981,673.376839921748
21203,1981,974.904493296049
21205,1981,749.274741965761
21207,1981,1012.87841596279
21209,1981,622.334435938621
21211,1981,677.878776481503
21213,1981,792.674410175272
21215,1981,690.049911662728
21217,1981,1000.44146044947
21219,1981,830.445024213909
21221,1981,796.873071110415
21223,1981,645.63962572475
21225,1981,779.506438238237
21227,1981,836.491930608192
